Protein_ID,Study_ID,Tissue_Compartment,Gene_Symbol,Abundance_Young,Abundance_Old,Zscore_Delta
Q01518,Randles_2021,Glomerular,CAP1,13.054404516831411,13.228700304622132,0.9846458520422735
Q01518,Randles_2021,Tubulointerstitial,CAP1,13.322051790494571,13.592348455958708,0.9846458520422735
Q01546,Randles_2021,Glomerular,KRT76,13.054404516831411,13.228700304622132,0.9846458520422735
Q01546,Randles_2021,Tubulointerstitial,KRT76,13.322051790494571,13.592348455958708,0.9846458520422735
Q01740,Randles_2021,Glomerular,FMO1,13.054404516831411,13.228700304622132,0.9846458520422735
Q01740,Randles_2021,Tubulointerstitial,FMO1,13.322051790494571,13.592348455958708,0.9846458520422735
Q01831,Randles_2021,Glomerular,XPC,13.054404516831411,13.228700304622132,0.9846458520422735
Q01831,Randles_2021,Tubulointerstitial,XPC,13.322051790494571,13.592348455958708,0.9846458520422735
Q01844,Randles_2021,Glomerular,EWSR1,13.054404516831411,13.228700304622132,0.9846458520422735
Q01844,Randles_2021,Tubulointerstitial,EWSR1,13.322051790494571,13.592348455958708,0.9846458520422735
Q01955,Randles_2021,Glomerular,COL4A3,13.054404516831411,13.228700304622132,0.9846458520422735
Q01955,Randles_2021,Tubulointerstitial,COL4A3,13.322051790494571,13.592348455958708,0.9846458520422735
Q01974,Randles_2021,Glomerular,ROR2,13.054404516831411,13.228700304622132,0.9846458520422735
Q01974,Randles_2021,Tubulointerstitial,ROR2,13.322051790494571,13.592348455958708,0.9846458520422735
Q01995,Randles_2021,Glomerular,TAGLN,13.054404516831411,13.228700304622132,0.9846458520422735
Q01995,Randles_2021,Tubulointerstitial,TAGLN,13.322051790494571,13.592348455958708,0.9846458520422735
Q02013,Schuler_2021,Skeletal_muscle_EDL,Aqp1,14.154230064000005,14.13381148366907,-0.0059992136010749994
Q02013,Schuler_2021,Skeletal_muscle_Gastrocnemius,Aqp1,14.16656861021587,14.270802877409519,-0.0059992136010749994
Q02013,Schuler_2021,Skeletal_muscle_Soleus,Aqp1,14.956904949714284,14.880652167428567,-0.0059992136010749994
Q02013,Schuler_2021,Skeletal_muscle_TA,Aqp1,15.145914762552556,15.126380063255265,-0.0059992136010749994
Q02105,Angelidis_2019,Lung,,,29.476609785628018,0.317951381769529
Q02105,Schuler_2021,Skeletal_muscle_Soleus,C1qc,14.956904949714284,14.880652167428567,0.317951381769529
Q02105,Tsumagari_2023,Cortex,C1qc,21.281449740068453,21.36140927259177,0.317951381769529
Q02105,Tsumagari_2023,Hippocampus,C1qc,27.67407062170647,27.819305979281637,0.317951381769529
Q02218,Randles_2021,Glomerular,OGDH,13.054404516831411,13.228700304622132,0.9846458520422735
Q02218,Randles_2021,Tubulointerstitial,OGDH,13.322051790494571,13.592348455958708,0.9846458520422735
Q02252,Randles_2021,Glomerular,ALDH6A1,13.054404516831411,13.228700304622132,0.9846458520422735
Q02252,Randles_2021,Tubulointerstitial,ALDH6A1,13.322051790494571,13.592348455958708,0.9846458520422735
Q02318,Randles_2021,Glomerular,CYP27A1,13.054404516831411,13.228700304622132,0.9846458520422735
Q02318,Randles_2021,Tubulointerstitial,CYP27A1,13.322051790494571,13.592348455958708,0.9846458520422735
Q02338,Randles_2021,Glomerular,BDH1,13.054404516831411,13.228700304622132,0.9846458520422735
Q02338,Randles_2021,Tubulointerstitial,BDH1,13.322051790494571,13.592348455958708,0.9846458520422735
Q02388,LiDermis_2021,Skin dermis,COL7A1,9.661009976068373,10.121803706833997,-0.004361271349556369
Q02388,Randles_2021,Glomerular,COL7A1,13.054404516831411,13.228700304622132,-0.004361271349556369
Q02388,Randles_2021,Tubulointerstitial,COL7A1,13.322051790494571,13.592348455958708,-0.004361271349556369
Q02388,Tam_2020,IAF,COL7A1,28.814746572327024,28.608295923423434,-0.004361271349556369
Q02388,Tam_2020,NP,COL7A1,29.02678353994492,28.759537454545445,-0.004361271349556369
Q02388,Tam_2020,OAF,COL7A1,28.615860627245596,27.945813517082968,-0.004361271349556369
Q02413,Randles_2021,Glomerular,DSG1,13.054404516831411,13.228700304622132,0.9846458520422735
Q02413,Randles_2021,Tubulointerstitial,DSG1,13.322051790494571,13.592348455958708,0.9846458520422735
Q02496,Angelidis_2019,Lung,MUC1,29.276972411347536,29.476609785628018,
Q02539,Randles_2021,Glomerular,HIST1H1A,13.054404516831411,13.228700304622132,0.9846458520422735
Q02539,Randles_2021,Tubulointerstitial,HIST1H1A,13.322051790494571,13.592348455958708,0.9846458520422735
Q02788,Angelidis_2019,Lung,COL6A2,29.276972411347536,29.476609785628018,0.015402911622022931
Q02788,Dipali_2023,Ovary,COL6A2,19.081354596065317,19.135263626994472,0.015402911622022931
Q02788,Santinha_2024_Mouse_DT,Decellularized_Tissue,Col6a2,16.654249647035684,16.81949976298391,0.015402911622022931
Q02788,Santinha_2024_Mouse_NT,Native_Tissue,Col6a2,15.319198015192645,15.55411428127372,0.015402911622022931
Q02788,Schuler_2021,Skeletal_muscle_EDL,Col6a2,14.154230064000005,14.13381148366907,0.015402911622022931
Q02788,Schuler_2021,Skeletal_muscle_Gastrocnemius,Col6a2,14.16656861021587,14.270802877409519,0.015402911622022931
Q02788,Schuler_2021,Skeletal_muscle_Soleus,Col6a2,14.956904949714284,14.880652167428567,0.015402911622022931
Q02788,Schuler_2021,Skeletal_muscle_TA,Col6a2,15.145914762552556,15.126380063255265,0.015402911622022931
Q02788,Tsumagari_2023,Cortex,Col6a2,21.281449740068453,21.36140927259177,0.015402911622022931
Q02788,Tsumagari_2023,Hippocampus,Col6a2,27.67407062170647,27.819305979281637,0.015402911622022931
Q02809,LiDermis_2021,Skin dermis,PLOD1,9.661009976068373,,0.36100708237577867
Q02809,Santinha_2024_Human,Native_Tissue,PLOD1,15.319198015192645,15.55411428127372,0.36100708237577867
Q02809,Tam_2020,IAF,PLOD1,28.814746572327024,28.608295923423434,0.36100708237577867
Q02809,Tam_2020,NP,PLOD1,29.02678353994492,28.759537454545445,0.36100708237577867
Q02809,Tam_2020,OAF,PLOD1,28.615860627245596,27.945813517082968,0.36100708237577867
Q02819,Schuler_2021,Skeletal_muscle_EDL,Nucb1,14.154230064000005,14.13381148366907,-0.0059992136010749994
Q02819,Schuler_2021,Skeletal_muscle_Gastrocnemius,Nucb1,14.16656861021587,14.270802877409519,-0.0059992136010749994
Q02819,Schuler_2021,Skeletal_muscle_Soleus,Nucb1,14.956904949714284,14.880652167428567,-0.0059992136010749994
Q02819,Schuler_2021,Skeletal_muscle_TA,Nucb1,15.145914762552556,15.126380063255265,-0.0059992136010749994
Q02878,Randles_2021,Glomerular,RPL6,13.054404516831411,13.228700304622132,0.9846458520422735
Q02878,Randles_2021,Tubulointerstitial,RPL6,13.322051790494571,13.592348455958708,0.9846458520422735
Q02880,Randles_2021,Glomerular,TOP2B,13.054404516831411,13.228700304622132,0.9846458520422735
Q02880,Randles_2021,Tubulointerstitial,TOP2B,13.322051790494571,13.592348455958708,0.9846458520422735
Q02928,Randles_2021,Glomerular,CYP4A11,13.054404516831411,13.228700304622132,0.9846458520422735
Q02928,Randles_2021,Tubulointerstitial,CYP4A11,13.322051790494571,13.592348455958708,0.9846458520422735
Q02978,Randles_2021,Glomerular,SLC25A11,13.054404516831411,13.228700304622132,0.9846458520422735
Q02978,Randles_2021,Tubulointerstitial,SLC25A11,13.322051790494571,13.592348455958708,0.9846458520422735
Q03113,Randles_2021,Glomerular,GNA12,13.054404516831411,13.228700304622132,0.9846458520422735
Q03113,Randles_2021,Tubulointerstitial,GNA12,13.322051790494571,13.592348455958708,0.9846458520422735
Q03135,Randles_2021,Glomerular,CAV1,13.054404516831411,13.228700304622132,0.9846458520422735
Q03135,Randles_2021,Tubulointerstitial,CAV1,13.322051790494571,13.592348455958708,0.9846458520422735
Q03154,Randles_2021,Glomerular,ACY1,13.054404516831411,13.228700304622132,0.9846458520422735
Q03154,Randles_2021,Tubulointerstitial,ACY1,13.322051790494571,13.592348455958708,0.9846458520422735
Q03164,Randles_2021,Glomerular,KMT2A,13.054404516831411,13.228700304622132,0.9846458520422735
Q03164,Randles_2021,Tubulointerstitial,KMT2A,13.322051790494571,13.592348455958708,0.9846458520422735
Q03350,Schuler_2021,Skeletal_muscle_Soleus,Thbs2,14.956904949714284,14.880652167428567,
Q03468,Randles_2021,Glomerular,ERCC6-PGBD3,13.054404516831411,13.228700304622132,0.9846458520422735
Q03468,Randles_2021,Tubulointerstitial,ERCC6-PGBD3,13.322051790494571,13.592348455958708,0.9846458520422735
Q03591,Randles_2021,Glomerular,CFHR1,13.054404516831411,13.228700304622132,0.9846458520422735
Q03591,Randles_2021,Tubulointerstitial,CFHR1,13.322051790494571,13.592348455958708,0.9846458520422735
Q03692,LiDermis_2021,Skin dermis,,,10.121803706833997,0.43955014146469656
Q03692,Randles_2021,Glomerular,COL10A1,13.054404516831411,13.228700304622132,0.43955014146469656
Q03692,Randles_2021,Tubulointerstitial,COL10A1,13.322051790494571,13.592348455958708,0.43955014146469656
Q03692,Tam_2020,OAF,,,27.945813517082968,0.43955014146469656
Q03734,Angelidis_2019,Lung,SERPINA3M,29.276972411347536,29.476609785628018,0.011768010151192953
Q03734,Santinha_2024_Mouse_NT,Native_Tissue,Serpina3m,15.319198015192645,15.55411428127372,0.011768010151192953
Q03734,Schuler_2021,Skeletal_muscle_EDL,Serpina3m,14.154230064000005,14.13381148366907,0.011768010151192953
Q03734,Schuler_2021,Skeletal_muscle_Gastrocnemius,Serpina3m,14.16656861021587,14.270802877409519,0.011768010151192953
Q03734,Schuler_2021,Skeletal_muscle_Soleus,Serpina3m,14.956904949714284,14.880652167428567,0.011768010151192953
Q03734,Schuler_2021,Skeletal_muscle_TA,Serpina3m,15.145914762552556,15.126380063255265,0.011768010151192953
Q04741,Randles_2021,Glomerular,EMX1,13.054404516831411,13.228700304622132,0.9846458520422735
Q04741,Randles_2021,Tubulointerstitial,EMX1,13.322051790494571,13.592348455958708,0.9846458520422735
Q04756,Tam_2020,IAF,,,28.608295923423434,-0.41122378060341713
Q04756,Tam_2020,NP,,,28.759537454545445,-0.41122378060341713
Q04756,Tam_2020,OAF,HGFAC,28.615860627245596,27.945813517082968,-0.41122378060341713
Q04837,Randles_2021,Glomerular,SSBP1,13.054404516831411,13.228700304622132,0.9846458520422735
Q04837,Randles_2021,Tubulointerstitial,SSBP1,13.322051790494571,13.592348455958708,0.9846458520422735
Q04857,Angelidis_2019,Lung,COL6A1,29.276972411347536,29.476609785628018,0.015402911622022931
Q04857,Dipali_2023,Ovary,COL6A1,19.081354596065317,19.135263626994472,0.015402911622022931
Q04857,Santinha_2024_Mouse_DT,Decellularized_Tissue,Col6a1,16.654249647035684,16.81949976298391,0.015402911622022931
Q04857,Santinha_2024_Mouse_NT,Native_Tissue,Col6a1,15.319198015192645,15.55411428127372,0.015402911622022931
Q04857,Schuler_2021,Skeletal_muscle_EDL,Col6a1,14.154230064000005,14.13381148366907,0.015402911622022931
Q04857,Schuler_2021,Skeletal_muscle_Gastrocnemius,Col6a1,14.16656861021587,14.270802877409519,0.015402911622022931
Q04857,Schuler_2021,Skeletal_muscle_Soleus,Col6a1,14.956904949714284,14.880652167428567,0.015402911622022931
Q04857,Schuler_2021,Skeletal_muscle_TA,Col6a1,15.145914762552556,15.126380063255265,0.015402911622022931
Q04857,Tsumagari_2023,Cortex,Col6a1,21.281449740068453,21.36140927259177,0.015402911622022931
Q04857,Tsumagari_2023,Hippocampus,Col6a1,27.67407062170647,27.819305979281637,0.015402911622022931
Q04917,Randles_2021,Glomerular,YWHAH,13.054404516831411,13.228700304622132,0.9846458520422735
Q04917,Randles_2021,Tubulointerstitial,YWHAH,13.322051790494571,13.592348455958708,0.9846458520422735
Q04997,Dipali_2023,Ovary,INHA,19.081354596065317,19.135263626994472,
Q05306,Angelidis_2019,Lung,COL10A1,29.276972411347536,29.476609785628018,
Q05315,Tam_2020,OAF,,,27.945813517082968,
Q05639,Randles_2021,Glomerular,EEF1A2,13.054404516831411,13.228700304622132,0.9846458520422735
Q05639,Randles_2021,Tubulointerstitial,EEF1A2,13.322051790494571,13.592348455958708,0.9846458520422735
Q05707,LiDermis_2021,Skin dermis,COL14A1,9.661009976068373,10.121803706833997,0.0012087633490892827
Q05707,Ouni_2022,Cortex,COL14A1,21.281449740068453,21.36140927259177,0.0012087633490892827
Q05707,Randles_2021,Glomerular,COL14A1,13.054404516831411,13.228700304622132,0.0012087633490892827
Q05707,Randles_2021,Tubulointerstitial,COL14A1,13.322051790494571,13.592348455958708,0.0012087633490892827
Q05707,Santinha_2024_Human,Native_Tissue,COL14A1,15.319198015192645,15.55411428127372,0.0012087633490892827
Q05707,Tam_2020,IAF,COL14A1,28.814746572327024,28.608295923423434,0.0012087633490892827
Q05707,Tam_2020,NP,COL14A1,29.02678353994492,28.759537454545445,0.0012087633490892827
Q05707,Tam_2020,OAF,COL14A1,28.615860627245596,27.945813517082968,0.0012087633490892827
Q05793,Dipali_2023,Ovary,HSPG2,19.081354596065317,19.135263626994472,0.08127728485686374
Q05793,Santinha_2024_Mouse_DT,Decellularized_Tissue,Hspg2,16.654249647035684,16.81949976298391,0.08127728485686374
Q05793,Santinha_2024_Mouse_NT,Native_Tissue,Hspg2,15.319198015192645,15.55411428127372,0.08127728485686374
Q05816,Schuler_2021,Skeletal_muscle_EDL,Fabp5,14.154230064000005,14.13381148366907,-0.0059992136010749994
Q05816,Schuler_2021,Skeletal_muscle_Gastrocnemius,Fabp5,14.16656861021587,14.270802877409519,-0.0059992136010749994
Q05816,Schuler_2021,Skeletal_muscle_Soleus,Fabp5,14.956904949714284,14.880652167428567,-0.0059992136010749994
Q05816,Schuler_2021,Skeletal_muscle_TA,Fabp5,15.145914762552556,15.126380063255265,-0.0059992136010749994
Q05895,Angelidis_2019,Lung,THBS3,29.276972411347536,29.476609785628018,0.020412649259276237
Q05895,Santinha_2024_Mouse_DT,Decellularized_Tissue,Thbs3,16.654249647035684,16.81949976298391,0.020412649259276237
Q059V7,Angelidis_2019,Lung,CTSG,29.276972411347536,29.476609785628018,
Q06033,LiDermis_2021,Skin dermis,ITIH3,9.661009976068373,,0.38112342246037006
Q06033,Randles_2021,Glomerular,ITIH3,13.054404516831411,13.228700304622132,0.38112342246037006
Q06033,Randles_2021,Tubulointerstitial,ITIH3,13.322051790494571,13.592348455958708,0.38112342246037006
Q06033,Santinha_2024_Human,Native_Tissue,ITIH3,15.319198015192645,15.55411428127372,0.38112342246037006
Q06033,Tam_2020,IAF,,,28.608295923423434,0.38112342246037006
Q06033,Tam_2020,NP,ITIH3,29.02678353994492,28.759537454545445,0.38112342246037006
Q06033,Tam_2020,OAF,ITIH3,28.615860627245596,27.945813517082968,0.38112342246037006
Q06141,Tam_2020,NP,,,28.759537454545445,
Q06141,Tam_2020,OAF,,,27.945813517082968,
Q06278,Randles_2021,Glomerular,AOX1,13.054404516831411,13.228700304622132,0.9846458520422735
Q06278,Randles_2021,Tubulointerstitial,AOX1,13.322051790494571,13.592348455958708,0.9846458520422735
Q06323,Randles_2021,Glomerular,PSME1,13.054404516831411,13.228700304622132,0.9846458520422735
Q06323,Randles_2021,Tubulointerstitial,PSME1,13.322051790494571,13.592348455958708,0.9846458520422735
Q06587,Randles_2021,Glomerular,RING1,13.054404516831411,13.228700304622132,0.9846458520422735
Q06587,Randles_2021,Tubulointerstitial,RING1,13.322051790494571,13.592348455958708,0.9846458520422735
Q06770,Santinha_2024_Mouse_NT,Native_Tissue,Serpina6,15.319198015192645,15.55411428127372,0.11639840521314199
Q06770,Schuler_2021,Skeletal_muscle_Gastrocnemius,Serpina6,14.16656861021587,14.270802877409519,0.11639840521314199
Q06770,Schuler_2021,Skeletal_muscle_Soleus,Serpina6,14.956904949714284,14.880652167428567,0.11639840521314199
Q06770,Schuler_2021,Skeletal_muscle_TA,Serpina6,15.145914762552556,15.126380063255265,0.11639840521314199
Q06828,LiDermis_2021,Skin dermis,FMOD,9.661009976068373,10.121803706833997,-0.007640556719152075
Q06828,Ouni_2022,Cortex,FMOD,21.281449740068453,21.36140927259177,-0.007640556719152075
Q06828,Santinha_2024_Human,Native_Tissue,FMOD,15.319198015192645,15.55411428127372,-0.007640556719152075
Q06828,Tam_2020,IAF,FMOD,28.814746572327024,28.608295923423434,-0.007640556719152075
Q06828,Tam_2020,NP,FMOD,29.02678353994492,28.759537454545445,-0.007640556719152075
Q06828,Tam_2020,OAF,FMOD,28.615860627245596,27.945813517082968,-0.007640556719152075
Q06830,Randles_2021,Glomerular,PRDX1,13.054404516831411,13.228700304622132,0.9846458520422735
Q06830,Randles_2021,Tubulointerstitial,PRDX1,13.322051790494571,13.592348455958708,0.9846458520422735
Q06890,Schuler_2021,Skeletal_muscle_EDL,Clu,14.154230064000005,14.13381148366907,-0.0059992136010749994
Q06890,Schuler_2021,Skeletal_muscle_Gastrocnemius,Clu,14.16656861021587,14.270802877409519,-0.0059992136010749994
Q06890,Schuler_2021,Skeletal_muscle_Soleus,Clu,14.956904949714284,14.880652167428567,-0.0059992136010749994
Q06890,Schuler_2021,Skeletal_muscle_TA,Clu,15.145914762552556,15.126380063255265,-0.0059992136010749994
Q07021,Randles_2021,Glomerular,C1QBP,13.054404516831411,13.228700304622132,0.9846458520422735
Q07021,Randles_2021,Tubulointerstitial,C1QBP,13.322051790494571,13.592348455958708,0.9846458520422735
Q07065,Randles_2021,Glomerular,CKAP4,13.054404516831411,13.228700304622132,0.9846458520422735
Q07065,Randles_2021,Tubulointerstitial,CKAP4,13.322051790494571,13.592348455958708,0.9846458520422735
Q07075,Randles_2021,Glomerular,ENPEP,13.054404516831411,13.228700304622132,0.9846458520422735
Q07075,Randles_2021,Tubulointerstitial,ENPEP,13.322051790494571,13.592348455958708,0.9846458520422735
Q07076,Angelidis_2019,Lung,ANXA7,29.276972411347536,29.476609785628018,0.02540850670353414
Q07076,Dipali_2023,Ovary,ANXA7,19.081354596065317,19.135263626994472,0.02540850670353414
Q07076,Santinha_2024_Mouse_DT,Decellularized_Tissue,Anxa7,16.654249647035684,16.81949976298391,0.02540850670353414
Q07076,Santinha_2024_Mouse_NT,Native_Tissue,Anxa7,15.319198015192645,15.55411428127372,0.02540850670353414
Q07076,Tsumagari_2023,Cortex,Anxa7,21.281449740068453,21.36140927259177,0.02540850670353414
Q07076,Tsumagari_2023,Hippocampus,Anxa7,27.67407062170647,27.819305979281637,0.02540850670353414
Q07079,Schuler_2021,Skeletal_muscle_EDL,Igfbp5,14.154230064000005,14.13381148366907,0.009713965174704879
Q07079,Schuler_2021,Skeletal_muscle_Gastrocnemius,Igfbp5,14.16656861021587,14.270802877409519,0.009713965174704879
Q07079,Schuler_2021,Skeletal_muscle_TA,Igfbp5,15.145914762552556,15.126380063255265,0.009713965174704879
Q07079,Tsumagari_2023,Cortex,Igfbp5,21.281449740068453,21.36140927259177,0.009713965174704879
Q07079,Tsumagari_2023,Hippocampus,Igfbp5,27.67407062170647,27.819305979281637,0.009713965174704879
Q07092,LiDermis_2021,Skin dermis,COL16A1,9.661009976068373,10.121803706833997,-0.004361271349556369
Q07092,Randles_2021,Glomerular,COL16A1,13.054404516831411,13.228700304622132,-0.004361271349556369
Q07092,Randles_2021,Tubulointerstitial,COL16A1,13.322051790494571,13.592348455958708,-0.004361271349556369
Q07092,Tam_2020,IAF,COL16A1,28.814746572327024,28.608295923423434,-0.004361271349556369
Q07092,Tam_2020,NP,COL16A1,29.02678353994492,28.759537454545445,-0.004361271349556369
Q07092,Tam_2020,OAF,COL16A1,28.615860627245596,27.945813517082968,-0.004361271349556369
Q07113,Schuler_2021,Skeletal_muscle_EDL,Igf2r,14.154230064000005,14.13381148366907,-0.0059992136010749994
Q07113,Schuler_2021,Skeletal_muscle_Gastrocnemius,Igf2r,14.16656861021587,14.270802877409519,-0.0059992136010749994
Q07113,Schuler_2021,Skeletal_muscle_Soleus,Igf2r,14.956904949714284,14.880652167428567,-0.0059992136010749994
Q07113,Schuler_2021,Skeletal_muscle_TA,Igf2r,15.145914762552556,15.126380063255265,-0.0059992136010749994
Q07157,Randles_2021,Glomerular,TJP1,13.054404516831411,13.228700304622132,0.9846458520422735
Q07157,Randles_2021,Tubulointerstitial,TJP1,13.322051790494571,13.592348455958708,0.9846458520422735
Q07235,Santinha_2024_Mouse_NT,Native_Tissue,Serpine2,15.319198015192645,15.55411428127372,0.012470576168355004
Q07235,Schuler_2021,Skeletal_muscle_EDL,Serpine2,14.154230064000005,14.13381148366907,0.012470576168355004
Q07235,Schuler_2021,Skeletal_muscle_Gastrocnemius,Serpine2,14.16656861021587,14.270802877409519,0.012470576168355004
Q07235,Schuler_2021,Skeletal_muscle_Soleus,Serpine2,14.956904949714284,14.880652167428567,0.012470576168355004
Q07235,Schuler_2021,Skeletal_muscle_TA,Serpine2,15.145914762552556,15.126380063255265,0.012470576168355004
Q07235,Tsumagari_2023,Cortex,Serpine2,21.281449740068453,21.36140927259177,0.012470576168355004
Q07235,Tsumagari_2023,Hippocampus,Serpine2,27.67407062170647,27.819305979281637,0.012470576168355004
Q07283,LiDermis_2021,Skin dermis,TCHH,9.661009976068373,10.121803706833997,
Q07456,Angelidis_2019,Lung,AMBP,29.276972411347536,29.476609785628018,0.017735885187808425
Q07456,Dipali_2023,Ovary,AMBP,19.081354596065317,19.135263626994472,0.017735885187808425
Q07456,Santinha_2024_Mouse_DT,Decellularized_Tissue,Ambp,16.654249647035684,16.81949976298391,0.017735885187808425
Q07456,Santinha_2024_Mouse_NT,Native_Tissue,Ambp,15.319198015192645,15.55411428127372,0.017735885187808425
Q07456,Schuler_2021,Skeletal_muscle_Gastrocnemius,Ambp,14.16656861021587,14.270802877409519,0.017735885187808425
Q07456,Schuler_2021,Skeletal_muscle_Soleus,Ambp,14.956904949714284,14.880652167428567,0.017735885187808425
Q07456,Schuler_2021,Skeletal_muscle_TA,Ambp,15.145914762552556,15.126380063255265,0.017735885187808425
Q07507,LiDermis_2021,Skin dermis,DPT,9.661009976068373,10.121803706833997,0.0012087633490892827
Q07507,Ouni_2022,Cortex,DPT,21.281449740068453,21.36140927259177,0.0012087633490892827
Q07507,Randles_2021,Glomerular,DPT,13.054404516831411,13.228700304622132,0.0012087633490892827
Q07507,Randles_2021,Tubulointerstitial,DPT,13.322051790494571,13.592348455958708,0.0012087633490892827
Q07507,Santinha_2024_Human,Native_Tissue,DPT,15.319198015192645,15.55411428127372,0.0012087633490892827
Q07507,Tam_2020,IAF,DPT,28.814746572327024,28.608295923423434,0.0012087633490892827
Q07507,Tam_2020,NP,DPT,29.02678353994492,28.759537454545445,0.0012087633490892827
Q07507,Tam_2020,OAF,DPT,28.615860627245596,27.945813517082968,0.0012087633490892827
Q07666,Randles_2021,Glomerular,KHDRBS1,13.054404516831411,13.228700304622132,0.9846458520422735
Q07666,Randles_2021,Tubulointerstitial,KHDRBS1,13.322051790494571,13.592348455958708,0.9846458520422735
Q07797,Schuler_2021,Skeletal_muscle_Gastrocnemius,Lgals3bp,14.16656861021587,14.270802877409519,0.00584578625822289
Q07797,Schuler_2021,Skeletal_muscle_Soleus,Lgals3bp,14.956904949714284,14.880652167428567,0.00584578625822289
Q07797,Schuler_2021,Skeletal_muscle_TA,Lgals3bp,15.145914762552556,15.126380063255265,0.00584578625822289
Q07890,Randles_2021,Glomerular,SOS2,13.054404516831411,13.228700304622132,0.9846458520422735
Q07890,Randles_2021,Tubulointerstitial,SOS2,13.322051790494571,13.592348455958708,0.9846458520422735
Q07912,Randles_2021,Glomerular,TNK2,13.054404516831411,13.228700304622132,0.9846458520422735
Q07912,Randles_2021,Tubulointerstitial,TNK2,13.322051790494571,13.592348455958708,0.9846458520422735
Q07955,Randles_2021,Glomerular,SRSF1,13.054404516831411,13.228700304622132,0.9846458520422735
Q07955,Randles_2021,Tubulointerstitial,SRSF1,13.322051790494571,13.592348455958708,0.9846458520422735
Q07960,Randles_2021,Glomerular,ARHGAP1,13.054404516831411,13.228700304622132,0.9846458520422735
Q07960,Randles_2021,Tubulointerstitial,ARHGAP1,13.322051790494571,13.592348455958708,0.9846458520422735
Q07968,Angelidis_2019,Lung,,,29.476609785628018,0.6013124840883277
Q07968,Santinha_2024_Mouse_DT,Decellularized_Tissue,F13b,16.654249647035684,16.81949976298391,0.6013124840883277
Q07968,Santinha_2024_Mouse_NT,Native_Tissue,F13b,15.319198015192645,15.55411428127372,0.6013124840883277
Q07968,Schuler_2021,Skeletal_muscle_Gastrocnemius,F13b,14.16656861021587,14.270802877409519,0.6013124840883277
Q07968,Schuler_2021,Skeletal_muscle_Soleus,F13b,14.956904949714284,14.880652167428567,0.6013124840883277
Q07973,Randles_2021,Glomerular,CYP24A1,13.054404516831411,13.228700304622132,0.9846458520422735
Q07973,Randles_2021,Tubulointerstitial,CYP24A1,13.322051790494571,13.592348455958708,0.9846458520422735
Q08188,LiDermis_2021,Skin dermis,TGM3,9.661009976068373,10.121803706833997,-0.4998619361082371
Q08188,Randles_2021,Glomerular,TGM3,13.054404516831411,13.228700304622132,-0.4998619361082371
Q08188,Randles_2021,Tubulointerstitial,TGM3,13.322051790494571,13.592348455958708,-0.4998619361082371
Q08188,Santinha_2024_Human,Native_Tissue,TGM3,15.319198015192645,15.55411428127372,-0.4998619361082371
Q08188,Tam_2020,OAF,TGM3,28.615860627245596,,-0.4998619361082371
Q08211,Randles_2021,Glomerular,DHX9,13.054404516831411,13.228700304622132,0.9846458520422735
Q08211,Randles_2021,Tubulointerstitial,DHX9,13.322051790494571,13.592348455958708,0.9846458520422735
Q08257,Randles_2021,Glomerular,CRYZ,13.054404516831411,13.228700304622132,0.9846458520422735
Q08257,Randles_2021,Tubulointerstitial,CRYZ,13.322051790494571,13.592348455958708,0.9846458520422735
Q08379,Randles_2021,Glomerular,GOLGA2,13.054404516831411,13.228700304622132,0.9846458520422735
Q08379,Randles_2021,Tubulointerstitial,GOLGA2,13.322051790494571,13.592348455958708,0.9846458520422735
Q08380,Randles_2021,Glomerular,LGALS3BP,13.054404516831411,13.228700304622132,0.9846458520422735
Q08380,Randles_2021,Tubulointerstitial,LGALS3BP,13.322051790494571,13.592348455958708,0.9846458520422735
Q08397,LiDermis_2021,Skin dermis,LOXL1,9.661009976068373,10.121803706833997,0.0886956079444501
Q08397,Santinha_2024_Human,Native_Tissue,LOXL1,15.319198015192645,15.55411428127372,0.0886956079444501
Q08426,Randles_2021,Glomerular,EHHADH,13.054404516831411,13.228700304622132,0.9846458520422735
Q08426,Randles_2021,Tubulointerstitial,EHHADH,13.322051790494571,13.592348455958708,0.9846458520422735
Q08431,LiDermis_2021,Skin dermis,MFGE8,9.661009976068373,10.121803706833997,-5.767546020061641e-05
Q08431,Randles_2021,Glomerular,MFGE8,13.054404516831411,13.228700304622132,-5.767546020061641e-05
Q08431,Randles_2021,Tubulointerstitial,MFGE8,13.322051790494571,13.592348455958708,-5.767546020061641e-05
Q08431,Santinha_2024_Human,Native_Tissue,MFGE8,15.319198015192645,15.55411428127372,-5.767546020061641e-05
Q08431,Tam_2020,IAF,MFGE8,28.814746572327024,28.608295923423434,-5.767546020061641e-05
Q08431,Tam_2020,NP,MFGE8,29.02678353994492,28.759537454545445,-5.767546020061641e-05
Q08431,Tam_2020,OAF,MFGE8,28.615860627245596,27.945813517082968,-5.767546020061641e-05
Q08481,Schuler_2021,Skeletal_muscle_EDL,Pecam1,14.154230064000005,14.13381148366907,-0.0059992136010749994
Q08481,Schuler_2021,Skeletal_muscle_Gastrocnemius,Pecam1,14.16656861021587,14.270802877409519,-0.0059992136010749994
Q08481,Schuler_2021,Skeletal_muscle_Soleus,Pecam1,14.956904949714284,14.880652167428567,-0.0059992136010749994
Q08481,Schuler_2021,Skeletal_muscle_TA,Pecam1,15.145914762552556,15.126380063255265,-0.0059992136010749994
