Extraction_Method,Protein_Symbol,Gene_Symbol,Score,Mass,Num_Significant_Matches,Num_Significant_Sequences,Num_Unique_Sequences,Protein_Name
PBS,LEG1_MOUSE,LEG1,1078,15198,78,6,6,Galectin-1
PBS,LETM1_MOUSE,LETM1,221,83621,21,6,6,Mitochondrial proton/calcium exchanger protein
PBS,LGUL_MOUSE,LGUL,2103,20967,98,6,6,Lactoylglutathione lyase
PBS,LLPH_MOUSE,LLPH,26,15495,1,1,1,Protein LLP homolog
PBS,LMAN1_MOUSE,LMAN1,18,58038,2,2,2,Protein ERGIC-53
PBS,LMCD1_MOUSE,LMCD1,38,42167,3,3,3,LIM and cysteine-rich domains protein 1
PBS,LMNA_MOUSE,LMNA,10322,74478,508,37,35,Prelamin-A/C
PBS,LMNB1_MOUSE,LMNB1,1179,66973,89,11,8,Lamin-B1
PBS,LMNB2_MOUSE,LMNB2,416,67391,42,9,6,Lamin-B2
PBS,LMOD3_MOUSE,LMOD3,91,65762,5,1,1,Leiomodin-3
PBS,LNEBL_MOUSE,LNEBL,22,31492,1,1,1,LIM zinc-binding domain-containing Nebulette
PBS,LNP_MOUSE,LNP,100,47755,6,1,1,Endoplasmic reticulum junction formation protein lunapark
PBS,LONM_MOUSE,LONM,269,106347,24,9,9,"Lon protease homolog, mitochondrial"
PBS,LPPRC_MOUSE,LPPRC,1895,157770,115,14,14,"Leucine-rich PPR motif-containing protein, mitochondrial"
PBS,LRBA_MOUSE,LRBA,32,319828,4,1,1,Lipopolysaccharide-responsive and beige-like anchor protein
PBS,LRC20_MOUSE,LRC20,121,20910,12,2,2,Leucine-rich repeat-containing protein 20
PBS,LRC39_MOUSE,LRC39,23,39321,2,1,1,Leucine-rich repeat-containing protein 39
PBS,LRC8C_MOUSE,LRC8C,25,93338,1,1,1,Volume-regulated anion channel subunit LRRC8C
PBS,LRRK1_MOUSE,LRRK1,18,228405,1,1,1,Leucine-rich repeat serine/threonine-protein kinase 1
PBS,LUM_MOUSE,LUM,6121,38640,335,12,12,Lumican
PBS,LX12E_MOUSE,LX12E,32,76092,1,1,1,"Arachidonate 12-lipoxygenase, epidermal-type"
PBS,LY6C1_MOUSE,LY6C1,32,14867,2,1,1,Lymphocyte antigen 6C1
PBS,LYAG_MOUSE,LYAG,52,106921,2,1,1,Lysosomal alpha-glucosidase
PBS,LYPA1_MOUSE,LYPA1,24,25014,2,2,2,Acyl-protein thioesterase 1
PBS,LZTL1_MOUSE,LZTL1,19,34809,1,1,1,Leucine zipper transcription factor-like protein 1
PBS,M2OM_MOUSE,M2OM,7520,34304,347,15,15,Mitochondrial 2-oxoglutarate/malate carrier protein
PBS,M4K4_MOUSE,M4K4,22,141257,1,1,1,Mitogen-activated protein kinase kinase kinase kinase 4
PBS,MAAI_MOUSE,MAAI,36,24431,1,1,1,Maleylacetoacetate isomerase
PBS,MACD1_MOUSE,MACD1,6182,35843,211,10,10,O-acetyl-ADP-ribose deacetylase MACROD1
PBS,MACF1_MOUSE,MACF1,45,836893,7,2,2,Microtubule-actin cross-linking factor 1
PBS,MAON_MOUSE,MAON,1156,67683,42,3,3,"NADP-dependent malic enzyme, mitochondrial"
PBS,MAOX_MOUSE,MAOX,487,64540,32,7,7,NADP-dependent malic enzyme
PBS,MAP1B_MOUSE,MAP1B,25,271343,1,1,1,Microtubule-associated protein 1B
PBS,MAP1S_MOUSE,MAP1S,33,103902,1,1,1,Microtubule-associated protein 1S
PBS,MAVS_MOUSE,MAVS,56,53822,6,3,3,Mitochondrial antiviral-signaling protein
PBS,MBB1A_MOUSE,MBB1A,19,152854,1,1,1,Myb-binding protein 1A
PBS,MBP_MOUSE,MBP,1518,27151,112,6,6,Myelin basic protein
PBS,MCA3_MOUSE,MCA3,30,19903,1,1,1,Eukaryotic translation elongation factor 1 epsilon-1
PBS,MCAF2_MOUSE,MCAF2,33,51513,2,1,1,Activating transcription factor 7-interacting protein 2
PBS,MCAT_MOUSE,MCAT,236,33347,21,4,4,Mitochondrial carnitine/acylcarnitine carrier protein
PBS,MCCA_MOUSE,MCCA,74,79692,5,2,2,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"
PBS,MCCB_MOUSE,MCCB,174,61910,10,2,2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
PBS,MCM5_MOUSE,MCM5,41,83145,7,1,1,DNA replication licensing factor MCM5
PBS,MCPT4_MOUSE,MCPT4,287,27528,24,5,5,Mast cell protease 4
PBS,MCTS1_MOUSE,MCTS1,29,20770,1,1,1,Malignant T-cell-amplified sequence 1
PBS,MCU_MOUSE,MCU,238,39999,16,4,4,"Calcium uniporter protein, mitochondrial"
PBS,MDHC_MOUSE,MDHC,10504,36659,422,15,15,"Malate dehydrogenase, cytoplasmic"
PBS,MDHM_MOUSE,MDHM,34989,36045,1280,19,19,"Malate dehydrogenase, mitochondrial"
PBS,MECR_MOUSE,MECR,27,40545,2,2,2,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial"
PBS,MED25_MOUSE,MED25,28,78577,4,1,1,Mediator of RNA polymerase II transcription subunit 25
PBS,MET15_MOUSE,MET15,17,45482,1,1,1,Probable methyltransferase-like protein 15
PBS,MFAP4_MOUSE,MFAP4,94,29261,4,2,2,Microfibril-associated glycoprotein 4
PBS,MFGM_MOUSE,MFGM,23,52348,1,1,1,Lactadherin
PBS,MFN2_MOUSE,MFN2,19,86874,1,1,1,Mitofusin-2
PBS,MGDP1_MOUSE,MGDP1,38,18628,2,2,2,Magnesium-dependent phosphatase 1
PBS,MGLL_MOUSE,MGLL,53,33708,2,1,1,Monoglyceride lipase
PBS,MGST3_MOUSE,MGST3,1857,17118,43,4,4,Microsomal glutathione S-transferase 3
PBS,MIC10_MOUSE,MIC10,18,8675,1,1,1,MIC complex subunit Mic10
PBS,MIC13_MOUSE,MIC13,1465,13422,43,1,1,MIC complex subunit MIC13
PBS,MIC19_MOUSE,MIC19,2834,26546,118,11,11,MIC complex subunit Mic19
PBS,MIC26_MOUSE,MIC26,553,22704,41,5,5,MIC complex subunit Mic26
PBS,MIC27_MOUSE,MIC27,118,29356,9,3,3,MIC complex subunit Mic27
PBS,MIC60_MOUSE,MIC60,7864,84247,414,35,35,MIC complex subunit Mic60
PBS,MICU3_MOUSE,MICU3,31,60058,2,1,1,"Calcium uptake protein 3, mitochondrial"
PBS,MID49_MOUSE,MID49,26,50049,1,1,1,Mitochondrial dynamics protein MID49
PBS,MIF_MOUSE,MIF,657,12667,44,2,2,Macrophage migration inhibitory factor
PBS,MIME_MOUSE,MIME,7233,34333,213,10,10,Mimecan
PBS,MK01_MOUSE,MK01,106,41648,10,2,2,Mitogen-activated protein kinase 1
PBS,ML12B_MOUSE,ML12B,22,19824,1,1,1,Myosin regulatory light chain 12B
PBS,MLIP_MOUSE,MLIP,64,29505,2,1,1,Muscular LMNA-interacting protein
PBS,MLP3A_MOUSE,MLP3A,52,14320,4,1,1,Microtubule-associated proteins 1A/1B light chain 3A
PBS,MLRS_MOUSE,MLRS,72232,19057,3037,22,22,"Myosin regulatory light chain 2, skeletal muscle isoform"
PBS,MLRV_MOUSE,MLRV,5204,18852,300,13,13,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform"
PBS,MMP17_MOUSE,MMP17,29,64635,1,1,1,Matrix metalloproteinase-17
PBS,MMP20_MOUSE,MMP20,31,54510,4,1,1,Matrix metalloproteinase-20
PBS,MMSA_MOUSE,MMSA,1148,58335,78,12,12,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
PBS,MOAP1_MOUSE,MOAP1,26,39664,1,1,1,Modulator of apoptosis 1
PBS,MOT1_MOUSE,MOT1,24,53860,1,1,1,Monocarboxylate transporter 1
PBS,MOT4_MOUSE,MOT4,80,50968,6,2,2,Monocarboxylate transporter 4
PBS,MP2K3_MOUSE,MP2K3,31,39613,1,1,1,Dual specificity mitogen-activated protein kinase kinase 3
PBS,MP2K4_MOUSE,MP2K4,45,44542,1,1,1,Dual specificity mitogen-activated protein kinase kinase 4
PBS,MPC1_MOUSE,MPC1,2327,12617,91,3,3,Mitochondrial pyruvate carrier 1
PBS,MPC2_MOUSE,MPC2,408,14334,28,4,4,Mitochondrial pyruvate carrier 2
PBS,MPCP_MOUSE,MPCP,7131,40063,353,16,16,"Phosphate carrier protein, mitochondrial"
PBS,MPI_MOUSE,MPI,18,47229,1,1,1,Mannose-6-phosphate isomerase
PBS,MPPA_MOUSE,MPPA,1215,58755,24,1,1,Mitochondrial-processing peptidase subunit alpha
PBS,MPPB_MOUSE,MPPB,350,55378,22,2,1,Mitochondrial-processing peptidase subunit beta
PBS,MRAP2_MOUSE,MRAP2,18,23778,2,1,1,Melanocortin-2 receptor accessory protein 2
PBS,MRGB3_MOUSE,MRGB3,62,36341,7,1,1,Mas-related G-protein coupled receptor member B3
PBS,MSPD1_MOUSE,MSPD1,28,24401,3,2,2,Motile sperm domain-containing protein 1
PBS,MTAP2_MOUSE,MTAP2,23,199409,1,1,1,Microtubule-associated protein 2
PBS,MTCH2_MOUSE,MTCH2,1188,34104,90,7,7,Mitochondrial carrier homolog 2
PBS,MTFP1_MOUSE,MTFP1,403,18360,22,2,2,Mitochondrial fission process protein 1
PBS,MTMR9_MOUSE,MTMR9,26,63609,1,1,1,Myotubularin-related protein 9
PBS,MTX1_MOUSE,MTX1,99,35886,8,1,1,Metaxin-1
PBS,MTX2_MOUSE,MTX2,134,30081,8,3,3,Metaxin-2
PBS,MUG1_MOUSE,MUG1,57,166618,4,1,1,Murinoglobulin-1
PBS,MVP_MOUSE,MVP,236,96150,17,8,8,Major vault protein
PBS,MY18A_MOUSE,MY18A,510,233637,32,6,6,Unconventional myosin-XVIIIa
PBS,MYBPH_MOUSE,MYBPH,14113,53065,582,19,19,Myosin-binding protein H
PBS,MYBPP_MOUSE,MYBPP,99,106785,13,1,1,MYCBP-associated protein
PBS,MYG_MOUSE,MYG,23310,17116,937,15,15,Myoglobin
PBS,MYH1_MOUSE,MYH1,697229,224116,23704,211,47,Myosin-1
PBS,MYH10_MOUSE,MYH10,4791,229824,231,4,1,Myosin-10
PBS,MYH11_MOUSE,MYH11,5088,227743,252,4,1,Myosin-11
PBS,MYH3_MOUSE,MYH3,212948,224736,8638,86,12,Myosin-3
PBS,MYH4_MOUSE,MYH4,1449536,223632,43466,241,72,Myosin-4
PBS,MYH7_MOUSE,MYH7,257369,223539,9252,151,97,Myosin-7
PBS,MYH7B_MOUSE,MYH7B,32339,222501,1298,25,8,Myosin-7B
PBS,MYH8_MOUSE,MYH8,578992,223653,19275,153,14,Myosin-8
PBS,MYH9_MOUSE,MYH9,6058,227429,303,12,8,Myosin-9
PBS,MYL1_MOUSE,MYL1,82533,20695,2754,22,18,"Myosin light chain 1/3, skeletal muscle isoform"
PBS,MYL3_MOUSE,MYL3,31631,22521,1151,17,13,Myosin light chain 3
PBS,MYL4_MOUSE,MYL4,4099,21260,127,3,1,Myosin light chain 4
PBS,MYL6B_MOUSE,MYL6B,589,22849,33,7,7,Myosin light chain 6B
PBS,MYL9_MOUSE,MYL9,20,19898,1,1,1,Myosin regulatory light polypeptide 9
PBS,MYLK2_MOUSE,MYLK2,385,66633,48,11,11,"Myosin light chain kinase 2, skeletal/cardiac muscle"
PBS,MYO1C_MOUSE,MYO1C,218,122723,9,2,2,Unconventional myosin-Ic
PBS,MYOC_MOUSE,MYOC,84,55622,6,3,3,Myocilin
PBS,MYOM1_MOUSE,MYOM1,110842,186546,4933,112,112,Myomesin-1
PBS,MYOM3_MOUSE,MYOM3,12940,162761,563,57,57,Myomesin-3
PBS,MYOTI_MOUSE,MYOTI,11916,55738,761,28,28,Myotilin
PBS,MYOZ1_MOUSE,MYOZ1,25659,31438,960,16,16,Myozenin-1
PBS,MYOZ2_MOUSE,MYOZ2,1355,29800,95,9,9,Myozenin-2
PBS,MYOZ3_MOUSE,MYOZ3,4982,27022,181,10,10,Myozenin-3
PBS,MYP0_MOUSE,MYP0,4989,27775,225,8,8,Myelin protein P0
PBS,MYPC2_MOUSE,MYPC2,145775,128128,5614,94,94,"Myosin-binding protein C, fast-type"
PBS,MYPN_MOUSE,MYPN,1394,145222,102,16,15,Myopalladin
PBS,MYPT2_MOUSE,MYPT2,26,109326,4,1,1,Protein phosphatase 1 regulatory subunit 12B
PBS,NACAM_MOUSE,NACAM,3244,221277,217,38,38,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
PBS,NAGAB_MOUSE,NAGAB,25,47717,2,2,2,Alpha-N-acetylgalactosaminidase
PBS,NAR1_MOUSE,NAR1,876,36331,25,2,2,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1
PBS,NAR3_MOUSE,NAR3,371,42330,23,6,6,Ecto-ADP-ribosyltransferase 3
PBS,NB5R1_MOUSE,NB5R1,386,34284,31,7,7,NADH-cytochrome b5 reductase 1
PBS,NB5R3_MOUSE,NB5R3,1085,34334,72,11,11,NADH-cytochrome b5 reductase 3
PBS,NCAM1_MOUSE,NCAM1,22,120152,2,1,1,Neural cell adhesion molecule 1
PBS,NCKP1_MOUSE,NCKP1,19,130012,2,1,1,Nck-associated protein 1
PBS,NCLN_MOUSE,NCLN,189,63097,10,1,1,Nicalin
PBS,NDE1_MOUSE,NDE1,72,38556,19,1,1,Nuclear distribution protein nudE homolog 1
PBS,NDF2_MOUSE,NDF2,20,41867,1,1,1,Neurogenic differentiation factor 2
PBS,NDF6_MOUSE,NDF6,18,39075,1,1,1,Neurogenic differentiation factor 6
PBS,NDKB_MOUSE,NDKB,3210,17466,208,8,8,Nucleoside diphosphate kinase B
PBS,NDRG2_MOUSE,NDRG2,4020,41105,192,10,10,Protein NDRG2
PBS,NDUA1_MOUSE,NDUA1,205,8190,8,1,1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
PBS,NDUA2_MOUSE,NDUA2,436,11023,26,5,5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
PBS,NDUA3_MOUSE,NDUA3,25,9325,1,1,1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3
PBS,NDUA4_MOUSE,NDUA4,5550,9321,249,8,8,Cytochrome c oxidase subunit NDUFA4
PBS,NDUA5_MOUSE,NDUA5,1978,13408,94,4,4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
PBS,NDUA6_MOUSE,NDUA6,3172,15273,143,3,3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
PBS,NDUA7_MOUSE,NDUA7,380,12625,24,2,2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7
PBS,NDUA8_MOUSE,NDUA8,2894,20435,168,11,11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
PBS,NDUA9_MOUSE,NDUA9,8176,42612,305,18,18,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"
PBS,NDUAA_MOUSE,NDUAA,9724,40863,412,18,18,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial"
PBS,NDUAB_MOUSE,NDUAB,223,15258,19,3,3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11
PBS,NDUAC_MOUSE,NDUAC,1463,17133,89,5,5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
PBS,NDUAD_MOUSE,NDUAD,802,16849,36,4,4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
PBS,NDUB1_MOUSE,NDUB1,930,7007,63,3,3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1
PBS,NDUB2_MOUSE,NDUB2,28,12017,3,2,2,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial"
PBS,NDUB3_MOUSE,NDUB3,54,11685,7,3,3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
PBS,NDUB4_MOUSE,NDUB4,1276,15072,59,5,5,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4
PBS,NDUB5_MOUSE,NDUB5,1318,21753,73,6,6,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"
PBS,NDUB6_MOUSE,NDUB6,346,15505,40,5,5,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6
PBS,NDUB7_MOUSE,NDUB7,755,16548,68,5,5,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
PBS,NDUB8_MOUSE,NDUB8,1124,21919,53,3,3,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"
PBS,NDUB9_MOUSE,NDUB9,642,22255,87,5,5,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
PBS,NDUBA_MOUSE,NDUBA,3892,21296,220,11,11,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
PBS,NDUBB_MOUSE,NDUBB,317,17490,25,1,1,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"
PBS,NDUC2_MOUSE,NDUC2,1039,14211,70,4,4,NADH dehydrogenase [ubiquinone] 1 subunit C2
PBS,NDUF4_MOUSE,NDUF4,46,20070,1,1,1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4
PBS,NDUS1_MOUSE,NDUS1,15866,80752,712,36,36,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
PBS,NDUS2_MOUSE,NDUS2,4497,52991,245,16,16,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"
PBS,NDUS3_MOUSE,NDUS3,10391,30302,315,15,15,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
PBS,NDUS4_MOUSE,NDUS4,374,19829,30,6,6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
PBS,NDUS5_MOUSE,NDUS5,1006,12867,35,3,3,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5
PBS,NDUS6_MOUSE,NDUS6,119,13183,11,3,3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"
PBS,NDUS7_MOUSE,NDUS7,3331,24952,118,5,5,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"
PBS,NDUS8_MOUSE,NDUS8,2685,24479,120,7,7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
PBS,NDUV1_MOUSE,NDUV1,7657,51486,405,21,21,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
PBS,NDUV2_MOUSE,NDUV2,1720,27610,90,6,6,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
PBS,NEBL_MOUSE,NEBL,37,52339,3,1,1,Nebulette
PBS,NEDD8_MOUSE,NEDD8,298,8967,14,1,1,NEDD8
PBS,NEMO_MOUSE,NEMO,32,48455,4,1,1,NF-kappa-B essential modulator
PBS,NEXN_MOUSE,NEXN,87,72349,5,2,2,Nexilin
PBS,NFH_MOUSE,NFH,1188,117209,73,9,7,Neurofilament heavy polypeptide
PBS,NFL_MOUSE,NFL,3040,61528,198,22,19,Neurofilament light polypeptide
PBS,NFM_MOUSE,NFM,1937,95973,121,20,17,Neurofilament medium polypeptide
PBS,NID1_MOUSE,NID1,8272,139302,393,29,28,Nidogen-1
PBS,NID2_MOUSE,NID2,389,156610,34,9,8,Nidogen-2
PBS,NIPS2_MOUSE,NIPS2,2405,33083,144,11,11,Protein NipSnap homolog 2
PBS,NLRP6_MOUSE,NLRP6,174,98766,17,1,1,"NACHT, LRR and PYD domains-containing protein 6"
PBS,NLRX1_MOUSE,NLRX1,63,108789,5,1,1,NLR family member X1
PBS,NLTP_MOUSE,NLTP,21,59715,1,1,1,Non-specific lipid-transfer protein
PBS,NNTM_MOUSE,NNTM,1593,114449,106,18,18,"NAD(P) transhydrogenase, mitochondrial"
PBS,NOL3_MOUSE,NOL3,177,24781,9,2,2,Nucleolar protein 3
PBS,NOMO1_MOUSE,NOMO1,20,134362,1,1,1,Nodal modulator 1
PBS,NONO_MOUSE,NONO,35,54620,4,2,2,Non-POU domain-containing octamer-binding protein
PBS,NP1L4_MOUSE,NP1L4,322,42824,20,2,2,Nucleosome assembly protein 1-like 4
PBS,NPM_MOUSE,NPM,73,32711,3,1,1,Nucleophosmin
PBS,NPTN_MOUSE,NPTN,64,44688,5,2,2,Neuroplastin
PBS,NSF_MOUSE,NSF,75,83131,3,1,1,Vesicle-fusing ATPase
PBS,NSF1C_MOUSE,NSF1C,28,40685,2,1,1,NSFL1 cofactor p47
PBS,NTF2_MOUSE,NTF2,18,14640,1,1,1,Nuclear transport factor 2
PBS,NTPCR_MOUSE,NTPCR,19,20825,1,1,1,Cancer-related nucleoside-triphosphatase homolog
PBS,NTRK1_MOUSE,NTRK1,23,88880,2,1,1,High affinity nerve growth factor receptor
PBS,NU1M_MOUSE,NU1M,64,36092,6,1,1,NADH-ubiquinone oxidoreductase chain 1
PBS,NU3M_MOUSE,NU3M,18,13267,1,1,1,NADH-ubiquinone oxidoreductase chain 3
PBS,NU4M_MOUSE,NU4M,670,52018,39,4,4,NADH-ubiquinone oxidoreductase chain 4
PBS,NU5M_MOUSE,NU5M,765,68771,30,2,2,NADH-ubiquinone oxidoreductase chain 5
PBS,NUCB2_MOUSE,NUCB2,31,50387,1,1,1,Nucleobindin-2
PBS,NUCG_MOUSE,NUCG,48,32285,2,2,2,"Endonuclease G, mitochondrial"
PBS,NUCL_MOUSE,NUCL,319,76734,25,4,4,Nucleolin
PBS,NUDT6_MOUSE,NUDT6,34,35517,1,1,1,Nucleoside diphosphate-linked moiety X motif 6
PBS,OAT_MOUSE,OAT,266,48723,13,5,5,"Ornithine aminotransferase, mitochondrial"
PBS,OBSCN_MOUSE,OBSCN,33569,979281,1892,167,167,Obscurin
PBS,OCAD2_MOUSE,OCAD2,958,17257,28,2,2,OCIA domain-containing protein 2
PBS,ODB2_MOUSE,ODB2,57,53555,4,1,1,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial"
PBS,ODBB_MOUSE,ODBB,31,43651,1,1,1,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial"
PBS,ODO1_MOUSE,ODO1,21503,117572,1015,49,49,"2-oxoglutarate dehydrogenase, mitochondrial"
PBS,ODO2_MOUSE,ODO2,7312,49306,306,11,11,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"
PBS,ODP2_MOUSE,ODP2,11838,68469,548,22,22,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"
PBS,ODPA_MOUSE,ODPA,14732,43888,565,23,23,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
PBS,ODPB_MOUSE,ODPB,12166,39254,576,14,14,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
PBS,ODPX_MOUSE,ODPX,1198,54250,69,7,7,"Pyruvate dehydrogenase protein X component, mitochondrial"
PBS,OLA1_MOUSE,OLA1,1254,44929,40,2,2,Obg-like ATPase 1
PBS,OPA1_MOUSE,OPA1,367,111783,23,8,8,"Dynamin-like 120 kDa protein, mitochondrial"
PBS,OPA3_MOUSE,OPA3,167,20382,17,2,2,Optic atrophy 3 protein homolog
PBS,ORN_MOUSE,ORN,20,26950,1,1,1,"Oligoribonuclease, mitochondrial"
PBS,OST48_MOUSE,OST48,277,49225,25,2,2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
PBS,OTUB1_MOUSE,OTUB1,70,31478,3,1,1,Ubiquitin thioesterase OTUB1
PBS,OXSR1_MOUSE,OXSR1,160,58462,15,3,3,Serine/threonine-protein kinase R1
PBS,PA2G4_MOUSE,PA2G4,30,44013,1,1,1,Proliferation-associated protein 2G4
PBS,PABP1_MOUSE,PABP1,369,70854,19,2,2,Polyadenylate-binding protein 1
PBS,PACN3_MOUSE,PACN3,1702,48897,94,7,7,Protein kinase C and casein kinase II substrate protein 3
PBS,PADI2_MOUSE,PADI2,778,76942,53,7,7,Protein-arginine deiminase type-2
PBS,PAIRB_MOUSE,PAIRB,61,44801,2,1,1,Plasminogen activator inhibitor 1 RNA-binding protein
PBS,PALLD_MOUSE,PALLD,58,153576,4,2,1,Palladin
PBS,PAR3L_MOUSE,PAR3L,26,133268,1,1,1,Partitioning defective 3 homolog B
PBS,PARD3_MOUSE,PARD3,18,149668,2,1,1,Partitioning defective 3 homolog
PBS,PARK7_MOUSE,PARK7,3874,20236,188,12,12,Protein/nucleic acid deglycase DJ-1
PBS,PARP9_MOUSE,PARP9,81,97566,24,2,2,Poly [ADP-ribose] polymerase 9
PBS,PARVB_MOUSE,PARVB,149,41700,12,1,1,Beta-parvin
PBS,PBIP1_MOUSE,PBIP1,5943,81514,257,18,18,Pre-B-cell leukemia transcription factor-interacting protein 1
PBS,PCBP1_MOUSE,PCBP1,230,37987,13,5,4,Poly(rC)-binding protein 1
PBS,PCBP2_MOUSE,PCBP2,198,38597,11,3,2,Poly(rC)-binding protein 2
PBS,PCCA_MOUSE,PCCA,66,80498,5,3,3,"Propionyl-CoA carboxylase alpha chain, mitochondrial"
PBS,PCCB_MOUSE,PCCB,397,58999,19,3,3,"Propionyl-CoA carboxylase beta chain, mitochondrial"
PBS,PDIA1_MOUSE,PDIA1,5074,57422,237,20,20,Protein disulfide-isomerase
PBS,PDIA3_MOUSE,PDIA3,353,57099,24,6,6,Protein disulfide-isomerase A3
PBS,PDIA6_MOUSE,PDIA6,98,48469,9,3,3,Protein disulfide-isomerase A6
PBS,PDK2_MOUSE,PDK2,976,46239,42,5,5,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial"
PBS,PDK4_MOUSE,PDK4,451,46909,21,4,4,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial"
PBS,PDLI1_MOUSE,PDLI1,24,36208,1,1,1,PDZ and LIM domain protein 1
PBS,PDLI3_MOUSE,PDLI3,6888,34734,262,10,10,PDZ and LIM domain protein 3
PBS,PDLI5_MOUSE,PDLI5,9413,64514,381,9,9,PDZ and LIM domain protein 5
PBS,PDLI7_MOUSE,PDLI7,5054,51170,180,7,7,PDZ and LIM domain protein 7
PBS,PDP1_MOUSE,PDP1,167,61712,15,5,5,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial"
PBS,PDPR_MOUSE,PDPR,357,100079,21,2,2,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial"
PBS,PEBP1_MOUSE,PEBP1,1344,20988,65,6,6,Phosphatidylethanolamine-binding protein 1
PBS,PEDF_MOUSE,PEDF,141,46262,7,2,2,Pigment epithelium-derived factor
PBS,PEPD_MOUSE,PEPD,27,55962,1,1,1,Xaa-Pro dipeptidase
PBS,PERI_MOUSE,PERI,1371,54349,98,8,4,Peripherin
PBS,PFKAM_MOUSE,PFKAM,55700,86070,2121,41,41,"ATP-dependent 6-phosphofructokinase, muscle type"
PBS,PGAM1_MOUSE,PGAM1,2243,28928,93,5,1,Phosphoglycerate mutase 1
PBS,PGAM2_MOUSE,PGAM2,23967,28980,1044,19,15,Phosphoglycerate mutase 2
PBS,PGBM_MOUSE,PGBM,5679,407847,300,40,40,Basement membrane-specific heparan sulfate proteoglycan core protein
PBS,PGES2_MOUSE,PGES2,336,43581,14,2,2,Prostaglandin E synthase 2
PBS,PGFS_MOUSE,PGFS,27,22055,2,2,2,Prostamide/prostaglandin F synthase
PBS,PGK1_MOUSE,PGK1,19748,44921,811,28,28,Phosphoglycerate kinase 1
PBS,PGM1_MOUSE,PGM1,24936,61665,1103,35,35,Phosphoglucomutase-1
