Protein,RF_Importance,LGB_Importance,SHAP_RF,SHAP_LGB,SHAP_NN,Consensus_Score
S100B,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,0.0,0.0,0.0,0.0,0.0,0.0
SCYL1,0.0,0.0,0.0,0.0,0.0,0.0
TGFB2,0.0,0.0,0.0,0.0,0.0,0.0
S100A1;S100A1,0.0,0.0,0.0,0.0,0.0,0.0
Thbs2,0.0,0.0,0.0,0.0,0.0,0.0
TGM1,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF12,0.0,0.0,0.0,0.0,0.0,0.0
TNFSFM13;TNFSF13,0.0,0.0,0.0,0.0,0.0,0.0
TNN,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA3G,0.0,0.0,0.0,0.0,0.0,0.0
Podn,0.0,0.0,0.0,0.0,0.0,0.0
TRY10,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA3K,0.0,0.0,0.0,0.0,0.0,0.0
Serpinb9,0.0,0.0,0.0,0.0,0.0,0.0
TSKU,0.0,0.0,0.0,0.0,0.0,0.0
Plxna4,0.0,0.0,0.0,0.0,0.0,0.0
Plxna2,0.0,0.0,0.0,0.0,0.0,0.0
Plxna1,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA3N,0.0,0.0,0.0,0.0,0.0,0.0
Sdc3,0.0,0.0,0.0,0.0,0.0,0.0
TSPEAR,0.0,0.0,0.0,0.0,0.0,0.0
Sema4a,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA1D,0.0,0.0,0.0,0.0,0.0,0.0
Ptn,0.0,0.0,0.0,0.0,0.0,0.0
REG4,0.0,0.0,0.0,0.0,0.0,0.0
TGM5,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,0.0,0.0,0.0,0.0,0.0,0.0
Sema5b,0.0,0.0,0.0,0.0,0.0,0.0
Sema4f,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA12,0.0,0.0,0.0,0.0,0.0,0.0
Rif1,0.0,0.0,0.0,0.0,0.0,0.0
TIMP2,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA1C,0.0,0.0,0.0,0.0,0.0,0.0
TIMP3,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA1A,0.0,0.0,0.0,0.0,0.0,0.0
REG3A,0.0,0.0,0.0,0.0,0.0,0.0
REG1A;REG1B,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA1B,0.0,0.0,0.0,0.0,0.0,0.0
TNC,0.0,0.0,0.0,0.0,0.0,0.0
SFTPC,0.0,0.0,0.0,0.0,0.0,0.0
KNG2,0.0,0.0,0.0,0.0,0.0,0.0
PLOD2,0.0,0.0,0.0,0.0,0.0,0.0
CTGF,0.0,0.0,0.0,0.0,0.0,0.0
CPAMD8,0.0,0.0,0.0,0.0,0.0,0.0
CRELD1,0.0,0.0,0.0,0.0,0.0,0.0
CRLF1,0.0,0.0,0.0,0.0,0.0,0.0
CRLF3,0.0,0.0,0.0,0.0,0.0,0.0
CST12,0.0,0.0,0.0,0.0,0.0,0.0
CSTA,0.0,0.0,0.0,0.0,0.0,0.0
CTSA,0.0,0.0,0.0,0.0,0.0,0.0
COLQ,0.0,0.0,0.0,0.0,0.0,0.0
CTSH,0.0,0.0,0.0,0.0,0.0,0.0
CTSS,0.0,0.0,0.0,0.0,0.0,0.0
CTSV,0.0,0.0,0.0,0.0,0.0,0.0
CXCL10,0.0,0.0,0.0,0.0,0.0,0.0
CXCL15,0.0,0.0,0.0,0.0,0.0,0.0
CYR61,0.0,0.0,0.0,0.0,0.0,0.0
COMP,0.0,0.0,0.0,0.0,0.0,0.0
COL9A3,0.0,0.0,0.0,0.0,0.0,0.0
Cbln1,0.0,0.0,0.0,0.0,0.0,0.0
COL4A3,0.0,0.0,0.0,0.0,0.0,0.0
COL11A2,0.0,0.0,0.0,0.0,0.0,0.0
COL12A1,0.0,0.0,0.0,0.0,0.0,0.0
COL17A1,0.0,0.0,0.0,0.0,0.0,0.0
COL1A2,0.0,0.0,0.0,0.0,0.0,0.0
COL22A1,0.0,0.0,0.0,0.0,0.0,0.0
COL27A1,0.0,0.0,0.0,0.0,0.0,0.0
COL4A4,0.0,0.0,0.0,0.0,0.0,0.0
COL9A2,0.0,0.0,0.0,0.0,0.0,0.0
COL4A6,0.0,0.0,0.0,0.0,0.0,0.0
COL5A1,0.0,0.0,0.0,0.0,0.0,0.0
COL6A4,0.0,0.0,0.0,0.0,0.0,0.0
COL6A6,0.0,0.0,0.0,0.0,0.0,0.0
COL8A2,0.0,0.0,0.0,0.0,0.0,0.0
COL9A1,0.0,0.0,0.0,0.0,0.0,0.0
Cabp1,0.0,0.0,0.0,0.0,0.0,0.0
Cd209d,0.0,0.0,0.0,0.0,0.0,0.0
FAM20C,0.0,0.0,0.0,0.0,0.0,0.0
Efemp1,0.0,0.0,0.0,0.0,0.0,0.0
EFEMP1,0.0,0.0,0.0,0.0,0.0,0.0
EFEMP2,0.0,0.0,0.0,0.0,0.0,0.0
EGLN1,0.0,0.0,0.0,0.0,0.0,0.0
ELN,0.0,0.0,0.0,0.0,0.0,0.0
EPYC,0.0,0.0,0.0,0.0,0.0,0.0
Edil3,0.0,0.0,0.0,0.0,0.0,0.0
Efemp2,0.0,0.0,0.0,0.0,0.0,0.0
ECM2,0.0,0.0,0.0,0.0,0.0,0.0
Egfl7,0.0,0.0,0.0,0.0,0.0,0.0
Elfn1,0.0,0.0,0.0,0.0,0.0,0.0
Elfn2,0.0,0.0,0.0,0.0,0.0,0.0
F12,0.0,0.0,0.0,0.0,0.0,0.0
F13B,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0
EDIL3,0.0,0.0,0.0,0.0,0.0,0.0
EBI3,0.0,0.0,0.0,0.0,0.0,0.0
Cilp2,0.0,0.0,0.0,0.0,0.0,0.0
Col4a4,0.0,0.0,0.0,0.0,0.0,0.0
Clec10a,0.0,0.0,0.0,0.0,0.0,0.0
Clec1a,0.0,0.0,0.0,0.0,0.0,0.0
Clec2l,0.0,0.0,0.0,0.0,0.0,0.0
Col11a1,0.0,0.0,0.0,0.0,0.0,0.0
Col11a2,0.0,0.0,0.0,0.0,0.0,0.0
Col4a3,0.0,0.0,0.0,0.0,0.0,0.0
Col4a5,0.0,0.0,0.0,0.0,0.0,0.0
Dpt,0.0,0.0,0.0,0.0,0.0,0.0
Col6a3,0.0,0.0,0.0,0.0,0.0,0.0
Col8a2,0.0,0.0,0.0,0.0,0.0,0.0
Creld2,0.0,0.0,0.0,0.0,0.0,0.0
Crlf3,0.0,0.0,0.0,0.0,0.0,0.0
Cxcl12,0.0,0.0,0.0,0.0,0.0,0.0
DSP,0.0,0.0,0.0,0.0,0.0,0.0
COL11A1,0.0,0.0,0.0,0.0,0.0,0.0
CLGN,0.0,0.0,0.0,0.0,0.0,0.0
CLEC3B,0.0,0.0,0.0,0.0,0.0,0.0
Adam17,0.0,0.0,0.0,0.0,0.0,0.0
ANXA4,0.0,0.0,0.0,0.0,0.0,0.0
ANXA8L2;ANXA8,0.0,0.0,0.0,0.0,0.0,0.0
ANXA9,0.0,0.0,0.0,0.0,0.0,0.0
ARG1,0.0,0.0,0.0,0.0,0.0,0.0
ASTL,0.0,0.0,0.0,0.0,0.0,0.0
Acan,0.0,0.0,0.0,0.0,0.0,0.0
Adam22,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL7,0.0,0.0,0.0,0.0,0.0,0.0
Adamtsl4,0.0,0.0,0.0,0.0,0.0,0.0
Agrn,0.0,0.0,0.0,0.0,0.0,0.0
Ambp,0.0,0.0,0.0,0.0,0.0,0.0
Angptl1,0.0,0.0,0.0,0.0,0.0,0.0
Anxa4,0.0,0.0,0.0,0.0,0.0,0.0
Anxa6,0.0,0.0,0.0,0.0,0.0,0.0
ANXA1,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL6,0.0,0.0,0.0,0.0,0.0,0.0
CLEC3A,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS4,0.0,0.0,0.0,0.0,0.0,0.0
A2ML1,0.0,0.0,0.0,0.0,0.0,0.0
ADAM15,0.0,0.0,0.0,0.0,0.0,0.0
ADAM17,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS1,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS16,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS2,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS5,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL5,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTSL1,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTSL3,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTSL4,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL1,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL3,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL4,0.0,0.0,0.0,0.0,0.0,0.0
BMP1,0.0,0.0,0.0,0.0,0.0,0.0
BMP3,0.0,0.0,0.0,0.0,0.0,0.0
BMP5,0.0,0.0,0.0,0.0,0.0,0.0
CHADL,0.0,0.0,0.0,0.0,0.0,0.0
CCL21,0.0,0.0,0.0,0.0,0.0,0.0
CCL21C;CCL21B;CCL21A,0.0,0.0,0.0,0.0,0.0,0.0
CCL28,0.0,0.0,0.0,0.0,0.0,0.0
CD109,0.0,0.0,0.0,0.0,0.0,0.0
CD209,0.0,0.0,0.0,0.0,0.0,0.0
CHAD,0.0,0.0,0.0,0.0,0.0,0.0
CHRDL1,0.0,0.0,0.0,0.0,0.0,0.0
BMP6,0.0,0.0,0.0,0.0,0.0,0.0
CHRDL2,0.0,0.0,0.0,0.0,0.0,0.0
CLC,0.0,0.0,0.0,0.0,0.0,0.0
CLEC10A,0.0,0.0,0.0,0.0,0.0,0.0
CLEC11A,0.0,0.0,0.0,0.0,0.0,0.0
CLEC14A,0.0,0.0,0.0,0.0,0.0,0.0
CLEC1A,0.0,0.0,0.0,0.0,0.0,0.0
CCL16,0.0,0.0,0.0,0.0,0.0,0.0
CCL14,0.0,0.0,0.0,0.0,0.0,0.0
C7,0.0,0.0,0.0,0.0,0.0,0.0
C1ql3,0.0,0.0,0.0,0.0,0.0,0.0
C1qb,0.0,0.0,0.0,0.0,0.0,0.0
C1qa,0.0,0.0,0.0,0.0,0.0,0.0
C1QTNF8,0.0,0.0,0.0,0.0,0.0,0.0
C1QTNF7,0.0,0.0,0.0,0.0,0.0,0.0
C1QTNF2,0.0,0.0,0.0,0.0,0.0,0.0
C1QTNF1,0.0,0.0,0.0,0.0,0.0,0.0
C17orf58,0.0,0.0,0.0,0.0,0.0,0.0
C17ORF58,0.0,0.0,0.0,0.0,0.0,0.0
Brinp2,0.0,0.0,0.0,0.0,0.0,0.0
Bdnf,0.0,0.0,0.0,0.0,0.0,0.0
Bcan,0.0,0.0,0.0,0.0,0.0,0.0
BMPER,0.0,0.0,0.0,0.0,0.0,0.0
BMP8A;BMP8B,0.0,0.0,0.0,0.0,0.0,0.0
FAM132A,0.0,0.0,0.0,0.0,0.0,0.0
FBLN2,0.0,0.0,0.0,0.0,0.0,0.0
PLAU,0.0,0.0,0.0,0.0,0.0,0.0
MATN1,0.0,0.0,0.0,0.0,0.0,0.0
Lgi3,0.0,0.0,0.0,0.0,0.0,0.0
Lman1,0.0,0.0,0.0,0.0,0.0,0.0
Loxl1,0.0,0.0,0.0,0.0,0.0,0.0
Ltbp2,0.0,0.0,0.0,0.0,0.0,0.0
MASP1,0.0,0.0,0.0,0.0,0.0,0.0
MASP2,0.0,0.0,0.0,0.0,0.0,0.0
MATN3,0.0,0.0,0.0,0.0,0.0,0.0
Lgi1,0.0,0.0,0.0,0.0,0.0,0.0
MATN4,0.0,0.0,0.0,0.0,0.0,0.0
MEGF6,0.0,0.0,0.0,0.0,0.0,0.0
MFAP1,0.0,0.0,0.0,0.0,0.0,0.0
MGP,0.0,0.0,0.0,0.0,0.0,0.0
MIF,0.0,0.0,0.0,0.0,0.0,0.0
MMP1,0.0,0.0,0.0,0.0,0.0,0.0
Lgi2,0.0,0.0,0.0,0.0,0.0,0.0
Lgalsl,0.0,0.0,0.0,0.0,0.0,0.0
MMP13,0.0,0.0,0.0,0.0,0.0,0.0
LGI4,0.0,0.0,0.0,0.0,0.0,0.0
LEFTY2;LEFTY1,0.0,0.0,0.0,0.0,0.0,0.0
LEP,0.0,0.0,0.0,0.0,0.0,0.0
LEPRE1,0.0,0.0,0.0,0.0,0.0,0.0
LEPREL2,0.0,0.0,0.0,0.0,0.0,0.0
LGALS2,0.0,0.0,0.0,0.0,0.0,0.0
LGALSL,0.0,0.0,0.0,0.0,0.0,0.0
LOXL1,0.0,0.0,0.0,0.0,0.0,0.0
Lgals9,0.0,0.0,0.0,0.0,0.0,0.0
LOXL2,0.0,0.0,0.0,0.0,0.0,0.0
LOXL4,0.0,0.0,0.0,0.0,0.0,0.0
LPA,0.0,0.0,0.0,0.0,0.0,0.0
Lama1,0.0,0.0,0.0,0.0,0.0,0.0
Lamc1,0.0,0.0,0.0,0.0,0.0,0.0
Lgals3,0.0,0.0,0.0,0.0,0.0,0.0
MMP12,0.0,0.0,0.0,0.0,0.0,0.0
MMP14,0.0,0.0,0.0,0.0,0.0,0.0
FBN3,0.0,0.0,0.0,0.0,0.0,0.0
PCOLCE2,0.0,0.0,0.0,0.0,0.0,0.0
Ntn1,0.0,0.0,0.0,0.0,0.0,0.0
Ogfod1,0.0,0.0,0.0,0.0,0.0,0.0
P3h1,0.0,0.0,0.0,0.0,0.0,0.0
PAMR1,0.0,0.0,0.0,0.0,0.0,0.0
PAPLN,0.0,0.0,0.0,0.0,0.0,0.0
PAPPA,0.0,0.0,0.0,0.0,0.0,0.0
PCSK5,0.0,0.0,0.0,0.0,0.0,0.0
NRP1,0.0,0.0,0.0,0.0,0.0,0.0
PCSK6,0.0,0.0,0.0,0.0,0.0,0.0
PDGFC,0.0,0.0,0.0,0.0,0.0,0.0
PDGFD,0.0,0.0,0.0,0.0,0.0,0.0
PF4,0.0,0.0,0.0,0.0,0.0,0.0
PF4;PF4V1,0.0,0.0,0.0,0.0,0.0,0.0
PLAT,0.0,0.0,0.0,0.0,0.0,0.0
NRP2,0.0,0.0,0.0,0.0,0.0,0.0
NOV,0.0,0.0,0.0,0.0,0.0,0.0
MMP19,0.0,0.0,0.0,0.0,0.0,0.0
Masp2,0.0,0.0,0.0,0.0,0.0,0.0
MMP2,0.0,0.0,0.0,0.0,0.0,0.0
MPI,0.0,0.0,0.0,0.0,0.0,0.0
MST1;MST1L,0.0,0.0,0.0,0.0,0.0,0.0
MUC1,0.0,0.0,0.0,0.0,0.0,0.0
MXRA5,0.0,0.0,0.0,0.0,0.0,0.0
Masp1,0.0,0.0,0.0,0.0,0.0,0.0
Megf6,0.0,0.0,0.0,0.0,0.0,0.0
NGLY1,0.0,0.0,0.0,0.0,0.0,0.0
Megf8,0.0,0.0,0.0,0.0,0.0,0.0
Mfge8,0.0,0.0,0.0,0.0,0.0,0.0
Mgp,0.0,0.0,0.0,0.0,0.0,0.0
Mmp17,0.0,0.0,0.0,0.0,0.0,0.0
Mstn,0.0,0.0,0.0,0.0,0.0,0.0
NGF,0.0,0.0,0.0,0.0,0.0,0.0
LAMC2,0.0,0.0,0.0,0.0,0.0,0.0
LAMC1,0.0,0.0,0.0,0.0,0.0,0.0
LAMB4,0.0,0.0,0.0,0.0,0.0,0.0
HCFC2,0.0,0.0,0.0,0.0,0.0,0.0
GLDN,0.0,0.0,0.0,0.0,0.0,0.0
GPC1,0.0,0.0,0.0,0.0,0.0,0.0
GPC6,0.0,0.0,0.0,0.0,0.0,0.0
GREM1,0.0,0.0,0.0,0.0,0.0,0.0
Gas6,0.0,0.0,0.0,0.0,0.0,0.0
HABP2,0.0,0.0,0.0,0.0,0.0,0.0
HGF,0.0,0.0,0.0,0.0,0.0,0.0
GDF5,0.0,0.0,0.0,0.0,0.0,0.0
HGFAC,0.0,0.0,0.0,0.0,0.0,0.0
HHIP,0.0,0.0,0.0,0.0,0.0,0.0
HMCN1,0.0,0.0,0.0,0.0,0.0,0.0
HMCN2,0.0,0.0,0.0,0.0,0.0,0.0
HSPG2,0.0,0.0,0.0,0.0,0.0,0.0
HTRA1,0.0,0.0,0.0,0.0,0.0,0.0
GDF6,0.0,0.0,0.0,0.0,0.0,0.0
GDF15,0.0,0.0,0.0,0.0,0.0,0.0
LAMB1,0.0,0.0,0.0,0.0,0.0,0.0
FLG,0.0,0.0,0.0,0.0,0.0,0.0
FCN1,0.0,0.0,0.0,0.0,0.0,0.0
FCN3,0.0,0.0,0.0,0.0,0.0,0.0
FGF12,0.0,0.0,0.0,0.0,0.0,0.0
FGFBP2,0.0,0.0,0.0,0.0,0.0,0.0
FGL1,0.0,0.0,0.0,0.0,0.0,0.0
FGL2,0.0,0.0,0.0,0.0,0.0,0.0
FNDC1,0.0,0.0,0.0,0.0,0.0,0.0
Fstl1,0.0,0.0,0.0,0.0,0.0,0.0
FSTL1,0.0,0.0,0.0,0.0,0.0,0.0
FSTL3,0.0,0.0,0.0,0.0,0.0,0.0
Fam20b,0.0,0.0,0.0,0.0,0.0,0.0
Fcn1,0.0,0.0,0.0,0.0,0.0,0.0
Fgf2,0.0,0.0,0.0,0.0,0.0,0.0
Fgl2,0.0,0.0,0.0,0.0,0.0,0.0
HTRA3,0.0,0.0,0.0,0.0,0.0,0.0
HTRA4,0.0,0.0,0.0,0.0,0.0,0.0
HYAL1,0.0,0.0,0.0,0.0,0.0,0.0
Igfbp4,0.0,0.0,0.0,0.0,0.0,0.0
INHBA,0.0,0.0,0.0,0.0,0.0,0.0
INHBE,0.0,0.0,0.0,0.0,0.0,0.0
ISM1,0.0,0.0,0.0,0.0,0.0,0.0
ISM2,0.0,0.0,0.0,0.0,0.0,0.0
ITIH6,0.0,0.0,0.0,0.0,0.0,0.0
Igfals,0.0,0.0,0.0,0.0,0.0,0.0
Igfbp6,0.0,0.0,0.0,0.0,0.0,0.0
HYAL2,0.0,0.0,0.0,0.0,0.0,0.0
Itih2,0.0,0.0,0.0,0.0,0.0,0.0
KCP,0.0,0.0,0.0,0.0,0.0,0.0
KERA,0.0,0.0,0.0,0.0,0.0,0.0
A2M,0.0,0.0,0.0,0.0,0.0,0.0
Kcp,0.0,0.0,0.0,0.0,0.0,0.0
Kera,0.0,0.0,0.0,0.0,0.0,0.0
INHA,0.0,0.0,0.0,0.0,0.0,0.0
IL17D,0.0,0.0,0.0,0.0,0.0,0.0
IL16,0.0,0.0,0.0,0.0,0.0,0.0
IHH,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP7,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP6,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP5,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP4,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP3,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP2,0.0,0.0,0.0,0.0,0.0,0.0
IBSP,0.0,0.0,0.0,0.0,0.0,0.0
Hspg2,0.0,0.0,0.0,0.0,0.0,0.0
Hrg,0.0,0.0,0.0,0.0,0.0,0.0
Hpx,0.0,0.0,0.0,0.0,0.0,0.0
Hmcn1,0.0,0.0,0.0,0.0,0.0,0.0
Hapln2,0.0,0.0,0.0,0.0,0.0,0.0
Habp2,0.0,0.0,0.0,0.0,0.0,0.0
ZP4,0.0,0.0,0.0,0.0,0.0,0.0
