Protein,N_Studies,N_Tissues,Matrisome_Category,Matrisome_Division,Shannon_Entropy,Variance_Entropy_CV,Predictability_Score,Aging_Direction,Entropy_Transition,Mean_Zscore_Delta,N_Observations
Ambp,5,7,ECM Regulators,Matrisome-associated,3.061543940167459,0.30430480611287875,1.0,increase,0.01069594706325988,1.0735254762742323,7
F13b,4,5,ECM Regulators,Matrisome-associated,2.7371722953217485,0.26193763314461205,0.6,decrease,0.19591761185532894,1.0070343763841292,5
Vwf,4,5,ECM Glycoproteins,Core matrisome,2.8415776548411533,0.2831971193069539,0.6,decrease,0.0012810974651935592,-0.12130479564507654,5
Serpina1b,5,9,ECM Regulators,Matrisome-associated,3.687218537025506,0.25758910157089865,0.7777777777777778,increase,0.003830277728305631,0.4696356323840997,9
Bgn,6,10,Proteoglycans,Core matrisome,3.9054639174243078,0.3021410489477319,1.0,increase,0.0010423362327656727,0.5967361170109575,11
Serpinb9b,2,3,ECM Regulators,Matrisome-associated,2.566076592842545,0.00738480594128005,1.0,increase,0.005871834350325635,0.42920656756861636,3
Thbs1,4,4,ECM Glycoproteins,Core matrisome,2.4002821464269966,0.29547467219028706,0.75,increase,0.010715610784968632,0.29758628414934407,4
S100a16,3,4,Secreted Factors,Matrisome-associated,2.747691102460659,0.19451730007494686,0.5,mixed,0.015305729587191064,0.22511771326097352,4
Chad,2,4,Proteoglycans,Core matrisome,2.218776251972316,0.34516043696643844,0.75,decrease,0.03070945301177952,-1.0053814300127413,4
Igfbp7,4,5,ECM Glycoproteins,Core matrisome,3.026198963418538,0.2087537770163695,1.0,decrease,0.007280349280187781,-0.499369835319799,5
Postn,5,8,ECM Glycoproteins,Core matrisome,3.545987244035829,0.3620723419709847,0.6666666666666666,decrease,0.013487052676989686,-0.5411457506656991,9
Col5a2,5,8,Collagens,Core matrisome,3.4700686538926733,0.2805826180433072,0.5,mixed,0.008709124380022915,0.0327938148113906,8
Ctss,4,5,ECM Regulators,Matrisome-associated,3.0125383288466066,0.29793313658303894,1.0,increase,0.015907006064150186,0.8249584082967842,5
Plod1,3,3,ECM Regulators,Matrisome-associated,1.863130954527507,0.24996615830884908,1.0,decrease,0.004847164518772623,-0.6435992631713231,3
Mmp2,3,3,ECM Regulators,Matrisome-associated,1.7458388444017952,0.3183684662929313,1.0,decrease,0.006320839403420819,-0.1424882231952951,3
Slit3,2,2,ECM Glycoproteins,Core matrisome,1.6265008987885088,0.09020950350397171,1.0,decrease,0.0015463114169610992,-0.3753506983197748,2
Pxdn,5,7,ECM Glycoproteins,Core matrisome,3.2500517440657393,0.31747605285462344,0.8571428571428571,decrease,0.018325610971203332,-0.9891444926187368,7
Lama3,4,5,ECM Glycoproteins,Core matrisome,3.153710298254821,0.27915073690122233,0.5,mixed,0.0013258268121797978,-0.03385043347075889,6
S100b,2,3,Secreted Factors,Matrisome-associated,2.2486641394466798,0.12098234322999109,1.0,increase,0.004518747782147989,0.45974684866728377,3
Plg,5,8,ECM Regulators,Matrisome-associated,3.4106599254849677,0.2794453921678893,0.625,increase,0.004480569960488012,0.08159737808643835,8
F13a1,5,9,ECM Regulators,Matrisome-associated,3.6526384869955306,0.2779045446860394,0.6666666666666666,decrease,0.014631851926455108,-0.24720300093791764,9
Wnt4,2,2,Secreted Factors,Matrisome-associated,1.498811629374644,0.27507885848568964,1.0,increase,0.03696199037141956,1.0258027097164713,2
Serpine2,5,9,ECM Regulators,Matrisome-associated,3.451425676142351,0.3257641911260499,0.7777777777777778,increase,0.004388203233616439,0.2043903440550573,9
Prg2,2,3,Proteoglycans,Core matrisome,3.942068334012767,0.1522838223533593,0.6666666666666666,increase,0.0039833469437969005,0.16306617872583756,9
Ctsz,5,9,ECM Regulators,Matrisome-associated,3.7065564554502926,0.28406587468661726,0.5555555555555556,increase,0.002342211253493154,0.11861076251556886,9
Sparc,5,9,ECM Glycoproteins,Core matrisome,3.666188370782437,0.3199333645414641,0.8888888888888888,decrease,0.019677543639817774,-1.0243999552660155,9
Lama2,6,10,ECM Glycoproteins,Core matrisome,3.7250280415268535,0.3190791314023209,0.5,mixed,0.008865511079035993,0.036874305567191866,10
P4ha1,3,4,ECM Regulators,Matrisome-associated,2.749233283605214,0.1558553071345065,1.0,decrease,0.0022502401611830536,-0.4426960669019274,4
Col12a1,5,9,Collagens,Core matrisome,3.59014434975511,0.3090829503397222,0.6666666666666666,increase,0.002917776357576285,0.42388901193999323,9
Serpinb6a,6,10,ECM Regulators,Matrisome-associated,3.746424991516483,0.30670581654416706,0.8,increase,0.014960216698980344,0.6672043002207609,10
Lama5,6,10,ECM Glycoproteins,Core matrisome,3.7629794850687563,0.38474897857693174,0.8,increase,0.002683864324818208,0.41342271663083024,10
Hcfc1,5,6,Secreted Factors,Matrisome-associated,3.2999194389152926,0.23283950258855463,0.8333333333333334,decrease,0.0038515650497439047,-0.28281258829827355,6
Serpinf2,5,8,ECM Regulators,Matrisome-associated,3.3785724753820197,0.2650351534204771,0.625,increase,0.007895716304420375,0.2425644511946584,8
Lamb2,6,10,ECM Glycoproteins,Core matrisome,3.685243777280306,0.36305111594711503,1.0,increase,0.0028400126453703156,0.5250820233067846,10
Pcolce,5,8,ECM Glycoproteins,Core matrisome,3.489089161945298,0.25792518754479155,0.875,decrease,0.027707940356144795,-1.9387699744207272,8
Ecm1,5,8,ECM Glycoproteins,Core matrisome,3.390604727279403,0.32021690196688,0.75,decrease,0.000447290925624122,-0.19460647207416115,8
Fbn1,5,8,ECM Glycoproteins,Core matrisome,3.318494945550017,0.33575553450763695,0.625,decrease,0.0002757406368570914,-0.2674247844540447,8
Itih2,5,6,ECM Regulators,Matrisome-associated,3.227402940879221,0.17718992871367273,0.6666666666666666,increase,0.007749976249991908,0.7167602350421474,6
A2m,2,3,ECM Regulators,Matrisome-associated,2.2379633367324336,0.14639125590905464,1.0,increase,0.0017557650510603706,1.0819594399865347,3
Ogn,5,8,Proteoglycans,Core matrisome,3.356912770642179,0.29898913405458866,0.625,increase,0.0032963602735811004,0.15835913428918968,8
Vcan,5,6,Proteoglycans,Core matrisome,3.1197963921213385,0.23706328698686566,0.6666666666666666,increase,0.004149098856495059,0.02295306376238888,6
Sema3c,2,4,ECM-affiliated Proteins,Matrisome-associated,2.2492027929636587,0.3824897066660012,1.0,increase,0.010428399029831337,1.118024967221209,4
Fstl1,2,3,Secreted Factors,Matrisome-associated,2.4761712601984316,0.02891370440231335,0.6666666666666666,decrease,0.0023568965835308354,-0.4297672403133909,3
Cstb,5,9,ECM Regulators,Matrisome-associated,3.518977608566247,0.3641950527060957,0.5555555555555556,increase,0.012286270034628621,0.4363320616480055,9
Col4a5,2,2,Collagens,Core matrisome,1.5369748700922559,0.11888131948338627,1.0,increase,0.007301567647379478,0.26629104645807133,2
Aebp1,3,5,ECM Glycoproteins,Core matrisome,2.671639932826852,0.2949492911308434,0.8,increase,0.0016666847617958225,0.2270921433057127,5
Cilp,2,2,ECM Glycoproteins,Core matrisome,1.2949732550477357,0.25391820660480297,0.5,mixed,0.2733616402696417,-2.161245338017798,2
Podn,2,3,Proteoglycans,Core matrisome,1.8152697080311768,0.37822412695919766,1.0,decrease,0.003751396654683381,-0.2439569595606648,3
Adamtsl4,3,3,ECM Regulators,Matrisome-associated,1.9017877554148301,0.24841259993952647,1.0,decrease,0.24443152590631223,-2.200776849154454,3
Tnc,4,8,ECM Glycoproteins,Core matrisome,3.7400605107125866,0.29364505481200204,0.7777777777777778,decrease,0.0017963595027478685,-0.7162475815410873,9
Itih5,6,9,ECM Regulators,Matrisome-associated,3.7144549751041587,0.2674324002080983,0.5555555555555556,decrease,0.0008524922871965268,-0.03740416762687701,9
Adamtsl1,2,2,ECM Regulators,Matrisome-associated,1.3747389344712067,0.29286077885080375,0.5,mixed,0.002416327968192522,-0.0014652833168314963,2
Efemp1,5,7,ECM Glycoproteins,Core matrisome,3.2140193866669917,0.3100190662992648,0.7142857142857143,decrease,0.019592832305555252,-0.4168294321683277,7
Adipoq,3,6,ECM Glycoproteins,Core matrisome,2.9202623026344177,0.30047000374738797,1.0,decrease,0.006695907874674223,-0.3154157038676924,6
Clec1a,2,2,ECM-affiliated Proteins,Matrisome-associated,1.443743641616178,0.21577603460637654,0.5,mixed,0.0005703617767226776,-0.004181395863026405,2
Col6a6,5,8,Collagens,Core matrisome,3.5041733378098483,0.24214389258032087,0.625,decrease,0.02892495487679908,-0.1072649330184065,8
Prelp,6,10,Proteoglycans,Core matrisome,3.7562390642811594,0.2893889201772465,0.8,increase,0.004446034914401764,0.23917707071065736,10
Ltbp1,5,6,ECM Glycoproteins,Core matrisome,2.9251415936125285,0.35342436006542804,0.5,mixed,0.0018268235311508785,-0.17796432016958552,6
Plxnb1,4,5,ECM-affiliated Proteins,Matrisome-associated,3.0346709604622366,0.22980827178135538,0.6,decrease,0.006984336742656527,0.04246535185490771,5
Fgb,6,10,ECM Glycoproteins,Core matrisome,3.7875731832831945,0.32612878533052464,0.6,increase,0.007236949782021329,0.04804072534674626,10
Emilin2,4,4,ECM Glycoproteins,Core matrisome,2.5147671209389197,0.26682816575728324,1.0,decrease,0.0009097039818957708,-0.5087177297527141,4
Colec12,4,4,ECM-affiliated Proteins,Matrisome-associated,2.4900827365065012,0.22268674801060928,0.75,decrease,0.0011995909674941407,-0.2259227086932108,4
Srpx2,2,2,ECM Glycoproteins,Core matrisome,1.495622043756313,0.1929598887442235,1.0,increase,0.008115809921717898,0.1158939108425327,2
Vwa1,6,10,ECM Glycoproteins,Core matrisome,3.822104801322469,0.3058823803147141,0.7,increase,0.002552472995360211,0.1094334334490823,10
Vwa9,2,2,ECM Glycoproteins,Core matrisome,1.4477195686303361,0.3668696544476072,0.5,mixed,0.05121506914338014,-1.1739038838755163,2
Pcolce2,2,2,ECM Glycoproteins,Core matrisome,1.4508363318072235,0.24231552310853252,1.0,increase,0.0016871844863627083,0.4896213746512889,2
Spon1,4,5,ECM Glycoproteins,Core matrisome,3.0666035079556773,0.2266026245976189,0.6,decrease,0.004517918967716861,-0.12518938577165023,5
Fgg,6,10,ECM Glycoproteins,Core matrisome,3.834931786423029,0.2826516191106245,0.5,mixed,0.010336714598165209,0.6306733990900165,10
Lgalsl,3,4,ECM-affiliated Proteins,Matrisome-associated,2.7142918730615295,0.13850907846454208,0.5,mixed,0.001298158029270885,-0.03382607488083918,4
Mgp,2,2,ECM Glycoproteins,Core matrisome,1.349525244705627,0.3455717871146177,0.5,mixed,0.012094005427606747,0.11021887260907523,2
Cspg4,4,5,ECM-affiliated Proteins,Matrisome-associated,3.0617230841372045,0.18468935324208463,1.0,decrease,0.0023757922654710495,-0.4780146265813066,5
Npnt,2,2,ECM Glycoproteins,Core matrisome,1.3559753230350102,0.30872793879261856,0.5,mixed,0.01367399123087959,0.14888521696465834,2
Masp2,2,2,ECM Regulators,Matrisome-associated,1.9937451876101187,0.006655951321065726,1.0,increase,4.194744295012067e-05,0.02028063752683125,2
Serpina6,3,5,ECM Regulators,Matrisome-associated,2.8470958806334052,0.24563272563616936,0.6,decrease,0.00898923674875532,0.13078524407659115,5
Hpx,4,7,ECM-affiliated Proteins,Matrisome-associated,3.127892887499304,0.3163581541943288,1.0,increase,0.015907689792776347,0.5717938628962703,7
Chrdl1,2,3,Secreted Factors,Matrisome-associated,3.0972618372074168,0.07681841783955294,0.6,decrease,0.0008894445620206831,-0.6778853223213492,5
Emilin1,5,6,ECM Glycoproteins,Core matrisome,2.964907335944057,0.3457422130110388,1.0,decrease,0.004448026916974324,-0.3551557910740682,6
Vwa5a,5,6,ECM Glycoproteins,Core matrisome,3.270209683460221,0.21005490743778307,0.6666666666666666,decrease,0.007127284170092674,-0.1982504571616698,6
Creld2,3,4,ECM Glycoproteins,Core matrisome,2.774116680078609,0.11264678985333816,0.75,decrease,0.0037861608324838703,-0.18269678778079318,4
Lman1,4,5,ECM-affiliated Proteins,Matrisome-associated,3.0074784694147407,0.1294098270097718,0.8,decrease,0.0027505960408073515,-0.27927057499221547,5
Serpinb1a,6,10,ECM Regulators,Matrisome-associated,3.704443483646256,0.3371790985946336,0.6,decrease,0.007347207131079281,0.07959033787904465,10
Mfap4,4,4,ECM Glycoproteins,Core matrisome,2.449124301668388,0.3890048097044632,0.5,mixed,0.009680394307523321,0.1906889386135118,4
Ctsa,3,4,ECM Regulators,Matrisome-associated,2.781506207129503,0.10745737573473742,0.5,mixed,0.0025918643307864114,0.08617754160052869,4
S100a1,3,4,Secreted Factors,Matrisome-associated,2.6961352396634766,0.24115891355320782,0.75,increase,0.001049967722194095,0.2847241448400665,4
Plxdc2,4,5,ECM-affiliated Proteins,Matrisome-associated,3.0081204551041165,0.2400726386296402,0.6,decrease,0.004331381996206557,-0.2521753738876362,5
Papln,4,5,ECM Glycoproteins,Core matrisome,2.6373591083375243,0.3687834263411373,0.6,increase,0.00012483475491531504,0.2893562150951062,5
Eln,4,6,ECM Glycoproteins,Core matrisome,3.086284819196197,0.34227005870707833,0.6666666666666666,decrease,0.02407653680134081,-1.282423983188581,6
Ngly1,5,6,ECM Regulators,Matrisome-associated,3.163664850677945,0.22770734524290884,0.8333333333333334,decrease,0.0015052656322125935,-0.15233597947402586,6
Lgals8,3,3,ECM-affiliated Proteins,Matrisome-associated,1.8998176683334618,0.235128077447493,0.6666666666666666,decrease,0.0005116119926887874,-0.2741751744317127,3
Tgm1,2,2,ECM Regulators,Matrisome-associated,1.4519180183390379,0.20471290481061738,1.0,decrease,0.0035518508136363203,-0.10546896644568446,2
Hapln1,2,3,Proteoglycans,Core matrisome,2.3583466083841467,0.08120682582115754,0.6666666666666666,increase,0.019150167550945285,0.28121470265446796,3
Sema7a,3,4,ECM-affiliated Proteins,Matrisome-associated,2.7490409814989203,0.13684169085119322,0.75,decrease,0.00358275548940834,-0.22218330376375783,4
Egfl7,2,2,Secreted Factors,Matrisome-associated,1.426321107447291,0.23679783470669183,1.0,increase,0.003163914811438434,0.24216253462766452,2
Col4a4,2,2,Collagens,Core matrisome,1.3872306919959552,0.29968491120553276,1.0,increase,0.00029142573416435225,0.5832703641165882,2
Col4a3,3,3,Collagens,Core matrisome,1.7935997536557624,0.34442161509093633,1.0,increase,0.005211067295020799,1.1227177808031379,3
Dpt,5,8,ECM Glycoproteins,Core matrisome,3.5008114601424998,0.28694391266153996,0.625,increase,0.009480101894970006,0.23544787797770728,8
Angptl2,4,4,Secreted Factors,Matrisome-associated,2.6104042998003374,0.27076357471099843,1.0,increase,0.004577383472409102,1.3434952624884187,4
Plod3,3,3,ECM Regulators,Matrisome-associated,2.0140071589104496,0.2466239681132998,0.6666666666666666,decrease,0.006019905062590314,-0.38414578895634427,3
Htra1,5,6,ECM Regulators,Matrisome-associated,3.1047584011970435,0.22397860158582175,0.8333333333333334,increase,0.011477617670367812,1.1203795356915698,6
Fbln5,6,9,ECM Glycoproteins,Core matrisome,3.622017667381869,0.32646949691467747,1.0,decrease,0.01967052795967089,-1.4342810127681973,9
Adam17,4,4,ECM Regulators,Matrisome-associated,2.4224373190467436,0.3301952074897873,0.5,mixed,0.01097982707252343,0.08655787323376672,4
Crlf3,3,4,Secreted Factors,Matrisome-associated,2.7434653649540834,0.15950400135697537,0.75,increase,0.0006332362838023797,-0.019907251706201473,4
Matn2,4,5,ECM Glycoproteins,Core matrisome,2.975940004193988,0.13319289202931409,0.8,decrease,0.0026056562721597787,-0.4098534320242971,5
Adam9,4,5,ECM Regulators,Matrisome-associated,2.9928076360937137,0.27303605347058607,0.6,decrease,0.0009272099141844348,-0.08585295807595475,5
P3h1,2,2,ECM Regulators,Matrisome-associated,1.8004922079992285,0.07594848881941209,1.0,decrease,0.019467193745402595,-0.954789382442482,2
Clec10a,2,2,ECM-affiliated Proteins,Matrisome-associated,1.9338706894096207,0.031760953879442645,1.0,increase,0.0014019875513653808,0.3524555415020009,2
Efemp2,2,2,ECM Glycoproteins,Core matrisome,1.6419943504717254,0.14966326452099135,1.0,decrease,0.006034276981609493,-0.2331992010035836,2
Fcna,2,2,ECM-affiliated Proteins,Matrisome-associated,1.7593468457502905,0.07586292545651262,0.5,mixed,0.04352399821981021,1.1548217221959673,2
Serpina3k,4,5,ECM Regulators,Matrisome-associated,2.7757765645543353,0.2673556494325022,0.8,decrease,0.012892679705391874,-0.19153338098268996,5
C1qb,4,5,ECM-affiliated Proteins,Matrisome-associated,2.7519169539142574,0.2908041712182521,0.8,increase,0.003834039332278938,0.511052923402865,5
Col2a1,3,6,Collagens,Core matrisome,3.3436051514497303,0.10261632737053246,0.6666666666666666,increase,0.007276101878137667,0.17167969695051885,6
Mbl2,4,6,ECM-affiliated Proteins,Matrisome-associated,3.3034200166406715,0.14475389174731965,0.6666666666666666,decrease,0.028382560707009924,-0.0903838292621828,6
Col11a1,2,3,Collagens,Core matrisome,2.279911179899526,0.1310415326332701,1.0,decrease,0.015299847771536798,-1.0844346843182715,3
Fbn2,3,6,ECM Glycoproteins,Core matrisome,3.4393035162801446,0.1273646324631275,0.8333333333333334,decrease,0.013499849549358595,-1.977226903703846,6
Gas6,2,2,ECM Glycoproteins,Core matrisome,1.9717952617522623,0.018722442866921873,0.5,mixed,0.017897654071990947,0.40338490545023825,2
Sfrp1,2,2,Secreted Factors,Matrisome-associated,1.9671276585903459,0.021095198443273334,0.5,mixed,0.013580380422412316,0.47857763519112506,2
Gpc1,5,9,ECM-affiliated Proteins,Matrisome-associated,3.539761072081976,0.31247741255600436,0.6666666666666666,decrease,0.007839945483922306,0.021874904438981983,9
Ctsf,5,7,ECM Regulators,Matrisome-associated,3.467810764906103,0.19662579775731334,0.8571428571428571,increase,0.035812960871351635,1.8069586799945832,7
Thbs4,4,8,ECM Glycoproteins,Core matrisome,3.5065157814192918,0.2109076870242707,0.5,mixed,0.0007689472510874207,-0.03260966554480678,8
Cd109,2,2,ECM Regulators,Matrisome-associated,1.4466128984798712,0.29666170936332315,0.5,mixed,0.019723989868966507,-0.41729164207333386,2
Hmcn2,3,5,ECM Glycoproteins,Core matrisome,2.8197297915459205,0.26586472823991125,0.8,decrease,0.0029318226601006137,-0.33034459071610167,5
Cpn2,2,3,ECM Regulators,Matrisome-associated,2.3934244000021025,0.08013374523050494,0.6666666666666666,decrease,0.01038275541632594,0.031691508219840264,3
Serpina10,2,2,ECM Regulators,Matrisome-associated,1.8653512116811937,0.05748611868820637,1.0,increase,0.01853406617842742,0.16664806372934085,2
C1qtnf9,2,4,ECM-affiliated Proteins,Matrisome-associated,2.9354005502802183,0.03457351347435391,0.75,increase,0.013926279223935821,-0.05504598430147958,4
Pzp,3,6,ECM Regulators,Matrisome-associated,3.5023398240165435,0.04852027185353231,0.6666666666666666,increase,0.007505348093076784,0.17356588923634284,6
Lgi1,2,3,ECM Glycoproteins,Core matrisome,2.1533324169430577,0.3240536905007361,0.6666666666666666,decrease,0.001928025458090732,-0.2639043840153517,3
Smoc2,2,4,ECM Glycoproteins,Core matrisome,2.8273123868187984,0.0871076370663036,0.75,increase,0.05794418881681431,2.3013965911967067,4
C1qa,2,3,ECM-affiliated Proteins,Matrisome-associated,2.185196023881226,0.29584409411252904,0.6666666666666666,increase,0.018901695605804014,0.8231760080552796,3
Fgf13,4,4,Secreted Factors,Matrisome-associated,2.6542172667273154,0.18462328618146126,0.5,mixed,0.007766115184855704,-0.3281650940695986,4
Dspp,3,4,ECM Glycoproteins,Core matrisome,2.6238184861939375,0.18669636101418025,0.75,decrease,0.005907242290818571,-0.4973313047138722,4
Igf2,2,3,Secreted Factors,Matrisome-associated,2.248404161179525,0.1308797539018084,1.0,decrease,0.0001251726358283689,-0.292101742645236,3
Plxnd1,3,4,ECM-affiliated Proteins,Matrisome-associated,2.5708750069266464,0.23366852268340899,1.0,decrease,0.0009154902197595349,-0.4050683613018826,4
Agt,2,3,ECM Regulators,Matrisome-associated,2.241868071586709,0.20536400625069573,0.6666666666666666,decrease,0.007590821633353784,-0.16625048873916348,3
Sema4b,2,3,ECM-affiliated Proteins,Matrisome-associated,2.2701698821626985,0.1353683844214914,1.0,decrease,0.0020639400782696826,-0.31629483843930206,3
Egln1,3,4,ECM Regulators,Matrisome-associated,2.5808554865001794,0.18345427692268212,1.0,decrease,0.0002842964773786538,-0.4037542350982092,4
Sema3b,2,2,ECM-affiliated Proteins,Matrisome-associated,1.8535638177936296,0.05218697074821763,1.0,decrease,0.004300141176819601,-0.34771588999433456,2
Fgl2,2,2,ECM Glycoproteins,Core matrisome,1.9211759880400479,0.031965047707244724,1.0,decrease,0.00964285322585946,-0.8280283250009143,2
LOXL1,2,2,ECM Regulators,Matrisome-associated,1.4936543432984222,0.5478621695385137,0.5,mixed,0.0004335171061953247,0.2751789638039226,2
S100A7,3,3,Secreted Factors,Matrisome-associated,2.2754807346321795,0.44270391018281924,0.6666666666666666,decrease,0.036297309907888486,-0.1701891470387933,3
SERPINB3,2,2,ECM Regulators,Matrisome-associated,1.724543819837197,0.4278321654080396,0.5,mixed,0.6521260478497788,0.24467044089710907,2
CSTA,2,3,ECM Regulators,Matrisome-associated,2.467070946790188,0.0656762544187311,1.0,decrease,0.010976043804422617,-0.4432930720633242,3
GDF15,2,3,Secreted Factors,Matrisome-associated,3.2033023396517266,0.12564879585836802,0.8,increase,0.09186919005877436,0.9449377427093768,5
NGLY1,2,2,ECM Regulators,Matrisome-associated,1.7138922756136687,0.4512603544137185,0.5,mixed,0.7044085424164399,0.010605171773438005,2
LGALS8,2,3,ECM-affiliated Proteins,Matrisome-associated,2.3716373189517905,0.09216240797580928,0.6666666666666666,decrease,0.013622739828450636,-0.283454414324582,3
SERPINB12,3,4,ECM Regulators,Matrisome-associated,2.8705329291200545,0.2712135796365613,0.75,decrease,0.3536640825125087,-0.4366909088299417,4
COL21A1,3,4,Collagens,Core matrisome,2.7201271819802844,0.43888602707914853,1.0,decrease,0.016105718890842113,-0.6527780504120997,4
LAMB4,2,3,ECM Glycoproteins,Core matrisome,2.198069303806432,0.5005803828896271,0.6666666666666666,decrease,0.0061166133038912385,0.0065160850746451325,3
GPC4,2,3,ECM-affiliated Proteins,Matrisome-associated,2.415755268644187,0.31735998989384984,1.0,increase,0.42747224034788234,0.8382627298297495,3
TGM1,2,3,ECM Regulators,Matrisome-associated,2.4074889309584164,0.34782015484751655,0.6666666666666666,increase,0.45607942756680486,0.12365529399152259,3
COL4A5,2,3,Collagens,Core matrisome,3.2021703050362507,0.28883671273717426,0.8,decrease,0.3493603723345303,0.03191503576744803,5
MFAP5,2,3,ECM Glycoproteins,Core matrisome,2.239813110116502,0.4229306292558221,0.6666666666666666,increase,0.029025933504467027,0.39647191753939826,3
COL4A6,2,3,Collagens,Core matrisome,3.1015410369372107,0.3839085107283783,1.0,decrease,0.04001312682998853,-0.9307816322289097,5
LAMA3,2,3,ECM Glycoproteins,Core matrisome,2.2088211117787213,0.49451507693505997,1.0,decrease,0.014836772780191243,-0.22099679329241803,3
FREM1,2,3,ECM-affiliated Proteins,Matrisome-associated,2.402154200061565,0.36371494131485954,0.6666666666666666,increase,0.5371768050338507,0.2145848353252907,3
FREM2,2,3,ECM-affiliated Proteins,Matrisome-associated,2.3896440109884125,0.3617401429536902,0.6666666666666666,decrease,0.5161342820278167,-0.20460871215901077,3
FRAS1,2,3,ECM Glycoproteins,Core matrisome,2.3879948646116094,0.3764458075958468,0.6666666666666666,decrease,0.5659665149147811,-0.08185497228685057,3
LAMC3,2,3,ECM Glycoproteins,Core matrisome,2.3803682142645037,0.38615936326515016,0.6666666666666666,decrease,0.5890923533999796,0.016380260459886647,3
