Protein,N_Studies,N_Tissues,Matrisome_Category,Matrisome_Division,Shannon_Entropy,Variance_Entropy_CV,Predictability_Score,Aging_Direction,Entropy_Transition,Mean_Zscore_Delta,N_Observations,Shannon_Entropy_Young,Shannon_Entropy_Old,Conditional_Entropy_Delta,Entropy_Cluster
Col6a4,2,2,Collagens,Core matrisome,1.3908638998666298,0.1319085551458542,0.5,mixed,0.17781448877645856,-1.5900299410526155,2,0.5359219147085983,0.9999999999971146,0.46407808528851635,3
Srpx,2,2,ECM Glycoproteins,Core matrisome,1.5706669855391522,0.20897686021119397,1.0,increase,0.023238730117787182,0.8948945866420248,2,0.4691463930262042,0.4829866318199381,0.013840238793733917,2
Col6a5,3,3,Collagens,Core matrisome,2.272773874646535,0.20850095263033983,0.6666666666666666,increase,0.03298979687018902,0.5397036913511525,3,1.2083067328387416,1.229414700086645,0.021107967247903536,3
Mmrn2,5,7,ECM Glycoproteins,Core matrisome,3.433496588272643,0.31858970197890313,0.8571428571428571,decrease,0.004625432000413987,-0.3054434746480406,7,2.4164921414796314,2.423321886888866,0.006829745409234533,4
Aspn,5,8,Proteoglycans,Core matrisome,3.4541788498255803,0.30075191061241235,0.75,increase,0.02507790495263751,1.1094945665905063,8,2.3719975821739023,2.286390275310733,0.08560730686316953,4
Creld1,3,4,ECM Glycoproteins,Core matrisome,2.7215464045937736,0.133759640725913,0.75,decrease,0.002217423340998892,-0.3478449209113613,4,1.7136606320258019,1.7244637252666908,0.010803093240888906,2
Fbln1,5,8,ECM Glycoproteins,Core matrisome,3.3507720423615694,0.28988137486869026,0.75,decrease,0.0031280930384436356,-0.38577894529736945,8,2.332512193245619,2.3463060811632213,0.013793887917602277,4
Mmrn1,3,3,ECM Glycoproteins,Core matrisome,1.770867997493682,0.35199112591755216,0.6666666666666666,increase,0.01209375504646043,0.42861432630461826,3,0.691236190398118,0.7664380506568254,0.07520186025870734,3
Plxnb2,5,6,ECM-affiliated Proteins,Matrisome-associated,3.274556186938297,0.21412805946880611,0.8333333333333334,decrease,0.0003652221971225389,-0.2572427594804253,6,2.2686988439430285,2.272449087620238,0.0037502436772096637,2
Col14a1,4,7,Collagens,Core matrisome,3.2687596811373627,0.34779279216105796,1.0,decrease,0.02294973638011716,-2.6516111811577305,7,2.1417452078160966,2.1549989900313116,0.013253782215215004,2
Hmcn1,2,2,ECM Glycoproteins,Core matrisome,1.3359918749585826,0.39322770590542666,1.0,decrease,0.0050788924519328815,-0.44610175827362364,2,0.31620783426740373,0.3219224271682115,0.00571459290080778,2
Mfap5,3,3,ECM Glycoproteins,Core matrisome,1.8470751895014375,0.3062292765266275,0.6666666666666666,decrease,0.06559962649043838,-0.1322443252383352,3,0.7677389238710812,0.853126857059437,0.0853879331883558,3
Cilp2,3,4,ECM Glycoproteins,Core matrisome,2.250848124697459,0.2773078564921962,0.75,decrease,0.3184862571230778,-2.2288688561591923,4,1.1625961819842316,1.9504996107896906,0.7879034288054589,3
Fga,6,10,ECM Glycoproteins,Core matrisome,3.811763224590488,0.3130294409949987,0.5,mixed,0.009439404597852197,-0.053437073333147046,10,2.7954962775409538,2.79554940495206,5.3127411106412836e-05,3
Itih4,5,8,ECM Regulators,Matrisome-associated,3.4918590949190467,0.2926601657996278,0.75,increase,0.004176535427377892,0.4104434518925762,8,2.4744242481348695,2.4620581310179,0.012366117116969555,4
Itih3,5,9,ECM Regulators,Matrisome-associated,3.574631139153217,0.29394191153252613,1.0,increase,0.015159812174002585,1.034407492226555,9,2.5041235096338186,2.512244659816472,0.00812115018265347,4
Col6a3,3,4,Collagens,Core matrisome,2.680431739073117,0.1733045412163671,0.75,increase,0.004041347488751373,0.24768259907346601,4,1.662732012957683,1.670064066769484,0.007332053811800909,2
Hspg2,5,6,Proteoglycans,Core matrisome,3.2826165003289365,0.3253217003955766,0.7142857142857143,increase,0.00608510840517551,0.2578038420136317,7,2.263315364368463,2.2886832335606155,0.025367869192152614,3
Ltbp4,5,6,ECM Glycoproteins,Core matrisome,3.173419025433475,0.3147745125554611,1.0,decrease,0.0024332214374301886,-1.1586248775202577,6,2.154659517459679,2.146592142952453,0.008067374507226166,2
Col18a1,6,9,Collagens,Core matrisome,3.664529762971409,0.31625930420187903,0.7777777777777778,increase,0.007437861030883508,0.2239023854333428,9,2.664044562082864,2.663302468762496,0.0007420933203676761,4
Matn4,2,3,ECM Glycoproteins,Core matrisome,2.5396894463479196,0.01807397020555755,1.0,decrease,0.010129196269633226,-1.1739911695989254,3,1.5629766228823327,1.5280927004087381,0.03488392247359462,2
Lamc1,5,6,ECM Glycoproteins,Core matrisome,3.3193498411082465,0.3126005602787009,0.5714285714285714,increase,0.0004355476854954743,0.21008853201834674,7,2.3066687455784614,2.3273463021345764,0.02067755655611503,3
Anxa6,5,6,ECM-affiliated Proteins,Matrisome-associated,3.9129803221931305,0.22310353879889483,0.8888888888888888,decrease,0.0005439487917569541,-0.33497757912976883,9,2.9099421233222356,2.8871784970919325,0.022763626230303036,4
Itih1,6,9,ECM Regulators,Matrisome-associated,3.6001696201086917,0.28022607601592353,0.7777777777777778,increase,0.01637814439669988,0.7416895413466553,9,2.5342758640598295,2.5082473719179106,0.026028492141918935,4
Serpina3n,5,6,ECM Regulators,Matrisome-associated,3.229622937566001,0.30628779013723023,1.0,increase,0.0010714231297785926,0.9177994255056658,6,2.2192408501729095,2.2338275786793855,0.014586728506476021,2
Tinagl1,6,10,ECM Glycoproteins,Core matrisome,3.864137141756861,0.36421052230474954,0.5,mixed,0.003598342708291735,0.2580258143596661,10,2.863391677402755,2.8457388776926535,0.017652799710101252,3
Cxcl12,2,2,Secreted Factors,Matrisome-associated,1.4869684935741192,0.2729655313657841,1.0,increase,0.0009158902451605888,1.0549736935774965,2,0.4111543524069879,0.39760965958849626,0.013544692818491633,2
Angpt1,2,2,Secreted Factors,Matrisome-associated,1.47144387437964,0.26079433286960585,1.0,increase,0.005742694353798816,0.4146400709169831,2,0.43678723549508025,0.42530092934168595,0.011486306153394299,2
Lgals9,5,5,ECM-affiliated Proteins,Matrisome-associated,2.6307163424370854,0.33564574318334206,1.0,decrease,0.010615428342802713,-0.7080981290181987,5,1.5723723980868527,1.5784357336696206,0.006063335582767948,2
Kng1,6,10,ECM Regulators,Matrisome-associated,3.760623028792992,0.2865597513310766,0.8,increase,0.007282352663503355,0.5567139886854192,10,2.7498269472422545,2.7256005455169734,0.02422640172528112,4
Serpinb9,3,4,ECM Regulators,Matrisome-associated,2.714518475661017,0.19041133815099812,0.5,mixed,9.784872817486523e-05,-0.11379450189947934,4,1.714077286005269,1.7141469911247786,6.970511950954439e-05,3
Serpinb8,5,6,ECM Regulators,Matrisome-associated,3.8288791525904435,0.26202686516263446,0.5555555555555556,decrease,0.0019619347865290626,-0.07657160372485718,9,2.822216143973557,2.8114857499063617,0.010730394067195448,3
Serpinb6b,2,2,ECM Regulators,Matrisome-associated,1.3822418601527189,0.28736341679239086,1.0,decrease,0.0025106048362267264,-0.200525994565627,2,0.3648835182775253,0.36471002936428076,0.00017348891324453497,2
Ltbp2,2,2,ECM Glycoproteins,Core matrisome,1.3801245399616142,0.3098864008364792,1.0,decrease,0.03938383628000253,-0.5653737184392286,2,0.36603309388654415,0.3986712758037023,0.03263818191715817,2
Ntn1,3,3,ECM Glycoproteins,Core matrisome,1.7212164200099447,0.3256079917699938,0.6666666666666666,increase,0.004732414535063678,-0.12021549323384995,3,0.698125977543465,0.7281656925509505,0.03003971500748559,3
Col15a1,5,8,Collagens,Core matrisome,3.4513409162692925,0.2492409871767655,0.75,decrease,0.011663981737672191,-0.5581864982392135,8,2.4125525532711642,2.40529010551347,0.007262447757694357,4
Tnxb,2,2,ECM Glycoproteins,Core matrisome,1.4667923067467226,0.246662123697844,0.5,mixed,0.030240613230358926,0.6217311587416711,2,0.3752846752551486,0.3950104687202767,0.019725793465128094,3
Adam10,5,7,ECM Regulators,Matrisome-associated,3.4001111552880237,0.27866289530560345,0.8571428571428571,increase,0.0054596398027665916,0.17462933801490715,7,2.4041396921630396,2.392001270719687,0.01213842144335242,4
Anxa3,4,5,ECM-affiliated Proteins,Matrisome-associated,2.963228790082039,0.16788325045910574,0.6,increase,0.009469920085305644,-0.3147180198226109,5,1.985624079037412,1.9289144984078757,0.05670958062953635,3
Sdc4,2,3,ECM-affiliated Proteins,Matrisome-associated,2.466036229664134,0.05645097617729595,0.6666666666666666,increase,0.07930152095966692,0.7565739640152661,3,1.3469450657628979,1.5842330396382895,0.2372879738753917,2
Il16,4,4,Secreted Factors,Matrisome-associated,2.581061599168303,0.27379781124883734,1.0,decrease,0.0039222724977880374,-0.656107127932238,4,1.5296435454644115,1.5623737149107957,0.03273016944638418,2
Col5a1,5,7,Collagens,Core matrisome,3.304443398545069,0.3004382353710814,0.5714285714285714,decrease,0.002266554821608313,-0.15507590623198306,7,2.2088737341360094,2.292843211355726,0.08396947721971681,3
Nid2,6,10,ECM Glycoproteins,Core matrisome,3.770604187663846,0.34830683295856846,0.7,decrease,3.2947040725483934e-05,-0.18200941721505842,10,2.777433442773318,2.7570187354620526,0.020414707311265268,3
Col4a1,6,10,Collagens,Core matrisome,3.7426217178149925,0.3165921216784805,0.9,increase,0.0044938966788673484,0.762051764600279,10,2.701130604337554,2.6507507129686783,0.05037989136887555,4
Lamb1,6,10,ECM Glycoproteins,Core matrisome,3.7884252724759993,0.3197777884310642,0.9,decrease,0.004906783349551913,-0.7982595332371115,10,2.7599174448716552,2.7748533785632494,0.014935933691594183,4
Ctsl,5,9,ECM Regulators,Matrisome-associated,3.6302814158722323,0.3022941388813189,0.6666666666666666,decrease,0.003477246571450654,-0.1141842016850019,9,2.5489033162711054,2.618418483104589,0.06951516683348347,3
S100a4,3,4,Secreted Factors,Matrisome-associated,2.7713652424568234,0.13917127518482772,0.75,increase,0.019374673071532483,0.5323429411636919,4,1.7489523492769836,1.7386512338326687,0.01030111544431489,2
Anxa2,6,10,ECM-affiliated Proteins,Matrisome-associated,3.799675365793078,0.3295590252831606,0.6,decrease,0.009812630182712945,-0.34003597520674,10,2.7796133012196633,2.776797839307304,0.002815461912359485,3
Serpina1a,3,6,ECM Regulators,Matrisome-associated,3.057297180607975,0.23358219473655975,0.8333333333333334,increase,0.008780964074366349,0.6090629717689509,6,2.038263086064509,1.9897689049331184,0.04849418113139059,2
Col3a1,6,10,Collagens,Core matrisome,3.7533293269361594,0.3083840773139285,0.6,decrease,0.004880134487912191,-0.42925813213609276,10,2.737157255564768,2.7269239228112534,0.010233332753514457,3
Col4a2,6,10,Collagens,Core matrisome,3.713437256551602,0.36458478289547663,0.9,increase,0.0016654548997668828,0.5774076605494791,10,2.6889319550826447,2.7120185159618724,0.02308656087922767,4
S100a10,5,6,Secreted Factors,Matrisome-associated,3.2608792661405888,0.2175940683774093,0.6666666666666666,decrease,0.002263126909269886,0.22492636255755438,6,2.240477796214389,2.2635533051242187,0.02307550890982979,3
Anxa1,6,10,ECM-affiliated Proteins,Matrisome-associated,3.745498247849786,0.3305512413182202,0.5,mixed,0.005757143647185159,-0.18740128052358668,10,2.711590636369854,2.7281183901474635,0.01652775377760962,3
Nid1,6,10,ECM Glycoproteins,Core matrisome,3.7409784515629267,0.3444961505921374,0.6,decrease,0.002254415115790942,-0.03169844046383433,10,2.742520377794033,2.7350488591820743,0.007471518611958494,3
Ctsb,6,10,ECM Regulators,Matrisome-associated,3.843946484737892,0.329149310763665,0.8,increase,0.017749465099368367,0.7317354357742566,10,2.8021362908334115,2.82186213309095,0.019725842257538595,4
Col1a1,6,10,Collagens,Core matrisome,3.6134421335743494,0.3659114444607616,0.5,mixed,0.005166182277761999,0.052133514638781596,10,2.6172410700310813,2.605577279747052,0.011663790284029307,3
S100a6,5,6,Secreted Factors,Matrisome-associated,3.3049488495951396,0.20706382678136273,1.0,increase,0.0060427857042664734,0.9540706737430652,6,2.2798800416651828,2.2792284061454353,0.000651635519747451,2
Fgf2,3,3,Secreted Factors,Matrisome-associated,1.967737779239664,0.3555881353007178,0.6666666666666666,decrease,0.016125305851659333,-0.1092380566503377,3,0.9573850520728522,0.9776353871804377,0.02025033510758556,3
Lgals1,6,10,ECM-affiliated Proteins,Matrisome-associated,3.807940259655961,0.3037553970851014,0.8,increase,0.0036680234861065086,0.30636033085993863,10,2.791926634084362,2.770248851103207,0.02167778298115497,4
Lgals3,3,3,ECM-affiliated Proteins,Matrisome-associated,2.0642781628696243,0.2591507962156222,1.0,increase,0.008446115638212626,0.3967653295614146,3,1.0150081295241637,0.995932619204304,0.019075510319859768,2
Ctsd,6,10,ECM Regulators,Matrisome-associated,3.7847544315034445,0.30614471196761894,1.0,increase,0.016059198857628243,0.9926581107185741,10,2.730871601896515,2.7535253352051865,0.022653733308671598,4
Sdc1,2,2,ECM-affiliated Proteins,Matrisome-associated,1.4469982825609173,0.31135005041660113,1.0,increase,0.013620495852259218,0.5162074275505192,2,0.3895136209418838,0.39219843159592843,0.0026848106540446337,2
Lama1,3,4,ECM Glycoproteins,Core matrisome,2.7847731564725713,0.11497190775522778,0.75,increase,0.007193352027434083,0.34685592278277155,4,1.7643665855617185,1.7712774223138492,0.006910836752130667,2
Serpinh1,6,10,ECM Regulators,Matrisome-associated,3.833741632607097,0.3294139310955287,1.0,decrease,0.02004012446643627,-1.4757427327153854,10,2.7896310329033978,2.7724679853618226,0.01716304754157516,4
Cst3,5,9,ECM Regulators,Matrisome-associated,3.536846902132564,0.3620395839971749,0.7777777777777778,decrease,0.003677207011860306,-0.0950517960424651,9,2.52225812748239,2.4491004885607497,0.07315763892164018,4
Mfge8,6,10,ECM Glycoproteins,Core matrisome,3.794302005514326,0.29742938658959656,0.9,increase,0.00104506057783893,1.0243584489401156,10,2.748798596824232,2.775780071775286,0.02698147495105374,4
Tgm2,6,10,ECM Regulators,Matrisome-associated,3.7956381198661813,0.32954295941324696,0.6,increase,0.0004311748556611872,0.06667051757023254,10,2.7954007632393516,2.793170556046195,0.002230207193156808,3
Dcn,6,10,Proteoglycans,Core matrisome,3.6695004948152206,0.28590992222017986,0.5,mixed,0.005598915883092137,0.007178220055616957,10,2.6248335220346646,2.674333425886692,0.049499903852027405,3
Vtn,5,8,ECM Glycoproteins,Core matrisome,3.369689296136297,0.34020901168077367,0.875,increase,0.008644453504326022,0.48431311033399216,8,2.3503840900158157,2.372603204431151,0.022219114415335195,4
S100a9,4,6,Secreted Factors,Matrisome-associated,3.1914555155782733,0.3491015789972665,0.5,mixed,0.009181184065199632,0.09483278285963918,6,2.1934837351092393,2.18369563728705,0.009788097822189368,3
Serpinc1,6,10,ECM Regulators,Matrisome-associated,3.7199360247260955,0.32089556790773627,0.9,increase,0.003213292095451792,0.3994665563276918,10,2.691039582919577,2.7113730098460107,0.020333426926433695,4
Fbln2,4,7,ECM Glycoproteins,Core matrisome,3.2403298501864937,0.32106386435822787,0.5714285714285714,decrease,0.007656534742784216,-0.26355906862167383,7,2.170383595557376,2.2245559999652826,0.054172404407906605,3
Mbl1,4,4,ECM-affiliated Proteins,Matrisome-associated,2.469904585354421,0.21562160286879045,0.5,mixed,0.018478845028214147,0.2943122178956611,4,1.404634707561188,1.4047064152669808,7.170770579278951e-05,3
Igfbp6,2,3,ECM Glycoproteins,Core matrisome,2.547042682812196,0.015255844107445618,0.6666666666666666,increase,0.011668299398801403,-0.2525549959086188,3,1.5651519135546055,1.5247392843435026,0.04041262921110289,2
Anxa5,6,10,ECM-affiliated Proteins,Matrisome-associated,3.7103231509505075,0.34839938346592514,0.5,mixed,0.003099297333550799,0.0884504902704861,10,2.67499795310623,2.719048734280854,0.04405078117462402,3
Serpind1,3,6,ECM Regulators,Matrisome-associated,3.077277695404123,0.2660102223690101,0.8333333333333334,increase,0.0019277452408645313,0.0800208084858171,6,2.0723753375755813,2.0766399499034653,0.004264612327883999,2
Ctsh,5,8,ECM Regulators,Matrisome-associated,3.580007949582966,0.2698574948712124,0.5,mixed,0.003010418542616744,0.03493954069076316,8,2.5660889505276128,2.575896565412287,0.009807614884674187,3
S100a11,5,6,Secreted Factors,Matrisome-associated,3.236887441422354,0.2314871148756029,0.6666666666666666,increase,0.000332321163017707,-0.021217761157340264,6,2.2336342643376734,2.2222662071862738,0.011368057151399658,3
Fmod,3,7,Proteoglycans,Core matrisome,3.2888232192003986,0.25428595381097086,0.5714285714285714,decrease,0.03919786741277301,-0.9776332446082289,7,2.2598277941312626,2.291879335226339,0.03205154109507635,3
Gpc4,4,7,ECM-affiliated Proteins,Matrisome-associated,3.2494659594225372,0.33189364931481574,0.7142857142857143,decrease,0.002385241373100866,-0.11163371979414803,7,2.240958484940856,2.252656644823027,0.011698159882171044,3
Lum,6,10,Proteoglycans,Core matrisome,3.751250798930235,0.30242007945202004,0.7,increase,0.0017901815158332113,0.28664545869506697,10,2.745203174765134,2.754805195813107,0.009602021047972809,3
Loxl2,4,4,ECM Regulators,Matrisome-associated,2.4379652033950907,0.35067413656312624,0.75,decrease,0.026907011682587467,-0.13516247718455188,4,1.3902862349186735,1.365836956261856,0.024449278656817564,2
Fgf1,4,6,Secreted Factors,Matrisome-associated,3.1827591128518216,0.244977430424922,0.6666666666666666,decrease,0.002167377744761112,-0.34787877985867866,6,2.1800159682708187,2.1777603560745353,0.002255612196283341,3
Plxna1,4,5,ECM-affiliated Proteins,Matrisome-associated,3.0195874526252995,0.2525109267471686,0.8,decrease,0.0033837431164328025,-0.2763927610066396,5,2.0141509654616585,2.014059865337086,9.110012457247407e-05,2
Sparcl1,5,7,ECM Glycoproteins,Core matrisome,3.3010608885642627,0.3699873324366023,0.7142857142857143,decrease,0.014351912796573996,-0.41685211436480946,7,2.2704510680425276,2.278415584109484,0.007964516066956584,3
Ccl21c,2,2,Secreted Factors,Matrisome-associated,1.7956630817876764,0.05183889859844458,1.0,decrease,0.004070945751758585,-0.15361307205078334,2,0.7886321747391181,0.802596864416625,0.01396468967750697,2
Serping1,3,5,ECM Regulators,Matrisome-associated,2.475021881667968,0.3413819154201494,0.8,decrease,0.02185370143839893,-0.09598912314971207,5,1.505974469667143,1.4151044540942366,0.09087001557290653,2
Serpinf1,4,8,ECM Regulators,Matrisome-associated,3.588632135920811,0.22309418546444565,0.875,decrease,0.03103999163396176,-1.5478901988219966,8,2.56535040250092,2.496548740170709,0.06880166233021123,4
S100a13,4,5,Secreted Factors,Matrisome-associated,3.050174038885354,0.19934789283146095,0.6,decrease,0.00935992130950658,0.11557306491616166,5,2.027958906543828,2.021146915894344,0.006811990649484123,3
Anxa11,5,6,ECM-affiliated Proteins,Matrisome-associated,3.294842106472766,0.21084423197545676,0.8333333333333334,decrease,0.004154489156104307,-0.33112030648209234,6,2.297730872125893,2.2895100250879072,0.008220847037985646,2
Anxa4,5,6,ECM-affiliated Proteins,Matrisome-associated,3.3284188798156076,0.23134362655304025,0.6666666666666666,increase,0.0041890192278258576,0.2132217722613214,6,2.3167068583269717,2.309964241599687,0.0067426167272848225,3
S100g,2,3,Secreted Factors,Matrisome-associated,2.2511619378202115,0.06893350698098769,1.0,decrease,0.011641803122179328,-0.25001993561084185,3,1.2221283408407304,1.272557903254737,0.050429562414006535,2
Ctsc,4,6,ECM Regulators,Matrisome-associated,2.886838449310872,0.318701990255877,0.6666666666666666,decrease,0.004159049860279207,-0.020444506894646164,6,1.8711547695998934,1.8868818475492395,0.015727077949346135,3
Loxl1,2,2,ECM Regulators,Matrisome-associated,1.389314508600091,0.34263741309251466,0.5,mixed,0.024571357112166126,0.11016883298225363,2,0.3435391452291989,0.35616452205738175,0.012625376828182877,3
Lama4,6,10,ECM Glycoproteins,Core matrisome,3.8263538319337003,0.3280174907363289,0.8,decrease,0.002151496764256855,-0.3839153603937535,10,2.8293845546221004,2.81972911546395,0.009655439158150259,4
Serpina1d,5,9,ECM Regulators,Matrisome-associated,3.5742603259260313,0.3163533776537742,0.6666666666666666,increase,0.009743772572699705,0.055383311793110276,9,2.578885672009331,2.4133478290173085,0.16553784299202245,3
Serpina1e,4,8,ECM Regulators,Matrisome-associated,3.5316039150751535,0.26335290224302155,0.875,decrease,0.055852939663404294,-0.6049961745559262,8,2.518098709493883,2.467104918049517,0.05099379144436611,4
Col1a2,6,10,Collagens,Core matrisome,3.7197674681962796,0.3559296593231573,0.6,increase,0.006435251120329222,0.32448236161469385,10,2.7244298632363444,2.673521918522246,0.05090794471409854,3
C1qc,3,4,ECM-affiliated Proteins,Matrisome-associated,2.717449751472503,0.26577838427032036,0.5,mixed,0.01076171784795199,-0.054775572947831336,4,1.7037669767991865,1.6983123146259325,0.005454662173254077,3
Col6a2,6,10,Collagens,Core matrisome,3.6972441024856395,0.3175867311318139,0.8,increase,0.0010058597549643111,0.36158091812982945,10,2.6829763629337955,2.6623342168839708,0.020642146049824728,4
Serpina3m,3,6,ECM Regulators,Matrisome-associated,2.943207333811623,0.3027596122215912,1.0,increase,0.0023947599931095076,0.5018321976129781,6,1.9076405819735593,1.9137578313064805,0.006117249332921126,2
Col6a1,6,10,Collagens,Core matrisome,3.7081660203426527,0.33565693550216635,0.8,increase,0.0015400039963476275,0.40254706184945954,10,2.656725246383647,2.7181420364908147,0.06141679010716761,4
Thbs3,2,2,ECM Glycoproteins,Core matrisome,1.4722881860462196,0.24642118393266016,1.0,decrease,0.0040775430884903985,-0.5374054060057665,2,0.4333931046817795,0.434226095592319,0.0008329909105395106,2
Anxa7,5,6,ECM-affiliated Proteins,Matrisome-associated,3.2849749359186746,0.22873182395668742,0.8333333333333334,decrease,0.002091119249870821,-0.3825393208325645,6,2.2870165882853453,2.2819252027456796,0.005091385539665705,2
Igfbp5,3,6,ECM Glycoproteins,Core matrisome,2.918613277259635,0.311783278294325,0.8333333333333334,increase,0.004575153687796263,0.39718161232276344,6,1.887416992737652,1.9367296967454177,0.04931270400776566,2
Ambp,5,7,ECM Regulators,Matrisome-associated,3.0615439421670336,0.31579202142300433,1.0,increase,0.011552943240147329,1.0735254762742323,7,1.9905440573737818,2.0795652577226034,0.08902120034882155,2
F13b,4,5,ECM Regulators,Matrisome-associated,2.737172296750017,0.27610650855019575,0.6,decrease,0.21904254904896706,1.0070343763841292,5,2.031643108436569,1.6707064556745617,0.36093665276200726,3
Vwf,4,5,ECM Glycoproteins,Core matrisome,2.8415776562694215,0.29851597460280654,0.6,decrease,0.0014323105089877886,-0.12130479564507654,5,1.8235465619958084,1.8386665954248225,0.015120033429014024,3
Serpina1b,5,9,ECM Regulators,Matrisome-associated,3.687218539596388,0.26505699880523476,0.7777777777777778,increase,0.004062623033269042,0.4696356323840997,9,2.6529134307768762,2.698431985138068,0.045518554361191566,4
Bgn,6,10,Proteoglycans,Core matrisome,3.9054639205664974,0.3092512228950057,1.0,increase,0.0010932114636930113,0.5967361170109575,11,2.886367909789191,2.923099866911061,0.03673195712186983,4
Serpinb9b,2,3,ECM Regulators,Matrisome-associated,2.566076593699506,0.008089649593674508,1.0,increase,0.007191499006222284,0.42920656756861636,3,1.5825525779818292,1.5637728542999918,0.018779723681837446,2
Thbs1,4,4,ECM Glycoproteins,Core matrisome,2.4002821475696114,0.31587571137297044,0.75,increase,0.012373321542465843,0.29758628414934407,4,1.3178781790241914,1.3435652125035291,0.025687033479337762,2
S100a16,3,4,Secreted Factors,Matrisome-associated,2.747691103603274,0.20794774076592806,0.5,mixed,0.017673534194616758,0.22511771326097352,4,1.7165109076818177,1.7215637642269586,0.005052856545140871,3
Chad,2,4,Proteoglycans,Core matrisome,2.218776253114931,0.3689920281707416,0.75,decrease,0.0354602219260341,-1.0053814300127413,4,1.1057299478265272,1.112845434354692,0.007115486528164849,2
Igfbp7,4,5,ECM Glycoproteins,Core matrisome,3.026198964846806,0.22004580184487887,1.0,decrease,0.008139677945220747,-0.499369835319799,5,2.0238827880067847,2.028106824283797,0.0042240362770122886,2
Postn,5,8,ECM Glycoproteins,Core matrisome,3.5459872466067117,0.3725693662035509,0.6666666666666666,decrease,0.014305179609179375,-0.5411457506656991,9,2.415781965313813,2.5057003466886236,0.08991838137481079,3
Col5a2,5,8,Collagens,Core matrisome,3.4700686561779017,0.28978448184453487,0.5,mixed,0.00931044559109867,0.0327938148113906,8,2.45198486208707,2.3582617344504815,0.09372312763658863,3
Ctss,4,5,ECM Regulators,Matrisome-associated,3.0125383302748743,0.3140491006801462,1.0,increase,0.017784573438970663,0.8249584082967842,5,1.9820691028736181,1.9878010037264642,0.005731900852846028,2
Plod1,3,3,ECM Regulators,Matrisome-associated,1.8631309553844682,0.2738242070373281,1.0,decrease,0.005936539885158076,-0.6435992631713231,3,0.8630110880144479,0.8059156682593052,0.05709541975514276,2
Mmp2,3,3,ECM Regulators,Matrisome-associated,1.745838845258756,0.34875518117392323,1.0,decrease,0.007741415642229521,-0.1424882231952951,3,0.6832201859628221,0.7556796001755199,0.07245941421269786,2
Slit3,2,2,ECM Glycoproteins,Core matrisome,1.626500899359816,0.10416496226296112,1.0,decrease,0.0021868145775187364,-0.3753506983197748,2,0.614249108211074,0.6200520046402287,0.005802896429154658,2
Pxdn,5,7,ECM Glycoproteins,Core matrisome,3.250051746065313,0.3294604701286546,0.8571428571428571,decrease,0.019793922140711184,-0.9891444926187368,7,2.222902688533723,2.197677990323827,0.025224698209895813,4
Lama3,4,5,ECM Glycoproteins,Core matrisome,3.153710299968742,0.291563435628423,0.5,mixed,0.001452370504752054,-0.03385043347075889,6,2.1512252311773583,2.1452932247816907,0.0059320063956675995,3
S100b,2,3,Secreted Factors,Matrisome-associated,2.2486641403036405,0.13252951689379708,1.0,increase,0.005534313171297878,0.45974684866728377,3,1.2515180343552705,1.2452738622324016,0.006244172122868985,2
Plg,5,8,ECM Regulators,Matrisome-associated,3.4106599277701974,0.2886099600108361,0.625,increase,0.004789930768462014,0.08159737808643835,8,2.405233572817851,2.374957182867112,0.030276389950739002,3
F13a1,5,9,ECM Regulators,Matrisome-associated,3.6526384895664137,0.2859614173099733,0.6666666666666666,decrease,0.015519422577770725,-0.24720300093791764,9,2.6610406145904943,2.6314322619573405,0.029608352633153867,3
Wnt4,2,2,Secreted Factors,Matrisome-associated,1.4988116299459517,0.31763370599017576,1.0,increase,0.05227214807556535,1.0258027097164713,2,0.3766837328450682,0.39940767171300856,0.022723938867940385,2
Serpine2,5,9,ECM Regulators,Matrisome-associated,3.451425678713233,0.3352085872092684,0.7777777777777778,increase,0.004654392395572304,0.2043903440550573,9,2.4333957697371504,2.45566062441656,0.02226485467940975,4
Prg2,2,3,Proteoglycans,Core matrisome,3.9420683365836497,0.15669876044216566,0.6666666666666666,increase,0.004224977453666234,0.16306617872583756,9,2.925199790801924,2.898003926984169,0.02719586381775496,3
Ctsz,5,9,ECM Regulators,Matrisome-associated,3.7065564580211743,0.2923013735761444,0.5555555555555556,increase,0.0024842901904746917,0.11861076251556886,9,2.6745942412119916,2.70357612260004,0.028981881388048247,3
Sparc,5,9,ECM Glycoproteins,Core matrisome,3.666188373353319,0.32920871615246156,0.8888888888888888,decrease,0.020871186817214005,-1.0243999552660155,9,2.6476751976818242,2.6147822604561437,0.03289293722568054,4
Lama2,6,10,ECM Glycoproteins,Core matrisome,3.7250280443833903,0.3273682814209156,0.5,mixed,0.009345069210403567,0.036874305567191866,10,2.712183281438845,2.7355690754589963,0.023385794020151174,3
P4ha1,3,4,ECM Regulators,Matrisome-associated,2.7492332847478287,0.16661633177364216,1.0,decrease,0.002598353525600644,-0.4426960669019274,4,1.7386580649317402,1.7388926374015412,0.00023457246980096436,2
Col12a1,5,9,Collagens,Core matrisome,3.590144352325993,0.31804373204960806,0.6666666666666666,increase,0.003094769172642009,0.42388901193999323,9,2.5811378663630764,2.5868846809519694,0.005746814588893034,3
