sample_id,metabolite,value,Tissue,Treatment
CTL-7_R3+,N-Acetyl-L-aspartate,172000.0,Upper_Arm_SkM,Control
CTL-11_R21+,N-Acetyl-L-aspartate,93000.0,Upper_Arm_SkM,Control
4T1-17_R4+,N-Acetyl-L-aspartate,217000.0,Lung,Tumor
4T1-21_R22+,N-Acetyl-L-aspartate,174000.0,Lung,Tumor
4T1-25_R16+,N-Acetyl-L-aspartate,165000.0,Lung,Tumor
CTL-4_R20+,N-Acetyl-L-aspartate,125000.0,Lung,Control
CTL-8_R13+,N-Acetyl-L-aspartate,66000.0,Lung,Control
CTL-12_R14+,N-Acetyl-L-aspartate,91200.0,Lung,Control
4T1-1_R7+,N-Acetyl-L-glutamate,8940.0,Tibialis_anterior,Tumor
4T1-15_R11+,N-Acetyl-L-glutamate,5540.0,Tibialis_anterior,Tumor
4T1-19_R15+,N-Acetyl-L-glutamate,30500.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,N-Acetyl-L-glutamate,11400.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,N-Acetyl-L-glutamate,23800.0,Tibialis_anterior,Control
CTL-5_R2+,N-Acetyl-L-glutamate,17200.0,Tibialis_anterior,Control
CTL-9_R1+,N-Acetyl-L-glutamate,22900.0,Tibialis_anterior,Control
CTL-3_R6+,N-Acetyl-L-glutamate,21400.0,Upper_Arm_SkM,Control
CTL-7_R3+,N-Acetyl-L-glutamate,17100.0,Upper_Arm_SkM,Control
CTL-11_R21+,N-Acetyl-L-glutamate,11600.0,Upper_Arm_SkM,Control
4T1-17_R4+,N-Acetyl-L-glutamate,24900.0,Lung,Tumor
4T1-21_R22+,N-Acetyl-L-glutamate,20700.0,Lung,Tumor
4T1-25_R16+,N-Acetyl-L-glutamate,21400.0,Lung,Tumor
CTL-4_R20+,N-Acetyl-L-glutamate,11900.0,Lung,Control
CTL-8_R13+,N-Acetyl-L-glutamate,9950.0,Lung,Control
CTL-12_R14+,N-Acetyl-L-glutamate,40400.0,Lung,Control
4T1-1_R7+,N-Acetyl-L-histidine,9190000.0,Tibialis_anterior,Tumor
4T1-15_R11+,N-Acetyl-L-histidine,7420000.0,Tibialis_anterior,Tumor
4T1-19_R15+,N-Acetyl-L-histidine,2230000.0,Upper_Arm_SkM,Tumor
4T1-27_R18+,N-Acetyl-L-histidine,4410000.0,Upper_Arm_SkM,Tumor
CTL-1_R23+,N-Acetyl-L-histidine,10100000.0,Tibialis_anterior,Control
CTL-5_R2+,N-Acetyl-L-histidine,9510000.0,Tibialis_anterior,Control
CTL-9_R1+,N-Acetyl-L-histidine,9240000.0,Tibialis_anterior,Control
CTL-3_R6+,N-Acetyl-L-histidine,10200000.0,Upper_Arm_SkM,Control
CTL-7_R3+,N-Acetyl-L-histidine,8510000.0,Upper_Arm_SkM,Control
CTL-11_R21+,N-Acetyl-L-histidine,9210000.0,Upper_Arm_SkM,Control
4T1-17_R4+,N-Acetyl-L-histidine,882000.0,Lung,Tumor
4T1-21_R22+,N-Acetyl-L-histidine,698000.0,Lung,Tumor
4T1-25_R16+,N-Acetyl-L-histidine,634000.0,Lung,Tumor
CTL-4_R20+,N-Acetyl-L-histidine,938000.0,Lung,Control
CTL-8_R13+,N-Acetyl-L-histidine,791000.0,Lung,Control
CTL-12_R14+,N-Acetyl-L-histidine,914000.0,Lung,Control
4T1-1_R7-,ATP,1190000.0,Tibialis_anterior,Tumor
4T1-15_R11-,ATP,5370000.0,Tibialis_anterior,Tumor
4T1-19_R15-,ATP,196000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,ATP,708000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,ATP,267000.0,Tibialis_anterior,Control
CTL-5_R2-,ATP,164000.0,Tibialis_anterior,Control
CTL-9_R1-,ATP,147000.0,Tibialis_anterior,Control
CTL-3_R6-,ATP,735000.0,Upper_Arm_SkM,Control
CTL-7_R3-,ATP,483000.0,Upper_Arm_SkM,Control
CTL-11_R21-,ATP,433000.0,Upper_Arm_SkM,Control
4T1-17_R4-,ATP,31300.0,Lung,Tumor
4T1-21_R22-,ATP,56000.0,Lung,Tumor
4T1-25_R16-,ATP,99400.0,Lung,Tumor
CTL-4_R20-,ATP,93600.0,Lung,Control
CTL-8_R13-,ATP,42600.0,Lung,Control
CTL-12_R14-,ATP,114000.0,Lung,Control
4T1-1_R7-,ADP,3000000.0,Tibialis_anterior,Tumor
4T1-15_R11-,ADP,2670000.0,Tibialis_anterior,Tumor
4T1-19_R15-,ADP,1350000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,ADP,1380000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,ADP,1240000.0,Tibialis_anterior,Control
CTL-5_R2-,ADP,1110000.0,Tibialis_anterior,Control
CTL-9_R1-,ADP,851000.0,Tibialis_anterior,Control
CTL-3_R6-,ADP,647000.0,Upper_Arm_SkM,Control
CTL-7_R3-,ADP,440000.0,Upper_Arm_SkM,Control
CTL-11_R21-,ADP,1070000.0,Upper_Arm_SkM,Control
4T1-17_R4-,ADP,690000.0,Lung,Tumor
4T1-21_R22-,ADP,473000.0,Lung,Tumor
4T1-25_R16-,ADP,680000.0,Lung,Tumor
CTL-4_R20-,ADP,573000.0,Lung,Control
CTL-8_R13-,ADP,431000.0,Lung,Control
CTL-12_R14-,ADP,489000.0,Lung,Control
4T1-1_R7-,GTP,12500.0,Tibialis_anterior,Tumor
4T1-15_R11-,GTP,33200.0,Tibialis_anterior,Tumor
4T1-19_R15-,GTP,0.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,GTP,6850.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,GTP,8420.0,Tibialis_anterior,Control
CTL-5_R2-,GTP,0.0,Tibialis_anterior,Control
CTL-9_R1-,GTP,0.0,Tibialis_anterior,Control
CTL-3_R6-,GTP,3530.0,Upper_Arm_SkM,Control
CTL-7_R3-,GTP,3920.0,Upper_Arm_SkM,Control
CTL-11_R21-,GTP,8530.0,Upper_Arm_SkM,Control
4T1-17_R4-,GTP,0.0,Lung,Tumor
4T1-21_R22-,GTP,0.0,Lung,Tumor
4T1-25_R16-,GTP,0.0,Lung,Tumor
CTL-4_R20-,GTP,5680.0,Lung,Control
CTL-8_R13-,GTP,0.0,Lung,Control
CTL-12_R14-,GTP,0.0,Lung,Control
4T1-1_R7-,GDP,60200.0,Tibialis_anterior,Tumor
4T1-15_R11-,GDP,41100.0,Tibialis_anterior,Tumor
4T1-19_R15-,GDP,26300.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,GDP,56400.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,GDP,21700.0,Tibialis_anterior,Control
CTL-5_R2-,GDP,15300.0,Tibialis_anterior,Control
CTL-9_R1-,GDP,11400.0,Tibialis_anterior,Control
CTL-3_R6-,GDP,20000.0,Upper_Arm_SkM,Control
CTL-7_R3-,GDP,2490.0,Upper_Arm_SkM,Control
CTL-11_R21-,GDP,11900.0,Upper_Arm_SkM,Control
4T1-17_R4-,GDP,57500.0,Lung,Tumor
4T1-21_R22-,GDP,76900.0,Lung,Tumor
4T1-25_R16-,GDP,46900.0,Lung,Tumor
CTL-4_R20-,GDP,89800.0,Lung,Control
CTL-8_R13-,GDP,18500.0,Lung,Control
CTL-12_R14-,GDP,45600.0,Lung,Control
4T1-1_R7-,CTP,75600.0,Tibialis_anterior,Tumor
4T1-15_R11-,CTP,69300.0,Tibialis_anterior,Tumor
4T1-19_R15-,CTP,10500.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,CTP,19900.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,CTP,11600.0,Tibialis_anterior,Control
CTL-5_R2-,CTP,11000.0,Tibialis_anterior,Control
CTL-9_R1-,CTP,0.0,Tibialis_anterior,Control
CTL-3_R6-,CTP,23000.0,Upper_Arm_SkM,Control
CTL-7_R3-,CTP,25400.0,Upper_Arm_SkM,Control
CTL-11_R21-,CTP,20900.0,Upper_Arm_SkM,Control
4T1-17_R4-,CTP,0.0,Lung,Tumor
4T1-21_R22-,CTP,9900.0,Lung,Tumor
4T1-25_R16-,CTP,0.0,Lung,Tumor
CTL-4_R20-,CTP,2550.0,Lung,Control
CTL-8_R13-,CTP,0.0,Lung,Control
CTL-12_R14-,CTP,11000.0,Lung,Control
4T1-1_R7-,CDP,52400.0,Tibialis_anterior,Tumor
4T1-15_R11-,CDP,66800.0,Tibialis_anterior,Tumor
4T1-19_R15-,CDP,41100.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,CDP,18000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,CDP,13800.0,Tibialis_anterior,Control
CTL-5_R2-,CDP,12600.0,Tibialis_anterior,Control
CTL-9_R1-,CDP,24500.0,Tibialis_anterior,Control
CTL-3_R6-,CDP,18400.0,Upper_Arm_SkM,Control
CTL-7_R3-,CDP,4030.0,Upper_Arm_SkM,Control
CTL-11_R21-,CDP,9870.0,Upper_Arm_SkM,Control
4T1-17_R4-,CDP,48000.0,Lung,Tumor
4T1-21_R22-,CDP,23300.0,Lung,Tumor
4T1-25_R16-,CDP,24300.0,Lung,Tumor
CTL-4_R20-,CDP,23900.0,Lung,Control
CTL-8_R13-,CDP,39000.0,Lung,Control
CTL-12_R14-,CDP,19500.0,Lung,Control
4T1-1_R7-,UTP,354000.0,Tibialis_anterior,Tumor
4T1-15_R11-,UTP,431000.0,Tibialis_anterior,Tumor
4T1-19_R15-,UTP,62900.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,UTP,89500.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,UTP,64700.0,Tibialis_anterior,Control
CTL-5_R2-,UTP,26800.0,Tibialis_anterior,Control
CTL-9_R1-,UTP,28200.0,Tibialis_anterior,Control
CTL-3_R6-,UTP,109000.0,Upper_Arm_SkM,Control
CTL-7_R3-,UTP,95400.0,Upper_Arm_SkM,Control
CTL-11_R21-,UTP,77300.0,Upper_Arm_SkM,Control
4T1-17_R4-,UTP,4740.0,Lung,Tumor
4T1-21_R22-,UTP,7590.0,Lung,Tumor
4T1-25_R16-,UTP,6050.0,Lung,Tumor
CTL-4_R20-,UTP,5080.0,Lung,Control
CTL-8_R13-,UTP,0.0,Lung,Control
CTL-12_R14-,UTP,5220.0,Lung,Control
4T1-1_R7-,UDP,393000.0,Tibialis_anterior,Tumor
4T1-15_R11-,UDP,421000.0,Tibialis_anterior,Tumor
4T1-19_R15-,UDP,588000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,UDP,360000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,UDP,79200.0,Tibialis_anterior,Control
CTL-5_R2-,UDP,83700.0,Tibialis_anterior,Control
CTL-9_R1-,UDP,53000.0,Tibialis_anterior,Control
CTL-3_R6-,UDP,109000.0,Upper_Arm_SkM,Control
CTL-7_R3-,UDP,86900.0,Upper_Arm_SkM,Control
CTL-11_R21-,UDP,124000.0,Upper_Arm_SkM,Control
4T1-17_R4-,UDP,903000.0,Lung,Tumor
4T1-21_R22-,UDP,1910000.0,Lung,Tumor
4T1-25_R16-,UDP,1540000.0,Lung,Tumor
CTL-4_R20-,UDP,1680000.0,Lung,Control
CTL-8_R13-,UDP,1090000.0,Lung,Control
CTL-12_R14-,UDP,1260000.0,Lung,Control
4T1-1_R7-,ITP,45700.0,Tibialis_anterior,Tumor
4T1-15_R11-,ITP,16700.0,Tibialis_anterior,Tumor
4T1-19_R15-,ITP,6990.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,ITP,140000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,ITP,27900.0,Tibialis_anterior,Control
CTL-5_R2-,ITP,0.0,Tibialis_anterior,Control
CTL-9_R1-,ITP,2880.0,Tibialis_anterior,Control
CTL-3_R6-,ITP,19600.0,Upper_Arm_SkM,Control
CTL-7_R3-,ITP,25300.0,Upper_Arm_SkM,Control
CTL-11_R21-,ITP,16400.0,Upper_Arm_SkM,Control
4T1-17_R4-,ITP,0.0,Lung,Tumor
4T1-21_R22-,ITP,28300.0,Lung,Tumor
4T1-25_R16-,ITP,28200.0,Lung,Tumor
CTL-4_R20-,ITP,44100.0,Lung,Control
CTL-8_R13-,ITP,46700.0,Lung,Control
CTL-12_R14-,ITP,38300.0,Lung,Control
4T1-1_R7-,IDP,23300.0,Tibialis_anterior,Tumor
4T1-15_R11-,IDP,11900.0,Tibialis_anterior,Tumor
4T1-19_R15-,IDP,9150.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,IDP,34700.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,IDP,4010.0,Tibialis_anterior,Control
CTL-5_R2-,IDP,0.0,Tibialis_anterior,Control
CTL-9_R1-,IDP,1710.0,Tibialis_anterior,Control
CTL-3_R6-,IDP,6540.0,Upper_Arm_SkM,Control
CTL-7_R3-,IDP,115000.0,Upper_Arm_SkM,Control
CTL-11_R21-,IDP,0.0,Upper_Arm_SkM,Control
4T1-17_R4-,IDP,10200.0,Lung,Tumor
4T1-21_R22-,IDP,23400.0,Lung,Tumor
4T1-25_R16-,IDP,13600.0,Lung,Tumor
CTL-4_R20-,IDP,23700.0,Lung,Control
CTL-8_R13-,IDP,16600.0,Lung,Control
CTL-12_R14-,IDP,2750.0,Lung,Control
4T1-1_R7-,"3',5'-Cyclic AMP",8940.0,Tibialis_anterior,Tumor
4T1-15_R11-,"3',5'-Cyclic AMP",6370.0,Tibialis_anterior,Tumor
4T1-19_R15-,"3',5'-Cyclic AMP",2640.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,"3',5'-Cyclic AMP",5820.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,"3',5'-Cyclic AMP",3770.0,Tibialis_anterior,Control
CTL-5_R2-,"3',5'-Cyclic AMP",4130.0,Tibialis_anterior,Control
CTL-9_R1-,"3',5'-Cyclic AMP",5400.0,Tibialis_anterior,Control
CTL-3_R6-,"3',5'-Cyclic AMP",5510.0,Upper_Arm_SkM,Control
CTL-7_R3-,"3',5'-Cyclic AMP",5500.0,Upper_Arm_SkM,Control
CTL-11_R21-,"3',5'-Cyclic AMP",6870.0,Upper_Arm_SkM,Control
4T1-17_R4-,"3',5'-Cyclic AMP",8290.0,Lung,Tumor
4T1-21_R22-,"3',5'-Cyclic AMP",6850.0,Lung,Tumor
4T1-25_R16-,"3',5'-Cyclic AMP",5400.0,Lung,Tumor
CTL-4_R20-,"3',5'-Cyclic AMP",4620.0,Lung,Control
CTL-8_R13-,"3',5'-Cyclic AMP",5290.0,Lung,Control
CTL-12_R14-,"3',5'-Cyclic AMP",8760.0,Lung,Control
4T1-1_R7-,"2',3'-Cyclic CMP",20300.0,Tibialis_anterior,Tumor
4T1-15_R11-,"2',3'-Cyclic CMP",18900.0,Tibialis_anterior,Tumor
4T1-19_R15-,"2',3'-Cyclic CMP",16300.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,"2',3'-Cyclic CMP",13100.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,"2',3'-Cyclic CMP",14500.0,Tibialis_anterior,Control
CTL-5_R2-,"2',3'-Cyclic CMP",10500.0,Tibialis_anterior,Control
CTL-9_R1-,"2',3'-Cyclic CMP",13000.0,Tibialis_anterior,Control
CTL-3_R6-,"2',3'-Cyclic CMP",15000.0,Upper_Arm_SkM,Control
CTL-7_R3-,"2',3'-Cyclic CMP",14000.0,Upper_Arm_SkM,Control
CTL-11_R21-,"2',3'-Cyclic CMP",20200.0,Upper_Arm_SkM,Control
4T1-17_R4-,"2',3'-Cyclic CMP",20100.0,Lung,Tumor
4T1-21_R22-,"2',3'-Cyclic CMP",24700.0,Lung,Tumor
4T1-25_R16-,"2',3'-Cyclic CMP",16900.0,Lung,Tumor
CTL-4_R20-,"2',3'-Cyclic CMP",30200.0,Lung,Control
CTL-8_R13-,"2',3'-Cyclic CMP",27300.0,Lung,Control
CTL-12_R14-,"2',3'-Cyclic CMP",24200.0,Lung,Control
4T1-1_R7-,5'-Phosphoribosyl-N-formylglycinamide,3700.0,Tibialis_anterior,Tumor
4T1-15_R11-,5'-Phosphoribosyl-N-formylglycinamide,16300.0,Tibialis_anterior,Tumor
4T1-19_R15-,5'-Phosphoribosyl-N-formylglycinamide,5010.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,5'-Phosphoribosyl-N-formylglycinamide,19400.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,5'-Phosphoribosyl-N-formylglycinamide,25800.0,Tibialis_anterior,Control
CTL-5_R2-,5'-Phosphoribosyl-N-formylglycinamide,20400.0,Tibialis_anterior,Control
CTL-9_R1-,5'-Phosphoribosyl-N-formylglycinamide,15000.0,Tibialis_anterior,Control
CTL-3_R6-,5'-Phosphoribosyl-N-formylglycinamide,2990.0,Upper_Arm_SkM,Control
CTL-7_R3-,5'-Phosphoribosyl-N-formylglycinamide,3360.0,Upper_Arm_SkM,Control
CTL-11_R21-,5'-Phosphoribosyl-N-formylglycinamide,29100.0,Upper_Arm_SkM,Control
4T1-17_R4-,5'-Phosphoribosyl-N-formylglycinamide,14900.0,Lung,Tumor
4T1-21_R22-,5'-Phosphoribosyl-N-formylglycinamide,0.0,Lung,Tumor
4T1-25_R16-,5'-Phosphoribosyl-N-formylglycinamide,0.0,Lung,Tumor
CTL-4_R20-,5'-Phosphoribosyl-N-formylglycinamide,7640.0,Lung,Control
CTL-8_R13-,5'-Phosphoribosyl-N-formylglycinamide,0.0,Lung,Control
CTL-12_R14-,5'-Phosphoribosyl-N-formylglycinamide,14500.0,Lung,Control
4T1-1_R7-,Pyridoxamine 5'-phosphate,75000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Pyridoxamine 5'-phosphate,70700.0,Tibialis_anterior,Tumor
4T1-19_R15-,Pyridoxamine 5'-phosphate,126000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Pyridoxamine 5'-phosphate,106000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Pyridoxamine 5'-phosphate,35700.0,Tibialis_anterior,Control
CTL-5_R2-,Pyridoxamine 5'-phosphate,0.0,Tibialis_anterior,Control
CTL-9_R1-,Pyridoxamine 5'-phosphate,113000.0,Tibialis_anterior,Control
CTL-3_R6-,Pyridoxamine 5'-phosphate,46100.0,Upper_Arm_SkM,Control
CTL-7_R3-,Pyridoxamine 5'-phosphate,0.0,Upper_Arm_SkM,Control
CTL-11_R21-,Pyridoxamine 5'-phosphate,0.0,Upper_Arm_SkM,Control
4T1-17_R4-,Pyridoxamine 5'-phosphate,23300.0,Lung,Tumor
4T1-21_R22-,Pyridoxamine 5'-phosphate,24300.0,Lung,Tumor
4T1-25_R16-,Pyridoxamine 5'-phosphate,36100.0,Lung,Tumor
CTL-4_R20-,Pyridoxamine 5'-phosphate,47000.0,Lung,Control
CTL-8_R13-,Pyridoxamine 5'-phosphate,46800.0,Lung,Control
CTL-12_R14-,Pyridoxamine 5'-phosphate,29600.0,Lung,Control
4T1-1_R7-,Adenylosuccinic acid,466000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Adenylosuccinic acid,365000.0,Tibialis_anterior,Tumor
4T1-19_R15-,Adenylosuccinic acid,98400.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Adenylosuccinic acid,317000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Adenylosuccinic acid,165000.0,Tibialis_anterior,Control
CTL-5_R2-,Adenylosuccinic acid,88000.0,Tibialis_anterior,Control
CTL-9_R1-,Adenylosuccinic acid,346000.0,Tibialis_anterior,Control
CTL-3_R6-,Adenylosuccinic acid,434000.0,Upper_Arm_SkM,Control
CTL-7_R3-,Adenylosuccinic acid,258000.0,Upper_Arm_SkM,Control
CTL-11_R21-,Adenylosuccinic acid,319000.0,Upper_Arm_SkM,Control
4T1-17_R4-,Adenylosuccinic acid,329000.0,Lung,Tumor
4T1-21_R22-,Adenylosuccinic acid,658000.0,Lung,Tumor
4T1-25_R16-,Adenylosuccinic acid,186000.0,Lung,Tumor
CTL-4_R20-,Adenylosuccinic acid,276000.0,Lung,Control
CTL-8_R13-,Adenylosuccinic acid,175000.0,Lung,Control
CTL-12_R14-,Adenylosuccinic acid,107000.0,Lung,Control
4T1-1_R7-,UDP-glucose,1070000.0,Tibialis_anterior,Tumor
4T1-15_R11-,UDP-glucose,933000.0,Tibialis_anterior,Tumor
4T1-19_R15-,UDP-glucose,1050000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,UDP-glucose,1230000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,UDP-glucose,351000.0,Tibialis_anterior,Control
CTL-5_R2-,UDP-glucose,301000.0,Tibialis_anterior,Control
CTL-9_R1-,UDP-glucose,282000.0,Tibialis_anterior,Control
CTL-3_R6-,UDP-glucose,337000.0,Upper_Arm_SkM,Control
CTL-7_R3-,UDP-glucose,349000.0,Upper_Arm_SkM,Control
CTL-11_R21-,UDP-glucose,275000.0,Upper_Arm_SkM,Control
4T1-17_R4-,UDP-glucose,2060000.0,Lung,Tumor
4T1-21_R22-,UDP-glucose,2970000.0,Lung,Tumor
4T1-25_R16-,UDP-glucose,2060000.0,Lung,Tumor
CTL-4_R20-,UDP-glucose,1920000.0,Lung,Control
CTL-8_R13-,UDP-glucose,1130000.0,Lung,Control
CTL-12_R14-,UDP-glucose,1940000.0,Lung,Control
4T1-1_R7-,ADP-D-ribose,7430000.0,Tibialis_anterior,Tumor
4T1-15_R11-,ADP-D-ribose,3460000.0,Tibialis_anterior,Tumor
4T1-19_R15-,ADP-D-ribose,4310000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,ADP-D-ribose,6090000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,ADP-D-ribose,4130000.0,Tibialis_anterior,Control
CTL-5_R2-,ADP-D-ribose,7480000.0,Tibialis_anterior,Control
CTL-9_R1-,ADP-D-ribose,9510000.0,Tibialis_anterior,Control
CTL-3_R6-,ADP-D-ribose,5780000.0,Upper_Arm_SkM,Control
CTL-7_R3-,ADP-D-ribose,5550000.0,Upper_Arm_SkM,Control
CTL-11_R21-,ADP-D-ribose,5610000.0,Upper_Arm_SkM,Control
4T1-17_R4-,ADP-D-ribose,3410000.0,Lung,Tumor
4T1-21_R22-,ADP-D-ribose,1030000.0,Lung,Tumor
4T1-25_R16-,ADP-D-ribose,2010000.0,Lung,Tumor
CTL-4_R20-,ADP-D-ribose,2430000.0,Lung,Control
CTL-8_R13-,ADP-D-ribose,2190000.0,Lung,Control
CTL-12_R14-,ADP-D-ribose,1840000.0,Lung,Control
4T1-1_R7-,Flavin mononucleotide,104000.0,Tibialis_anterior,Tumor
4T1-15_R11-,Flavin mononucleotide,67100.0,Tibialis_anterior,Tumor
4T1-19_R15-,Flavin mononucleotide,49500.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,Flavin mononucleotide,43300.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,Flavin mononucleotide,74900.0,Tibialis_anterior,Control
CTL-5_R2-,Flavin mononucleotide,104000.0,Tibialis_anterior,Control
CTL-9_R1-,Flavin mononucleotide,65700.0,Tibialis_anterior,Control
CTL-3_R6-,Flavin mononucleotide,84500.0,Upper_Arm_SkM,Control
CTL-7_R3-,Flavin mononucleotide,58700.0,Upper_Arm_SkM,Control
CTL-11_R21-,Flavin mononucleotide,65400.0,Upper_Arm_SkM,Control
4T1-17_R4-,Flavin mononucleotide,40300.0,Lung,Tumor
4T1-21_R22-,Flavin mononucleotide,29800.0,Lung,Tumor
4T1-25_R16-,Flavin mononucleotide,34500.0,Lung,Tumor
CTL-4_R20-,Flavin mononucleotide,30600.0,Lung,Control
CTL-8_R13-,Flavin mononucleotide,25800.0,Lung,Control
CTL-12_R14-,Flavin mononucleotide,24700.0,Lung,Control
4T1-1_R7-,FAD,430000.0,Tibialis_anterior,Tumor
4T1-15_R11-,FAD,185000.0,Tibialis_anterior,Tumor
4T1-19_R15-,FAD,182000.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,FAD,181000.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,FAD,202000.0,Tibialis_anterior,Control
CTL-5_R2-,FAD,307000.0,Tibialis_anterior,Control
CTL-9_R1-,FAD,174000.0,Tibialis_anterior,Control
CTL-3_R6-,FAD,186000.0,Upper_Arm_SkM,Control
CTL-7_R3-,FAD,189000.0,Upper_Arm_SkM,Control
CTL-11_R21-,FAD,156000.0,Upper_Arm_SkM,Control
4T1-17_R4-,FAD,194000.0,Lung,Tumor
4T1-21_R22-,FAD,136000.0,Lung,Tumor
4T1-25_R16-,FAD,153000.0,Lung,Tumor
CTL-4_R20-,FAD,127000.0,Lung,Control
CTL-8_R13-,FAD,111000.0,Lung,Control
CTL-12_R14-,FAD,131000.0,Lung,Control
4T1-1_R7-,FADH2,34300.0,Tibialis_anterior,Tumor
4T1-15_R11-,FADH2,15900.0,Tibialis_anterior,Tumor
4T1-19_R15-,FADH2,13600.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,FADH2,7560.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,FADH2,18200.0,Tibialis_anterior,Control
CTL-5_R2-,FADH2,20000.0,Tibialis_anterior,Control
CTL-9_R1-,FADH2,15400.0,Tibialis_anterior,Control
CTL-3_R6-,FADH2,10600.0,Upper_Arm_SkM,Control
CTL-7_R3-,FADH2,14400.0,Upper_Arm_SkM,Control
CTL-11_R21-,FADH2,9920.0,Upper_Arm_SkM,Control
4T1-17_R4-,FADH2,15500.0,Lung,Tumor
4T1-21_R22-,FADH2,11300.0,Lung,Tumor
4T1-25_R16-,FADH2,10700.0,Lung,Tumor
CTL-4_R20-,FADH2,7000.0,Lung,Control
CTL-8_R13-,FADH2,6440.0,Lung,Control
CTL-12_R14-,FADH2,9330.0,Lung,Control
4T1-1_R7-,NADP+,25200.0,Tibialis_anterior,Tumor
4T1-15_R11-,NADP+,9380.0,Tibialis_anterior,Tumor
4T1-19_R15-,NADP+,0.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,NADP+,6630.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,NADP+,2610.0,Tibialis_anterior,Control
CTL-5_R2-,NADP+,0.0,Tibialis_anterior,Control
CTL-9_R1-,NADP+,6780.0,Tibialis_anterior,Control
CTL-3_R6-,NADP+,7080.0,Upper_Arm_SkM,Control
CTL-7_R3-,NADP+,0.0,Upper_Arm_SkM,Control
CTL-11_R21-,NADP+,9510.0,Upper_Arm_SkM,Control
4T1-17_R4-,NADP+,0.0,Lung,Tumor
4T1-21_R22-,NADP+,18000.0,Lung,Tumor
4T1-25_R16-,NADP+,0.0,Lung,Tumor
CTL-4_R20-,NADP+,2230.0,Lung,Control
CTL-8_R13-,NADP+,0.0,Lung,Control
CTL-12_R14-,NADP+,0.0,Lung,Control
4T1-1_R7-,NAD+,56800.0,Tibialis_anterior,Tumor
4T1-15_R11-,NAD+,63500.0,Tibialis_anterior,Tumor
4T1-19_R15-,NAD+,0.0,Upper_Arm_SkM,Tumor
4T1-27_R18-,NAD+,0.0,Upper_Arm_SkM,Tumor
CTL-1_R23-,NAD+,25200.0,Tibialis_anterior,Control
CTL-5_R2-,NAD+,17800.0,Tibialis_anterior,Control
CTL-9_R1-,NAD+,29400.0,Tibialis_anterior,Control
CTL-3_R6-,NAD+,0.0,Upper_Arm_SkM,Control
CTL-7_R3-,NAD+,36100.0,Upper_Arm_SkM,Control
CTL-11_R21-,NAD+,14500.0,Upper_Arm_SkM,Control
4T1-17_R4-,NAD+,0.0,Lung,Tumor
4T1-21_R22-,NAD+,0.0,Lung,Tumor
4T1-25_R16-,NAD+,0.0,Lung,Tumor
CTL-4_R20-,NAD+,0.0,Lung,Control
CTL-8_R13-,NAD+,0.0,Lung,Control
CTL-12_R14-,NAD+,0.0,Lung,Control
