Protein_A,Protein_B,Correlation,P_value,N_Observations,Interaction_Type,Mean_Delta_A,Mean_Delta_B
Fetub,Orm1,0.9733462941893813,0.026653705810618877,4,Synergistic (both change together),0.25905854719212806,0.17243384044013263
Fmod,Gsn,-0.9733167382855521,0.026683261714448125,4,Antagonistic (opposite changes),-0.2573831207890924,-0.31076056939475827
Cpa3,Rab35,-0.9733149927201936,0.02668500727980616,4,Antagonistic (opposite changes),0.20898202127617832,-0.16047460521572177
Ctsl,Orm1,-0.9732619351262447,0.02673806487375563,4,Antagonistic (opposite changes),-0.21757323287612604,0.17243384044013263
Ces1d,Fmod,-0.9732520658897947,0.026747934110205485,4,Antagonistic (opposite changes),0.37289938212478,-0.2573831207890924
Gars,Hspa5,-0.9732349031928285,0.026765096807171762,4,Antagonistic (opposite changes),0.04325489382171745,0.17138905423694464
Gpx3,Hc,-0.9732304910287797,0.026769508971220102,4,Antagonistic (opposite changes),0.321961856127756,0.5471800440083119
Ache,Aoc3,-0.9732245611140283,0.02677543888597156,4,Antagonistic (opposite changes),0.15257381335870562,-0.3222148724611824
Afm,Ppia,0.9732129857100011,0.026787014289998856,4,Synergistic (both change together),0.0330098767187093,0.09816358718028863
Anxa6,Htra1,-0.9731893360216572,0.026810663978342975,4,Antagonistic (opposite changes),-0.01548985273788216,0.29395103249847976
Psap,Tgfbi,0.9731792357710451,0.02682076422895463,4,Synergistic (both change together),0.2231065192356274,0.09389838048965601
Anxa5,Smc3,-0.9731397509696966,0.026860249030303596,4,Antagonistic (opposite changes),-0.10266827745787159,-0.06237250841493783
Fbn2,Orm1,-0.9731328266967337,0.026867173303266156,4,Antagonistic (opposite changes),-0.7112500861170845,0.17243384044013263
ANXA6,MXRA5,0.97313202093051,0.026867979069490122,4,Synergistic (both change together),-0.42657150356799134,-0.2681169061886037
Ctsz,Sord,0.9731155334295459,0.02688446657045418,4,Synergistic (both change together),-0.08211755585252913,0.13425840097974795
FGB,FLG,-0.9730875889743451,0.02691241102565467,4,Antagonistic (opposite changes),0.2666932262608779,-0.3194596470029014
Dbi,Fbn2,-0.9730833231623421,0.02691667683765786,4,Antagonistic (opposite changes),0.26148918436731183,-0.7112500861170845
Hnrnpa2b1,Kars,0.973059104010229,0.026940895989771008,4,Synergistic (both change together),-0.09142218569445996,0.0002467766441156677
1300017J02Rik,Serpina1a,0.9730155213719317,0.02698447862806841,4,Synergistic (both change together),0.08925198769092499,0.1507602124736938
Dnpep,Kng1,0.9729912139138184,0.027008786086181624,4,Synergistic (both change together),0.013996977867326671,0.11413980764144824
Hp,Itih1,0.9729866752278112,0.02701332477218865,4,Synergistic (both change together),1.7847414333738036,0.6267288516698676
Ngly1,S100a10,0.9729675397541058,0.02703246024589423,4,Synergistic (both change together),-0.05749128767729124,-0.09003211844460443
Cdh13,Them6,-0.9729588593179456,0.02704114068205432,4,Antagonistic (opposite changes),-0.02274057445397875,0.2547747658241129
Rpsa,Serpine2,-0.9729478593602559,0.02705214063974415,4,Antagonistic (opposite changes),-0.14062636673719567,0.3156259941062996
Ist1,Serpine2,-0.9729438936862805,0.027056106313719575,4,Antagonistic (opposite changes),-0.022836687680867798,0.3156259941062996
Hpx,Mydgf,-0.972934865542056,0.027065134457944007,4,Antagonistic (opposite changes),0.24879386897813585,-0.1695685876224611
Fabp3,Fetub,-0.9728925873340121,0.02710741266598804,4,Antagonistic (opposite changes),0.16422005596912295,0.25905854719212806
Aldoa,Col1a2,-0.9728573885865521,0.02714261141344787,4,Antagonistic (opposite changes),0.05394101449516653,-0.06948140273031261
Rab35,Them6,-0.9728544311828986,0.027145568817101395,4,Antagonistic (opposite changes),-0.16047460521572177,0.2547747658241129
Cd163,Hsph1,-0.9728482754889035,0.027151724511096598,4,Antagonistic (opposite changes),-0.10572072323323695,-0.25796151537909934
Dpep1,Mfge8,-0.9728439009876636,0.027156099012336732,4,Antagonistic (opposite changes),-0.15880462904904108,0.4470257997567373
Col4a2,Prkaca,0.9728226696997512,0.027177330300248714,4,Synergistic (both change together),0.3053855742063106,-0.06250208101655164
Pxdn,Serpinf2,0.9728226218412683,0.005356323398454246,5,Synergistic (both change together),-0.5038188663918073,0.09202250923697206
Dag1,Gsn,-0.9727762002923438,0.027223799707656315,4,Antagonistic (opposite changes),0.002968639191082416,-0.31076056939475827
Aspn,C3,-0.9727622742166939,0.0272377257833063,4,Antagonistic (opposite changes),0.8675906527098076,-0.32184217969782214
Erap1,Klkb1,0.9727374952855656,0.027262504714434588,4,Synergistic (both change together),-0.058575013685855215,-0.042402043006857924
C3,Cst3,-0.9727131357305299,0.027286864269470357,4,Antagonistic (opposite changes),-0.32184217969782214,-0.17247744280367172
ABI3BP,MFAP4,-0.9727127103435121,0.027287289656487967,4,Antagonistic (opposite changes),-0.0349138422020325,-0.4483344475726526
FLG,S100A9,-0.9726921108576123,0.027307889142387687,4,Antagonistic (opposite changes),-0.3194596470029014,-0.010303802311685428
Itgb4,Sri,0.9726459091288283,0.0273540908711718,4,Synergistic (both change together),-0.11767274934050176,-0.06816922747632993
COL8A1,CTSC,-0.9726047009880141,0.027395299011985674,4,Antagonistic (opposite changes),-0.12226875987804846,-0.0013548985162491216
Mug1,Sparc,0.9725805352241538,0.027419464775846114,4,Synergistic (both change together),-0.19227563506515066,-0.6974659493990191
Nid1,Vwf,0.972556602148511,0.027443397851489193,4,Synergistic (both change together),0.08411441288380087,0.06624495371875155
Car2,Pecam1,-0.9725294774001084,0.027470522599891467,4,Antagonistic (opposite changes),-0.09024188257118157,-0.1385846043865298
Gstm2,Nucb1,-0.9725160251646797,0.02748397483532017,4,Antagonistic (opposite changes),0.6497362354779427,0.06905770924130639
Lamp2,Mfge8,0.9724979693240835,0.027502030675916167,4,Synergistic (both change together),-0.0759407310642211,0.4470257997567373
LEPRE1,POSTN,0.9724816093122779,0.027518390687721883,4,Synergistic (both change together),-0.6599620857774359,0.5602092460518817
Dnajb11,Ehd2,-0.9724661027477702,0.027533897252229877,4,Antagonistic (opposite changes),-0.11066216806718696,-0.1170719221449495
Cfh,Tnc,-0.9724387811938894,0.02756121880611051,4,Antagonistic (opposite changes),0.12512010615323926,-0.35475535406550646
1300017J02Rik,Gpt,0.9724266629104771,0.02757333708952281,4,Synergistic (both change together),0.08925198769092499,0.061401770498920746
COL5A2,F12,-0.9724137793112679,0.02758622068873251,4,Antagonistic (opposite changes),-0.21094189271186764,0.5489371884418162
Fgb,Serping1,-0.9723942958685736,0.02760570413142638,4,Antagonistic (opposite changes),-0.19403683195306473,-0.10599556322485633
F2,Tgfbi,-0.972375011158815,0.005488822631659431,5,Antagonistic (opposite changes),0.10975213063134506,0.1197840907741486
FGG,IGFALS,0.97237413970114,0.001134240371171211,6,Synergistic (both change together),1.1255045758112765,0.6169740643275367
Clic1,F13a1,0.9723703917065569,0.027629608293442853,4,Synergistic (both change together),-0.4228125934615976,-0.2996175792301661
Col4a2,Serpina3n,0.9723548054075645,0.027645194592435196,4,Synergistic (both change together),0.12189942526353059,0.326301392848731
Mydgf,Sri,-0.972352473061609,0.02764752693839112,4,Antagonistic (opposite changes),-0.1695685876224611,-0.06816922747632993
Hsp90ab1,Plg,-0.9723480893903675,0.02765191060963268,4,Antagonistic (opposite changes),-0.1619979678701156,0.018907016857199102
Lpl,Serpinc1,-0.9722939091122301,0.027706090887769985,4,Antagonistic (opposite changes),-0.07923030410836004,0.3005210848076843
Ddt,Gpt,-0.972263802475176,0.027736197524824036,4,Antagonistic (opposite changes),0.0595658920409717,0.061401770498920746
ANXA11,SPARC,-0.9722331201000357,0.00024309754390787895,7,Antagonistic (opposite changes),-0.15201497474112294,-0.057609352805623036
Dcn,Gpx3,0.9722165941552829,0.027783405844717057,4,Synergistic (both change together),-0.22139145235374513,0.321961856127756
ANXA7,SERPINB6,0.972205261472355,0.001148084856990353,6,Synergistic (both change together),-0.22250072252100472,-0.09038445099938412
Hspb6,Pebp1,-0.9721886720663956,0.027811327933604524,4,Antagonistic (opposite changes),0.2563492331972402,0.34764380169965486
Alpl,Lipe,-0.9721746741886995,0.027825325811300594,4,Antagonistic (opposite changes),0.39549052913049204,-0.23308377747611564
Fbln1,Serpinb6a,0.972157492213508,0.027842507786491666,4,Synergistic (both change together),-0.009390092171563523,0.6280671356430535
Hnrnpm,Ppt1,0.9721469623027462,0.02785303769725367,4,Synergistic (both change together),-0.10976388209466809,0.7948489901554838
Gsto1,Lamp2,0.9721333238564741,0.027866676143526004,4,Synergistic (both change together),0.28726115657276263,-0.0759407310642211
Ckm,Mug1,0.9720878880757399,0.02791211192426024,4,Synergistic (both change together),0.01967267735735255,-0.19227563506515066
Copa,Entpd2,-0.9720799038514409,0.027920096148558837,4,Antagonistic (opposite changes),-0.19231352895734918,-0.23053914908504808
COL6A1,FLG,-0.9720375895724475,0.02796241042755243,4,Antagonistic (opposite changes),-0.23690460970795266,-0.3194596470029014
Dnajc8,Lrpap1,0.9720355792563307,0.02796442074366956,4,Synergistic (both change together),-0.03588852887966833,0.05739529601789537
Cfb,Prkacb,0.972032194765622,0.02796780523437814,4,Synergistic (both change together),0.005440962940836028,0.10634188899265487
Ctsl,Hsph1,0.9719928757396449,0.028007124260355454,4,Synergistic (both change together),-0.21757323287612604,-0.25796151537909934
Ahsg,Clu,-0.9719872575527229,0.028012742447276917,4,Antagonistic (opposite changes),-0.1425066639822143,0.3119124778682617
LGALS8,S100A9,-0.9719742228880902,0.0280257771119099,4,Antagonistic (opposite changes),-0.12470678916026129,0.10073173203393895
Dcn,Gpi1,-0.971969069311469,0.02803093068853091,4,Antagonistic (opposite changes),-0.22139145235374513,0.09574925746958093
FGA,ITIH1,0.9719392870900089,2.622244807990429e-06,10,Synergistic (both change together),0.7035657814511349,0.5338200839586702
Clic1,Hnrnpm,-0.9719270015718836,0.02807299842811606,4,Antagonistic (opposite changes),-0.4228125934615976,-0.10976388209466809
Lipe,Serpina1e,0.9719156113225345,0.028084388677465544,4,Synergistic (both change together),-0.23308377747611564,-0.4221065553718247
Emilin1,Tgfbi,0.9718503243711676,0.028149675628832416,4,Synergistic (both change together),-0.19284067388733678,0.10544091016897944
Ckm,Serpinf2,0.971841362803065,0.02815863719693512,4,Synergistic (both change together),0.01967267735735255,0.1841569621494981
Aqp1,Serpina1d,0.9718354419043405,0.028164558095659542,4,Synergistic (both change together),0.09622933993731105,-0.12071168449420207
C3,Lum,-0.9717996794246636,0.0282003205753365,4,Antagonistic (opposite changes),-0.32184217969782214,0.06522139093186242
ITIH1,SEMA3A,0.9717995574354747,0.028200442564525474,4,Synergistic (both change together),1.2794400166024125,0.4940292922118666
Cp,Gstm5,-0.9717701232487721,0.028229876751228122,4,Antagonistic (opposite changes),0.15682940519929078,0.18472964447974596
ANXA11,LEPRE1,0.9716626733867094,0.028337326613290692,4,Synergistic (both change together),-0.2604599532318941,-0.6599620857774359
Col5a2,Dbi,-0.9716356662895969,0.028364333710403145,4,Antagonistic (opposite changes),0.13847907663251285,0.26148918436731183
Cp,Lamp2,-0.9716281842152527,0.028371815784747456,4,Antagonistic (opposite changes),0.15682940519929078,-0.0759407310642211
ANXA4,SDC1,-0.9716275737923517,0.02837242620764835,4,Antagonistic (opposite changes),-0.08485129330106594,-0.0004975816954502221
Mug1,Nenf,0.9716208130003179,0.028379186999682338,4,Synergistic (both change together),-0.19227563506515066,0.060090179704844704
Mmrn2,Serpine2,-0.9715998819247215,0.005720780492189779,5,Antagonistic (opposite changes),-0.11004488395328227,0.22201332581385338
SRPX,THBS1,-0.9715886826669432,0.028411317333056685,4,Antagonistic (opposite changes),0.16829204522089067,0.07735672450414535
Calu,Fn1,0.9715801964440169,0.028419803555983503,4,Synergistic (both change together),-0.029751263358006874,-0.394116282726223
COL6A1,SEMA3A,-0.9715771964152747,0.028422803584725376,4,Antagonistic (opposite changes),-0.23571873122268316,0.4940292922118666
Ago2,Calu,-0.9715708978192206,0.02842910218077943,4,Antagonistic (opposite changes),0.018853926073340327,-0.029751263358006874
Bag6,Hspd1,0.9715642904545788,0.028435709545421295,4,Synergistic (both change together),0.004478014122906805,-0.06690810148408355
Col1a1,Mug1,-0.9715612297068288,0.028438770293171434,4,Antagonistic (opposite changes),-0.04894098938936353,-0.19227563506515066
Clic1,Itih3,-0.9715360035503133,0.028463996449686446,4,Antagonistic (opposite changes),-0.4228125934615976,0.6320010352031498
Cdh13,Copa,0.9715142690404216,0.028485730959578293,4,Synergistic (both change together),-0.02274057445397875,-0.19231352895734918
Alpl,Lpl,0.9715023378760421,0.0284976621239581,4,Synergistic (both change together),0.39549052913049204,-0.07923030410836004
Entpd2,Klkb1,0.9714960012420778,0.02850399875792231,4,Synergistic (both change together),-0.23053914908504808,-0.042402043006857924
Fam213a,Hdgf,0.9714828290545868,0.02851717094541284,4,Synergistic (both change together),0.589164138815103,0.05948211113745992
COL2A1,SERPINA4,-0.9714640833163622,0.005761742935804215,5,Antagonistic (opposite changes),-0.14225761784758673,0.9650386550686306
Col1a2,Nenf,-0.9714586610129682,0.028541338987031928,4,Antagonistic (opposite changes),-0.06948140273031261,0.060090179704844704
Apod,Rab35,-0.9714443881486988,0.028555611851301288,4,Antagonistic (opposite changes),0.46313494957556,-0.16047460521572177
Hsph1,Ppia,-0.9713944467169304,0.028605553283069574,4,Antagonistic (opposite changes),-0.25796151537909934,0.09816358718028863
Ache,Igf2r,0.971365578534926,0.028634421465074222,4,Synergistic (both change together),0.15257381335870562,0.05342585512484633
Apod,F13a1,0.9713410323530356,0.028658967646964406,4,Synergistic (both change together),0.46313494957556,-0.2996175792301661
Lama2,Serpinb6a,-0.9713365482901029,0.028663451709896925,4,Antagonistic (opposite changes),-0.054869258498305325,0.6280671356430535
Car2,Col15a1,0.971336180505323,0.02866381949467689,4,Synergistic (both change together),-0.09024188257118157,-0.4037453910430263
Cap2,Ngly1,0.9713358409263387,0.028664159073661155,4,Synergistic (both change together),-0.08171225669181671,-0.05749128767729124
Cfi,Fetub,0.971331363244063,0.028668636755936783,4,Synergistic (both change together),0.2688985139460397,0.25905854719212806
Col6a1,Naxe,-0.971294211630745,0.028705788369255192,4,Antagonistic (opposite changes),-0.17032615236908155,0.28034085492071065
Nid2,Serping1,0.9712740836750133,0.028725916324986667,4,Synergistic (both change together),-0.2118766697260235,-0.10599556322485633
Cdh13,Pdcd6ip,0.9712482974723944,0.028751702527605394,4,Synergistic (both change together),-0.02274057445397875,0.03266990978311041
Hspa5,Serpinb1a,0.9711630337379605,0.028836966262039354,4,Synergistic (both change together),0.17138905423694464,-0.06546113809693144
LEPRE1,SPARC,-0.9711613147276406,0.028838685272359443,4,Antagonistic (opposite changes),-0.6599620857774359,-0.008639286667031981
Alb,Hpx,0.9711389212455925,0.028861078754407243,4,Synergistic (both change together),0.044912550606401154,0.24879386897813585
Dhrs7c,Igf2r,0.971119392138148,0.02888060786185198,4,Synergistic (both change together),-0.3113219713800227,0.05342585512484633
Ist1,Phospho1,0.9711105723860705,0.02888942761392954,4,Synergistic (both change together),-0.022836687680867798,-0.3024302401690824
Ckm,Col5a2,-0.9710792378178471,0.028920762182153004,4,Antagonistic (opposite changes),0.01967267735735255,0.13847907663251285
COL6A2,LRG1,-0.9710512735554339,0.02894872644456581,4,Antagonistic (opposite changes),0.0475916595513773,0.6621244494612866
COL11A2,LUM,-0.9710116189149436,0.00589891749141256,5,Antagonistic (opposite changes),-0.5354841120873555,-0.1106002986817483
Dbi,Serpinf2,0.9710111551153374,0.028988844884662468,4,Synergistic (both change together),0.26148918436731183,0.1841569621494981
Gsn,Trf,0.9710037563447013,0.02899624365529907,4,Synergistic (both change together),-0.31076056939475827,0.1537597363424321
Sri,Tgfbi,-0.9709910070992327,0.029008992900767305,4,Antagonistic (opposite changes),-0.06816922747632993,0.09389838048965601
Ppt1,Serpinb6a,-0.9709418919074485,0.029058108092551382,4,Antagonistic (opposite changes),0.7948489901554838,0.6280671356430535
ANXA7,SFRP4,0.970900121840737,0.02909987815926307,4,Synergistic (both change together),-0.18584948647347735,0.15521997002126944
OMD,THBS2,0.9708941496758736,0.029105850324126603,4,Synergistic (both change together),0.21073914086328183,-0.029164118660176055
COL11A1,KNG1,-0.9708325293436955,0.005953505427949788,5,Antagonistic (opposite changes),-0.3870088942916178,0.7629412057610763
Alb,Col6a2,-0.9708312642325395,0.029168735767460152,4,Antagonistic (opposite changes),0.044912550606401154,-0.0869233573262827
Alb,Ppia,0.9708162580819004,0.02918374191809958,4,Synergistic (both change together),0.044912550606401154,0.09816358718028863
ANGPTL2,SERPINE1,-0.9707904739656265,0.029209526034373656,4,Antagonistic (opposite changes),0.4957942668182766,0.08248756907183502
C4b,Klkb1,0.9707805093307083,0.02921949066929197,4,Synergistic (both change together),-0.16706854691766057,-0.042402043006857924
Pgk1,Rnh1,0.970773924682808,0.029226075317192013,4,Synergistic (both change together),0.009970594432102596,0.16564272813652675
Trf,Xdh,0.9707098646652549,0.029290135334745004,4,Synergistic (both change together),0.1537597363424321,0.018892143959463648
Ctsd,Serpinb6,0.9706936295265488,0.029306370473451082,4,Synergistic (both change together),0.35711881767431264,0.0411076873941007
Emilin1,Tgm2,0.9706925232815223,0.029307476718477776,4,Synergistic (both change together),-0.19284067388733678,-0.19279082124537303
ITIH4,SERPINA4,0.9706903132291265,0.0002780534800397867,7,Synergistic (both change together),0.8327633975097025,0.73109649474363
COL21A1,COL6A2,0.9706283496297662,0.029371650370233926,4,Synergistic (both change together),-0.5664816898463472,0.05418675734052697
Anpep,Serpina1b,-0.9706265783916469,0.029373421608353212,4,Antagonistic (opposite changes),-0.10398260952994878,0.1435115544526642
Hcfc1,Htra1,0.9705740742449398,0.0294259257550602,4,Synergistic (both change together),-0.07198216266714495,0.29395103249847976
Egln1,Tinagl1,-0.9705268487964752,0.02947315120352445,4,Antagonistic (opposite changes),-0.09491260247231065,0.2182957595525906
Ccdc134,Dpt,0.9705099662465646,0.02949003375343562,4,Synergistic (both change together),-0.13465811493676802,0.12363445641387355
COL16A1,FMOD,0.9704921721395554,0.006057704344876181,5,Synergistic (both change together),-0.1813757262508404,-0.2158853896848313
Arhgdia,Vwa1,-0.9704902332755307,0.029509766724469255,4,Antagonistic (opposite changes),-0.05441735428205326,-0.00565822137083833
ANXA11,SEMA3C,0.9704863094472794,0.0060595043943553325,5,Synergistic (both change together),-0.09577664132197167,0.0710266671149843
Dlg1,Slc2a4,0.9704805691909957,0.0295194308090041,4,Synergistic (both change together),-0.16179629791900502,0.018509977216219706
Cdnf,F13a1,0.970480163989862,0.029519836010137857,4,Synergistic (both change together),0.3806571223507656,-0.2996175792301661
Pecam1,Txn1,-0.970461008407866,0.0295389915921338,4,Antagonistic (opposite changes),-0.1385846043865298,0.06490360830792552
Apoa1,Gpt,0.970448619397056,0.029551380602943933,4,Synergistic (both change together),-0.39560644246021776,0.061401770498920746
Anxa1,Dhrs7c,-0.9703511319703397,0.02964886802966027,4,Antagonistic (opposite changes),-0.3186265774664915,-0.3113219713800227
Adam9,Dcn,0.970310629986014,0.029689370013985972,4,Synergistic (both change together),-0.012479782885688729,0.005730349522941724
Ahsg,Cat,-0.9702959735112661,0.029704026488733604,4,Antagonistic (opposite changes),-0.1425066639822143,0.008931961824056249
Hc,Pfn1,0.9702682669816453,0.029731733018354634,4,Synergistic (both change together),0.5471800440083119,-0.03108680612118675
COL2A1,LAMA5,0.9702581903181705,0.0002883482420007028,7,Synergistic (both change together),0.10611326680673439,-0.06477525382213642
Lrpap1,Pfn1,-0.9702491256958029,0.029750874304197428,4,Antagonistic (opposite changes),0.05739529601789537,-0.03108680612118675
ANXA11,IGFBP3,0.9702028871684987,0.029797112831501327,4,Synergistic (both change together),-0.11715441203952158,0.09365598338169633
Alb,Col2a1,-0.970194766376324,0.02980523362367582,4,Antagonistic (opposite changes),0.044912550606401154,0.34045890371699195
Cspg4,Nid1,-0.9701859802332173,0.029814019766782884,4,Antagonistic (opposite changes),-0.16960393533131374,0.08411441288380087
NRP1,TGM2,0.9701845172260722,0.02981548277392765,4,Synergistic (both change together),0.11721597939258753,-0.2089775806337716
Cfh,Pkm,0.9701631674610434,0.029836832538956415,4,Synergistic (both change together),0.12512010615323926,0.04277795202409243
Gars,Hsp90ab1,0.9701473439384896,0.02985265606151044,4,Synergistic (both change together),0.04325489382171745,-0.1619979678701156
Htra1,Vwf,-0.9701435944208384,0.029856405579161693,4,Antagonistic (opposite changes),0.29395103249847976,0.06624495371875155
Col14a1,Lrpap1,-0.9701363588067382,0.029863641193261792,4,Antagonistic (opposite changes),-1.405254866366115,0.05739529601789537
C4b,Fgb,-0.9700767114540081,0.02992328854599191,4,Antagonistic (opposite changes),-0.16706854691766057,-0.1961001819011666
Itih3,Stx4a,0.9700596568269986,0.029940343173000983,4,Synergistic (both change together),0.6320010352031498,-0.1474896570727944
Anxa4,Lamb2,0.9700571686328211,0.02994283136717879,4,Synergistic (both change together),0.1236211162336041,0.11615392113468478
Apoa1,Col4a1,-0.9700273852803977,0.02997261471960222,4,Antagonistic (opposite changes),-0.39560644246021776,0.44388680100513295
Anxa7,Serpinh1,0.9700172229853227,0.02998277701467722,4,Synergistic (both change together),-0.10805345681030651,-0.29503137412238273
Nucb1,Ogn,-0.9700118298474512,0.029988170152548843,4,Antagonistic (opposite changes),0.06905770924130639,-0.09866200009586586
Ecm1,Plaa,-0.9700057455896753,0.02999425441032466,4,Antagonistic (opposite changes),-0.06167971049624628,-0.049941224667078
C1QC,FBN1,-0.9699945727678254,0.0013369811669890024,6,Antagonistic (opposite changes),0.12993291100059914,-0.07758273121094673
Ctsd,Hspa5,-0.9699754423610275,0.030024557638972604,4,Antagonistic (opposite changes),0.4631928324842338,0.17138905423694464
Matn2,Nid1,-0.9699716206092391,0.030028379390760973,4,Antagonistic (opposite changes),-0.20391200332725978,0.08411441288380087
Lman2,Rab5b,0.9699710775375316,0.030028922462468355,4,Synergistic (both change together),-0.1597514979180267,0.06638916200118529
Serpinh1,Vldlr,-0.9699677076153786,0.030032292384621684,4,Antagonistic (opposite changes),-1.0251722169272433,-0.05506605120284085
Ace,Apod,0.9699599767344865,0.03004002326551336,4,Synergistic (both change together),-0.38669015626434083,0.46313494957556
B2m,Cma1,0.9698988974386212,0.0301011025613791,4,Synergistic (both change together),-0.1375941108934341,0.19869858032458715
FLG,S100A8,-0.9698869379283249,0.030113062071674968,4,Antagonistic (opposite changes),-0.3194596470029014,-0.14792968708055146
Col1a1,Naxe,-0.9698704717808421,0.030129528219158264,4,Antagonistic (opposite changes),-0.04894098938936353,0.28034085492071065
Dpt,Fbn2,0.9698495216405802,0.006256064851874902,5,Synergistic (both change together),0.030974053714776996,-1.0378713336052638
Ddt,Tgfbi,0.9698381130838157,0.030161886916184377,4,Synergistic (both change together),0.0595658920409717,0.09389838048965601
Ctsl,Postn,0.9698211163521597,0.0062648808937905785,5,Synergistic (both change together),-0.14266584074525043,-0.5357349813059273
Apoa1,Tgfbi,-0.9698157441570854,0.03018425584291462,4,Antagonistic (opposite changes),-0.39560644246021776,0.09389838048965601
Postn,Slmap,0.9698030960780171,0.03019690392198271,4,Synergistic (both change together),-0.6654282599390146,0.04837730760344744
Dpt,Hc,-0.9698024460163825,0.030197553983617453,4,Antagonistic (opposite changes),0.12363445641387355,0.5471800440083119
Lrpap1,Rnh1,-0.9698023878140912,0.03019761218590933,4,Antagonistic (opposite changes),0.05739529601789537,0.16564272813652675
Alb,Anxa2,0.9698007984738407,0.030199201526159403,4,Synergistic (both change together),0.044912550606401154,-0.4083203054283943
ANXA5,THBS2,0.9697817836745409,0.0302182163254594,4,Synergistic (both change together),-0.34235134882063456,-0.029164118660176055
Ccdc134,Hdgf,-0.9697797261538663,0.03022027384613346,4,Antagonistic (opposite changes),-0.13465811493676802,0.05948211113745992
Col2a1,Dag1,0.9697276039774521,0.030272396022548165,4,Synergistic (both change together),0.34045890371699195,0.002968639191082416
Ace,Gsn,0.9697253403761444,0.03027465962385545,4,Synergistic (both change together),-0.38669015626434083,-0.31076056939475827
Anxa2,Cnp,0.969720299153264,0.030279700846736368,4,Synergistic (both change together),-0.4083203054283943,-0.17694596434934542
Col6a1,Ngly1,-0.9697196285413978,0.030280371458602184,4,Antagonistic (opposite changes),0.34927857838990733,-0.05749128767729124
CD109,SERPINB6,0.9697164375618227,0.030283562438177425,4,Synergistic (both change together),-0.49829619702412553,-0.37079971220220104
Apoe,Vtn,-0.9697096423242354,0.03029035767576449,4,Antagonistic (opposite changes),-0.24188406260688855,0.210823686875976
Anxa5,Cfl1,0.9696853291097483,0.03031467089025175,4,Synergistic (both change together),-0.10266827745787159,-0.22900196451889687
LRG1,SERPINA1,0.9696780494656508,0.03032195053434905,4,Synergistic (both change together),0.6621244494612866,0.47268351699914346
FGA,FGB,0.969646475386463,3.5801986087234492e-06,10,Synergistic (both change together),0.7035657814511349,0.7383429907808443
Alpl,Itih3,0.9696231388325809,0.03037686116741911,4,Synergistic (both change together),0.39549052913049204,0.6320010352031498
Kars,Lrpap1,-0.9696202345113486,0.030379765488651733,4,Antagonistic (opposite changes),0.0002467766441156677,0.05739529601789537
Gars,Sod1,0.9696132854430172,0.03038671455698294,4,Synergistic (both change together),0.04325489382171745,0.1308741302964665
IGFBP3,SEMA3C,0.9695929507821152,0.03040704921788473,4,Synergistic (both change together),0.09365598338169633,0.053389217413302
Fmod,Pzp,-0.9695476062742886,0.030452393725711513,4,Antagonistic (opposite changes),-0.2573831207890924,-0.07157697862141729
Fgb,Klkb1,-0.9695399231242258,0.030460076875774345,4,Antagonistic (opposite changes),-0.1961001819011666,-0.042402043006857924
Naxe,Nenf,0.9695143965300349,0.030485603469965206,4,Synergistic (both change together),0.28034085492071065,0.060090179704844704
CD109,SERPINH1,0.9694747393800072,0.006372712729166819,5,Synergistic (both change together),-0.5215845234201114,-0.4676004598179003
Hpx,Slmap,-0.9694689945914767,0.03053100540852327,4,Antagonistic (opposite changes),0.24879386897813585,0.04837730760344744
Apoa2,Ctsl,-0.9694646079487613,0.030535392051238786,4,Antagonistic (opposite changes),-0.3321928697678335,-0.21757323287612604
PRG2,SERPINF1,0.9694616721600133,0.006376792577052187,5,Synergistic (both change together),0.03537611153885473,-0.15282435127058655
Cfh,Dbi,0.9694351162809447,0.030564883719055302,4,Synergistic (both change together),0.12512010615323926,0.26148918436731183
ITIH1,SERPINE1,0.9694052806153736,0.030594719384626323,4,Synergistic (both change together),1.3650073996067724,0.08248756907183502
Hsp90ab1,Serpinb1a,-0.9694034482000473,0.030596551799952465,4,Antagonistic (opposite changes),-0.1619979678701156,-0.06546113809693144
ECM1,F12,0.9693616192064374,0.030638380793562625,4,Synergistic (both change together),0.5607664421845899,0.5489371884418162
Cspg4,Vwa5a,0.969340916730715,0.030659083269285015,4,Synergistic (both change together),-0.16960393533131374,-0.13729575924966564
Anxa4,Col1a1,-0.9693031994005211,0.03069680059947877,4,Antagonistic (opposite changes),0.1236211162336041,-0.10866054463531721
Afm,Ddt,-0.9692906588757105,0.03070934112428958,4,Antagonistic (opposite changes),0.0330098767187093,0.0595658920409717
PLG,THBS2,0.9692649268385904,0.030735073161409776,4,Synergistic (both change together),1.7171437398609317,-0.029164118660176055
Cma1,Entpd2,0.9692609942210177,0.030739005778982254,4,Synergistic (both change together),0.19869858032458715,-0.23053914908504808
Naxe,Tgfbi,-0.9692545288143908,0.03074547118560922,4,Antagonistic (opposite changes),0.28034085492071065,0.09389838048965601
CD109,NID2,0.9692250296134801,0.006450825642587083,5,Synergistic (both change together),-0.5215845234201114,-0.46256183126827805
Fbn2,Fetub,-0.9692101945428953,0.030789805457104746,4,Antagonistic (opposite changes),-0.7112500861170845,0.25905854719212806
F2,Postn,-0.9691983734854732,0.006459182562269348,5,Antagonistic (opposite changes),0.10975213063134506,-0.5357349813059273
