Source,Target,Correlation,Evidence
TNXB,DSPP,-1.0,Co-regulation
DSPP,VWF,0.7749290432444675,Co-regulation
Dspp,Dcn,-0.8534347533552231,Co-regulation
Dcn,Efemp2,1.0,Co-regulation
Egfl7,Dcn,1.0,Co-regulation
Egln1,Dcn,0.7790675326525244,Co-regulation
F10,Dcn,0.8327851867352825,Co-regulation
F13b,Dcn,-0.8284536543661738,Co-regulation
F2,Dcn,-0.9520460031916547,Co-regulation
Dcn,F9,0.9999999999999996,Co-regulation
Fbln1,Dcn,-0.8239512664711031,Co-regulation
Fbn1,Dcn,0.7813971819270891,Co-regulation
Fcna,Dcn,0.9999999999999993,Co-regulation
Dcn,Fgf1,-0.7946420280828744,Co-regulation
Fgl2,Dcn,1.0,Co-regulation
Fmod,Dcn,0.9999999999999999,Co-regulation
Fstl1,Dcn,-1.0,Co-regulation
Gas6,Dcn,1.0000000000000002,Co-regulation
Hapln1,Dcn,1.0,Co-regulation
Hmcn1,Dcn,0.9999999999999999,Co-regulation
Hpx,Dcn,-0.8173558860604699,Co-regulation
Dcn,Igf2,-1.0,Co-regulation
Igfbp5,Dcn,-1.0,Co-regulation
Dcn,Igfbp6,-0.9999999999999999,Co-regulation
Igfbp7,Dcn,0.782883287786684,Co-regulation
Itih3,Dcn,-0.7278049556469971,Co-regulation
Dcn,Lama1,0.9790129993922952,Co-regulation
Dcn,Lgalsl,-0.8524557194159234,Co-regulation
Dcn,Lgi1,-1.0,Co-regulation
Dcn,Loxl1,1.0,Co-regulation
Ltbp2,Dcn,1.0,Co-regulation
Matn2,Dcn,0.7193568948876803,Co-regulation
Matn4,Dcn,1.0000000000000002,Co-regulation
Mgp,Dcn,-1.0,Co-regulation
Dcn,Mmp2,0.9796882916837054,Co-regulation
Dcn,Npnt,0.9999999999999999,Co-regulation
Dcn,Ogn,0.9369151278845126,Co-regulation
P3h1,Dcn,-0.9999999999999996,Co-regulation
Pcolce2,Dcn,0.9999999999999997,Co-regulation
Plod1,Dcn,-0.770842459830089,Co-regulation
Plod3,Dcn,-0.8770647327121341,Co-regulation
Dcn,Plxdc2,-0.8780352456209505,Co-regulation
Plxnd1,Dcn,-0.9825377665076019,Co-regulation
Podn,Dcn,-0.9999999999999996,Co-regulation
Dcn,Prg2,-1.0,Co-regulation
Dcn,S100a16,0.9842101164212345,Co-regulation
Dcn,S100a9,-0.9474752752217568,Co-regulation
Dcn,S100b,1.0,Co-regulation
S100g,Dcn,1.0,Co-regulation
Sdc1,Dcn,1.0000000000000002,Co-regulation
Sema3b,Dcn,1.0,Co-regulation
Sema3c,Dcn,0.9999999999999999,Co-regulation
Dcn,Sema4b,1.0000000000000002,Co-regulation
Dcn,Sema7a,-0.971299814790884,Co-regulation
Serpina10,Dcn,1.0,Co-regulation
Serpina1a,Dcn,0.9520079849579892,Co-regulation
Serpina1c,Dcn,-0.9898377046415308,Co-regulation
Serpinb6b,Dcn,1.0,Co-regulation
Dcn,Serpinb9,0.9783498984910971,Co-regulation
Dcn,Serpind1,0.8116625137980698,Co-regulation
Serpinf2,Dcn,-0.7165896749126682,Co-regulation
Sfrp1,Dcn,0.9999999999999993,Co-regulation
Slit3,Dcn,1.0,Co-regulation
Smoc2,Dcn,-1.0,Co-regulation
Srpx,Dcn,1.0,Co-regulation
Dcn,Srpx2,0.9999999999999999,Co-regulation
Tgm1,Dcn,-1.0,Co-regulation
Thbs3,Dcn,-0.9999999999999999,Co-regulation
Tnxb,Dcn,1.0,Co-regulation
Vwa9,Dcn,-1.0,Co-regulation
Wnt4,Dcn,0.9999999999999999,Co-regulation
Dspp,Dpt,-0.9999999999999999,Co-regulation
Ecm1,Dpt,0.8530625056486162,Co-regulation
Efemp2,Dpt,1.0000000000000007,Co-regulation
Egfl7,Dpt,-1.0000000000000002,Co-regulation
Egln1,Dpt,1.0,Co-regulation
F12,Dpt,0.9774757955515442,Co-regulation
F2,Dpt,-0.8983286493848482,Co-regulation
Dpt,F9,-1.0000000000000004,Co-regulation
Fbn1,Dpt,0.7044782533937446,Co-regulation
Fbn2,Dpt,0.9896258420096807,Co-regulation
Fcna,Dpt,-1.0000000000000002,Co-regulation
Dpt,Fgb,-0.7891404844354295,Co-regulation
Dpt,Fgf13,0.9388213221410826,Co-regulation
Fgf2,Dpt,0.9440407097114965,Co-regulation
Fgl2,Dpt,1.0,Co-regulation
Gas6,Dpt,1.0,Co-regulation
Dpt,Gpc4,0.936001083918904,Co-regulation
Hcfc1,Dpt,0.7541121650991937,Co-regulation
Hmcn1,Dpt,-1.0,Co-regulation
Hmcn2,Dpt,1.0,Co-regulation
Hpx,Dpt,-0.7132825738607305,Co-regulation
Hrg,Dpt,-0.8402829258522189,Co-regulation
Igfbp7,Dpt,0.9992292645847988,Co-regulation
Il16,Dpt,0.8379912914618333,Co-regulation
Itih2,Dpt,0.7790667654211966,Co-regulation
Dpt,Lama1,0.9999999999999999,Co-regulation
Lama3,Dpt,0.8809690990359557,Co-regulation
Lama5,Dpt,-0.7542836764949744,Co-regulation
Lamc1,Dpt,-0.8571597708243766,Co-regulation
Lgals8,Dpt,0.7401164406167402,Co-regulation
Dpt,Lgalsl,-0.9999999999999998,Co-regulation
Loxl1,Dpt,-1.0,Co-regulation
Loxl2,Dpt,0.9952774917320943,Co-regulation
Ltbp2,Dpt,-1.0,Co-regulation
Ltbp4,Dpt,0.7435103697813719,Co-regulation
Dpt,Lum,0.8212496587927693,Co-regulation
Matn2,Dpt,0.8728710127609536,Co-regulation
Mfap5,Dpt,0.8962321461987737,Co-regulation
Mfge8,Dpt,-0.8416073230708415,Co-regulation
Mgp,Dpt,-0.9999999999999998,Co-regulation
Dpt,Mmp2,0.8451812477625845,Co-regulation
Mmrn1,Dpt,-0.7452741668704297,Co-regulation
Ngly1,Dpt,0.8775714172978649,Co-regulation
Dpt,Nid1,-0.8575687272799958,Co-regulation
Dpt,Npnt,-0.9999999999999999,Co-regulation
Dpt,Ntn1,-0.8337196511410917,Co-regulation
P3h1,Dpt,1.0000000000000004,Co-regulation
P4ha1,Dpt,-1.0,Co-regulation
Papln,Dpt,0.8307718588039765,Co-regulation
Pcolce2,Dpt,-0.9999999999999999,Co-regulation
Plod1,Dpt,-0.8470920346245222,Co-regulation
Plod3,Dpt,-0.9320550656399693,Co-regulation
Dpt,Plxdc2,-0.982926369480572,Co-regulation
Dpt,Plxnb1,0.9871192981385561,Co-regulation
Plxnd1,Dpt,-0.9999999999999998,Co-regulation
Podn,Dpt,-0.9999999999999997,Co-regulation
Pzp,Dpt,-0.7754093840452345,Co-regulation
S100a1,Dpt,0.9999999999999996,Co-regulation
Dpt,S100a10,0.7266565934390022,Co-regulation
Dpt,S100a16,1.0,Co-regulation
S100a4,Dpt,-0.9999999999999999,Co-regulation
Sdc1,Dpt,1.0,Co-regulation
Sema3b,Dpt,0.9999999999999999,Co-regulation
Sema3c,Dpt,0.9999999999999998,Co-regulation
Dpt,Sema7a,-1.0000000000000002,Co-regulation
Serpina10,Dpt,0.9999999999999999,Co-regulation
Serpina1a,Dpt,-0.860491973786171,Co-regulation
Serpina1b,Dpt,-0.9266131340213879,Co-regulation
Serpina1c,Dpt,-1.0,Co-regulation
Dpt,Serpina1d,-0.9703588773784092,Co-regulation
Serpina1e,Dpt,-0.9463243646058869,Co-regulation
Serpina3k,Dpt,-0.9644636421520418,Co-regulation
Serpina3n,Dpt,-0.8840806600495547,Co-regulation
Serpinb6b,Dpt,0.9999999999999998,Co-regulation
Dpt,Serpinb9,1.0,Co-regulation
Dpt,Serpind1,0.9899372336121365,Co-regulation
Dpt,Serping1,-0.8675661315984311,Co-regulation
Sfrp1,Dpt,-1.0000000000000002,Co-regulation
Smoc2,Dpt,0.9999999999999998,Co-regulation
Srpx,Dpt,-1.0,Co-regulation
Dpt,Srpx2,-1.0,Co-regulation
Tgfbi,Dpt,0.9577567847332915,Co-regulation
Tgm1,Dpt,1.0,Co-regulation
Tgm2,Dpt,0.9179999089236209,Co-regulation
Thbs1,Dpt,-0.7336740453844689,Co-regulation
Thbs3,Dpt,1.0,Co-regulation
Dpt,Thbs4,-0.7936746458482529,Co-regulation
Tinagl1,Dpt,-0.8145557395533837,Co-regulation
Tnxb,Dpt,0.9999999999999999,Co-regulation
Dpt,Vcan,-0.9666788527548874,Co-regulation
Vtn,Dpt,-0.7846747454324672,Co-regulation
Vwa9,Dpt,-0.9999999999999998,Co-regulation
Vwf,Dpt,-0.8757859430495355,Co-regulation
Wnt4,Dpt,0.9999999999999999,Co-regulation
Dspp,Ecm1,-0.9999999999999999,Co-regulation
Efemp1,Dspp,1.0,Co-regulation
Egln1,Dspp,-0.9916442508145574,Co-regulation
Eln,Dspp,-0.9999999999999998,Co-regulation
Emilin1,Dspp,-1.0,Co-regulation
Emilin2,Dspp,-1.0000000000000002,Co-regulation
F10,Dspp,-0.9999999999999998,Co-regulation
F13a1,Dspp,1.0,Co-regulation
F13b,Dspp,1.0,Co-regulation
Fbln1,Dspp,0.9999999999999999,Co-regulation
Fbln2,Dspp,-1.0,Co-regulation
Fbn1,Dspp,-1.0,Co-regulation
Dspp,Fga,0.9721431907869703,Co-regulation
Dspp,Fgb,0.9978756794711092,Co-regulation
Dspp,Fgf1,0.9999999999999998,Co-regulation
Dspp,Fgf13,-0.8173956645122766,Co-regulation
Fgl2,Dspp,-1.0,Co-regulation
Fn1,Dspp,0.8239565707290932,Co-regulation
Dspp,Hcfc1,-0.9932243299039614,Co-regulation
Dspp,Hmcn2,-0.9999999999999996,Co-regulation
Hpx,Dspp,0.9999999999999999,Co-regulation
Hrg,Dspp,1.0,Co-regulation
Dspp,Hspg2,0.7172053450807754,Co-regulation
Htra1,Dspp,-0.9483696188934477,Co-regulation
Dspp,Igf2,0.9999999999999996,Co-regulation
Igfbp7,Dspp,0.9999999999999998,Co-regulation
Il16,Dspp,-0.9742756297878625,Co-regulation
Itih1,Dspp,0.9918749634665375,Co-regulation
Dspp,Itih2,-0.8347136487711542,Co-regulation
Itih4,Dspp,-0.9999999999999999,Co-regulation
Dspp,Lama2,0.9767699833655399,Co-regulation
Dspp,Lama3,-1.0,Co-regulation
Lama4,Dspp,0.9797392058469804,Co-regulation
Dspp,Lama5,0.9779774005095371,Co-regulation
Lamb1,Dspp,0.922436213483254,Co-regulation
Lamb2,Dspp,0.9769423445691271,Co-regulation
Dspp,Lamc1,0.988119355064887,Co-regulation
Lgals8,Dspp,-0.9999999999999999,Co-regulation
Lgals9,Dspp,0.9999999999999999,Co-regulation
Dspp,Lgalsl,0.9999999999999998,Co-regulation
Dspp,Lman1,0.9999999999999997,Co-regulation
Loxl2,Dspp,-1.0,Co-regulation
Dspp,Ltbp1,-1.0,Co-regulation
Ltbp4,Dspp,-1.0,Co-regulation
Dspp,Lum,-0.8476364312799507,Co-regulation
Matn2,Dspp,-0.8609163336418159,Co-regulation
Mbl1,Dspp,1.0,Co-regulation
Dspp,Mbl2,-0.9999999999999998,Co-regulation
Dspp,Mfap4,-1.0,Co-regulation
Mfge8,Dspp,0.8047355767841861,Co-regulation
Mmrn1,Dspp,1.0,Co-regulation
Dspp,Nid1,0.9473692476748532,Co-regulation
Dspp,Ntn1,1.0,Co-regulation
Dspp,Ogn,-1.0,Co-regulation
P4ha1,Dspp,0.9999999999999999,Co-regulation
Papln,Dspp,-1.0000000000000002,Co-regulation
Pcolce,Dspp,-1.0,Co-regulation
Dspp,Plg,-1.0,Co-regulation
Dspp,Plxdc2,0.9999999999999998,Co-regulation
Dspp,Plxna1,1.0000000000000002,Co-regulation
Dspp,Plxnb1,-0.9999999999999998,Co-regulation
Plxnd1,Dspp,0.7415557611823179,Co-regulation
Postn,Dspp,-0.9999999999999999,Co-regulation
Pxdn,Dspp,-1.0000000000000004,Co-regulation
Dspp,Pzp,1.0,Co-regulation
Dspp,S100a1,-0.9999999999999997,Co-regulation
Dspp,S100a11,0.7341291316197504,Co-regulation
Dspp,S100a13,1.0,Co-regulation
S100a6,Dspp,0.7614751756074847,Co-regulation
Sema3b,Dspp,-1.0,Co-regulation
Dspp,Sema4b,-0.9999999999999998,Co-regulation
Dspp,Sema7a,0.9999999999999997,Co-regulation
Serpina1b,Dspp,0.9822652652152406,Co-regulation
Serpina1c,Dspp,0.9999999999999996,Co-regulation
Dspp,Serpina1d,0.9984369678617974,Co-regulation
Dspp,Serpina1e,-0.9999999999999998,Co-regulation
Serpina3k,Dspp,0.8091234079601157,Co-regulation
Serpina3n,Dspp,0.909315245611289,Co-regulation
Serpinb6a,Dspp,0.8653935915556077,Co-regulation
Dspp,Serpinb8,-0.8897153393472614,Co-regulation
Serpinc1,Dspp,-0.8228923687507702,Co-regulation
Serpine2,Dspp,-1.0,Co-regulation
Serpinf1,Dspp,0.9999999999999998,Co-regulation
Serpinf2,Dspp,-1.0,Co-regulation
Sparc,Dspp,0.9999999999999996,Co-regulation
Dspp,Spon1,0.9999999999999998,Co-regulation
Dspp,Tgfbi,-0.9368003052029529,Co-regulation
Dspp,Tgm2,-0.8737518396169598,Co-regulation
Thbs1,Dspp,0.9999999999999999,Co-regulation
Dspp,Thbs4,0.9999999999999999,Co-regulation
Dspp,Tinagl1,0.950622193464224,Co-regulation
Dspp,Vcan,0.9812377664408809,Co-regulation
Vtn,Dspp,1.0,Co-regulation
Vwa5a,Dspp,-0.7355632618093858,Co-regulation
Dspp,Vwf,0.8594843804940693,Co-regulation
ECM1,ECM2,1.0,Co-regulation
ECM1,EFEMP1,0.7607490821872688,Co-regulation
ECM1,ELANE,1.0,Co-regulation
ELN,ECM1,-0.9999530458429352,Co-regulation
ECM1,F12,1.0000000000000002,Co-regulation
ECM1,F13A1,0.9848357297237491,Co-regulation
ECM1,F2,0.8831524794055183,Co-regulation
ECM1,F9,0.9996902080455574,Co-regulation
ECM1,FBLN1,0.9777581773933598,Co-regulation
ECM1,FBN1,-0.835168184297071,Co-regulation
FGA,ECM1,0.8964735271495436,Co-regulation
FGB,ECM1,0.7892129241410305,Co-regulation
FGG,ECM1,0.7921388303677731,Co-regulation
ECM1,FGL2,1.0,Co-regulation
ECM1,FLG,0.9999999999999999,Co-regulation
ECM1,FMOD,0.8417775198172328,Co-regulation
ECM1,FN1,0.8600157886319049,Co-regulation
ECM1,FNDC1,-1.0,Co-regulation
ECM1,FSTL1,1.0000000000000004,Co-regulation
ECM1,GDF15,0.9999999999999998,Co-regulation
ECM1,GPC1,1.0,Co-regulation
ECM1,HAPLN1,-1.0000000000000002,Co-regulation
HCFC1,ECM1,1.0000000000000009,Co-regulation
ECM1,HMCN1,1.0,Co-regulation
HRG,ECM1,0.809085922104119,Co-regulation
IGFALS,ECM1,0.7472202187751708,Co-regulation
ECM1,IGFBP3,1.0,Co-regulation
ECM1,IGFBP7,-0.7251972270189585,Co-regulation
ITIH1,ECM1,0.954441151575685,Co-regulation
ITIH2,ECM1,0.9616538428167183,Co-regulation
ITIH4,ECM1,0.8041893811515961,Co-regulation
ECM1,ITIH5,-0.9950751739617852,Co-regulation
KNG1,ECM1,0.7457941236070861,Co-regulation
ECM1,LAMA3,0.9999999999999998,Co-regulation
ECM1,LAMA4,0.8037901544765313,Co-regulation
ECM1,LAMB1,0.9031007792208217,Co-regulation
ECM1,LAMC1,0.7047802748424392,Co-regulation
ECM1,LGALS3,0.867442485731697,Co-regulation
ECM1,LGALS8,0.9999999999999998,Co-regulation
ECM1,LOX,-1.0,Co-regulation
LOXL1,ECM1,1.0000000000000002,Co-regulation
ECM1,LTBP1,0.9299355463456027,Co-regulation
ECM1,LTBP2,1.0,Co-regulation
ECM1,MASP2,1.0,Co-regulation
ECM1,MFAP5,0.9999999999999998,Co-regulation
ECM1,MGP,-0.9999999999999999,Co-regulation
MMP2,ECM1,1.0,Co-regulation
ECM1,MXRA5,1.0,Co-regulation
ECM1,NELL1,1.0,Co-regulation
ECM1,OMD,1.0,Co-regulation
ECM1,P4HA2,0.8646356766126283,Co-regulation
ECM1,PAPLN,1.0,Co-regulation
ECM1,PCOLCE,1.0,Co-regulation
PLG,ECM1,0.8571229429324573,Co-regulation
ECM1,PLOD1,1.0,Co-regulation
ECM1,PODN,0.9999999999999999,Co-regulation
ECM1,POSTN,0.7803504324126241,Co-regulation
ECM1,PRG2,0.9991045574729923,Co-regulation
ECM1,PRSS2,0.9999999999999998,Co-regulation
ECM1,S100A1,-1.0,Co-regulation
ECM1,S100A13,1.0,Co-regulation
ECM1,S100A16,0.9999999999999999,Co-regulation
ECM1,S100A4,-1.0,Co-regulation
ECM1,S100A6,-1.0,Co-regulation
ECM1,S100A7,-1.0000000000000002,Co-regulation
ECM1,SBSPON,-0.9944065732667017,Co-regulation
ECM1,SDC2,1.0,Co-regulation
ECM1,SEMA3B,1.0,Co-regulation
ECM1,SEMA3C,1.0,Co-regulation
SERPINA10,ECM1,1.0000000000000002,Co-regulation
SERPINA4,ECM1,0.8260286976563253,Co-regulation
ECM1,SERPINA7,-1.0,Co-regulation
ECM1,SERPINB12,0.9999999999999999,Co-regulation
ECM1,SERPINB6,0.8860886729687317,Co-regulation
ECM1,SERPINB8,1.0000000000000002,Co-regulation
SERPINC1,ECM1,0.7570114150254964,Co-regulation
SERPIND1,ECM1,0.9247036098808665,Co-regulation
ECM1,SERPINE1,1.0000000000000002,Co-regulation
ECM1,SERPINE2,-1.0000000000000002,Co-regulation
SERPINF2,ECM1,0.9335756080168044,Co-regulation
ECM1,SFRP2,1.0,Co-regulation
ECM1,SLPI,-0.8442082320280598,Co-regulation
ECM1,SMOC2,1.0,Co-regulation
ECM1,SPARC,-0.9999999999999999,Co-regulation
ECM1,SPON1,1.0,Co-regulation
ECM1,SRPX2,-1.0,Co-regulation
ECM1,TGFBI,0.8535539574956761,Co-regulation
TGM3,ECM1,-0.9930016532364878,Co-regulation
ECM1,THBS1,1.0,Co-regulation
ECM1,THBS2,1.0000000000000002,Co-regulation
ECM1,THBS3,-1.0,Co-regulation
ECM1,THBS4,-1.0,Co-regulation
ECM1,THSD4,1.0,Co-regulation
ECM1,TIMP1,0.9999999999999998,Co-regulation
TNXB,ECM1,-0.7364445472197477,Co-regulation
ECM1,VCAN,-0.8595104927404608,Co-regulation
VIT,ECM1,-1.0,Co-regulation
ECM1,VWA1,0.9422618839149819,Co-regulation
ECM1,VWF,0.9445153097038462,Co-regulation
EFEMP1,ECM2,0.9999999999999999,Co-regulation
ECM2,EMILIN1,1.0,Co-regulation
EMILIN3,ECM2,1.0,Co-regulation
ECM2,F10,-0.9999999999999999,Co-regulation
ECM2,F13A1,1.0,Co-regulation
F2,ECM2,1.0,Co-regulation
ECM2,FBLN2,-1.0,Co-regulation
ECM2,FBLN5,1.0,Co-regulation
ECM2,FBN1,-1.0,Co-regulation
ECM2,FBN2,-1.0,Co-regulation
FGA,ECM2,1.0,Co-regulation
FGB,ECM2,1.0,Co-regulation
FGG,ECM2,0.9999999999999999,Co-regulation
FMOD,ECM2,1.0,Co-regulation
ECM2,FN1,1.0,Co-regulation
ECM2,HAPLN1,-1.0,Co-regulation
HMCN1,ECM2,1.0,Co-regulation
HPX,ECM2,0.9999999999999999,Co-regulation
HRG,ECM2,0.9999999999999998,Co-regulation
ECM2,HSPG2,0.9999999999999997,Co-regulation
HTRA1,ECM2,-1.0,Co-regulation
ITIH1,ECM2,1.0,Co-regulation
ITIH2,ECM2,1.0000000000000002,Co-regulation
ITIH4,ECM2,1.0,Co-regulation
KNG1,ECM2,1.0,Co-regulation
ECM2,LAMA2,0.9999999999999999,Co-regulation
ECM2,LAMA4,0.9999999999999999,Co-regulation
ECM2,LAMA5,-0.9999999999999999,Co-regulation
LAMB1,ECM2,1.0,Co-regulation
ECM2,LAMB2,-0.9999999999999998,Co-regulation
ECM2,LAMC1,1.0,Co-regulation
ECM2,LGALS1,1.0,Co-regulation
ECM2,LGALS3,1.0,Co-regulation
LOX,ECM2,-1.0,Co-regulation
ECM2,LUM,1.0,Co-regulation
ECM2,MATN2,1.0,Co-regulation
ECM2,MFAP2,0.9999999999999999,Co-regulation
ECM2,MFAP4,1.0,Co-regulation
ECM2,MFGE8,1.0,Co-regulation
MMP2,ECM2,0.9999999999999998,Co-regulation
ECM2,MMRN2,-0.9999999999999998,Co-regulation
MXRA5,ECM2,1.0,Co-regulation
ECM2,NID1,1.0,Co-regulation
ECM2,NID2,1.0,Co-regulation
ECM2,OGN,-0.9999999999999996,Co-regulation
ECM2,OMD,1.0,Co-regulation
P3H1,ECM2,1.0,Co-regulation
P4HA1,ECM2,1.0,Co-regulation
P4HA2,ECM2,0.9999999999999999,Co-regulation
PCOLCE,ECM2,1.0,Co-regulation
PLG,ECM2,0.9999999999999999,Co-regulation
ECM2,PODN,0.9999999999999998,Co-regulation
POSTN,ECM2,1.0,Co-regulation
ECM2,PRELP,1.0,Co-regulation
ECM2,PRG2,0.9999999999999999,Co-regulation
ECM2,PXDN,1.0,Co-regulation
ECM2,S100A10,0.9999999999999999,Co-regulation
ECM2,S100A11,0.9999999999999998,Co-regulation
ECM2,S100A8,-0.9999999999999998,Co-regulation
ECM2,S100A9,-1.0000000000000002,Co-regulation
ECM2,SBSPON,-1.0,Co-regulation
SERPINA1,ECM2,1.0,Co-regulation
SERPINA3,ECM2,1.0,Co-regulation
SERPINA4,ECM2,1.0,Co-regulation
SERPINA6,ECM2,1.0,Co-regulation
ECM2,SERPINB1,1.0,Co-regulation
ECM2,SERPINB6,0.9999999999999998,Co-regulation
SERPINC1,ECM2,0.9999999999999998,Co-regulation
SERPIND1,ECM2,0.9999999999999999,Co-regulation
SERPINF1,ECM2,1.0,Co-regulation
SERPINF2,ECM2,0.9999999999999999,Co-regulation
ECM2,SERPING1,1.0,Co-regulation
SERPINH1,ECM2,1.0000000000000002,Co-regulation
ECM2,SFRP2,1.0,Co-regulation
ECM2,SLPI,-1.0,Co-regulation
ECM2,SPARC,-0.9999999999999999,Co-regulation
ECM2,SRPX,-1.0,Co-regulation
ECM2,SRPX2,-1.0,Co-regulation
ECM2,TGFBI,1.0,Co-regulation
ECM2,TGM2,-1.0,Co-regulation
ECM2,THBS2,1.0,Co-regulation
ECM2,THBS3,-1.0,Co-regulation
TIMP3,ECM2,-0.9999999999999998,Co-regulation
ECM2,TINAGL1,-1.0,Co-regulation
ECM2,TNC,-1.0,Co-regulation
TNXB,ECM2,-0.9999999999999999,Co-regulation
ECM2,VCAN,-1.0,Co-regulation
VIT,ECM2,-1.0,Co-regulation
VTN,ECM2,1.0,Co-regulation
VWA1,ECM2,1.0,Co-regulation
ECM2,VWF,1.0,Co-regulation
ELANE,EFEMP1,1.0000000000000002,Co-regulation
EMILIN2,EFEMP1,0.9916653091557046,Co-regulation
EFEMP1,F10,-0.9964414375244225,Co-regulation
F12,EFEMP1,1.0,Co-regulation
EFEMP1,F9,0.9324531253158235,Co-regulation
EFEMP1,FBLN1,0.8246740613005199,Co-regulation
EFEMP1,FBLN5,0.8024368721268669,Co-regulation
EFEMP1,FGL2,1.0000000000000002,Co-regulation
FLG,EFEMP1,0.9842313692256348,Co-regulation
FMOD,EFEMP1,0.7532015578133983,Co-regulation
EFEMP1,FNDC1,-1.0000000000000002,Co-regulation
EFEMP1,FSTL1,1.0000000000000004,Co-regulation
EFEMP1,GDF15,0.9999999999999998,Co-regulation
GPC1,EFEMP1,0.9621180689810583,Co-regulation
EFEMP1,HAPLN1,-1.0,Co-regulation
HCFC1,EFEMP1,-1.0000000000000009,Co-regulation
EFEMP1,HMCN1,1.0000000000000002,Co-regulation
EFEMP1,HRNR,0.9999999999999993,Co-regulation
EFEMP1,HSPG2,0.8616981892900599,Co-regulation
EFEMP1,IGFBP3,1.0,Co-regulation
EFEMP1,ITIH5,-0.956727125018829,Co-regulation
EFEMP1,LAMA2,0.9948749284845874,Co-regulation
LAMA3,EFEMP1,1.0,Co-regulation
EFEMP1,LAMC1,0.8062083624932648,Co-regulation
EFEMP1,LGALS8,1.0000000000000002,Co-regulation
LOX,EFEMP1,-1.0000000000000002,Co-regulation
LOXL1,EFEMP1,-1.0000000000000002,Co-regulation
EFEMP1,LTBP1,0.7171424649760443,Co-regulation
EFEMP1,LTBP2,1.0,Co-regulation
EFEMP1,MASP2,1.0,Co-regulation
EFEMP1,MFAP4,0.8788835740393277,Co-regulation
MFAP5,EFEMP1,1.0,Co-regulation
EFEMP1,MGP,-1.0000000000000002,Co-regulation
MMP2,EFEMP1,1.0,Co-regulation
EFEMP1,MMP9,0.9135780634421858,Co-regulation
EFEMP1,MXRA5,1.0,Co-regulation
EFEMP1,NELL1,0.9999999999999999,Co-regulation
EFEMP1,NID1,0.8761323005972694,Co-regulation
EFEMP1,OGN,0.7999519174935958,Co-regulation
EFEMP1,OMD,1.0000000000000002,Co-regulation
EFEMP1,PAPLN,1.0,Co-regulation
EFEMP1,PCOLCE,1.0000000000000002,Co-regulation
EFEMP1,PLOD1,1.0,Co-regulation
EFEMP1,PLXNB2,1.0,Co-regulation
EFEMP1,PODN,0.9999999999999999,Co-regulation
EFEMP1,PRG2,0.9965381934340698,Co-regulation
EFEMP1,PRSS2,1.0,Co-regulation
EFEMP1,PXDN,0.8737827871097575,Co-regulation
EFEMP1,S100A1,-1.0,Co-regulation
EFEMP1,S100A16,0.959628197560517,Co-regulation
EFEMP1,S100A4,-0.9999999999999999,Co-regulation
EFEMP1,SBSPON,-0.989254811333509,Co-regulation
EFEMP1,SEMA3B,1.0000000000000002,Co-regulation
EFEMP1,SEMA3C,1.0,Co-regulation
SERPINA10,EFEMP1,1.0,Co-regulation
EFEMP1,SERPINA5,0.7299742206898643,Co-regulation
SERPINA7,EFEMP1,-0.9999999999999999,Co-regulation
EFEMP1,SERPINB12,1.0,Co-regulation
SERPINB8,EFEMP1,-1.0000000000000002,Co-regulation
EFEMP1,SERPINE1,0.9999999999999999,Co-regulation
SERPINE2,EFEMP1,-0.9999999999999999,Co-regulation
EFEMP1,SFRP2,1.0000000000000002,Co-regulation
EFEMP1,SMOC2,1.0000000000000004,Co-regulation
EFEMP1,SPARC,-0.9923288663613858,Co-regulation
EFEMP1,SPON1,1.0,Co-regulation
EFEMP1,SRPX,-0.8846421461113901,Co-regulation
EFEMP1,SRPX2,-1.0000000000000002,Co-regulation
EFEMP1,THBS2,1.0000000000000002,Co-regulation
EFEMP1,THBS3,-1.0,Co-regulation
EFEMP1,THBS4,-1.0,Co-regulation
EFEMP1,THSD4,1.0000000000000002,Co-regulation
EFEMP1,TIMP1,1.0000000000000002,Co-regulation
TIMP3,EFEMP1,-0.858441816786909,Co-regulation
EFEMP1,TINAGL1,0.7471233804284435,Co-regulation
VIT,EFEMP1,-1.0,Co-regulation
EFEMP1,VWF,0.87633719795872,Co-regulation
ELN,ELANE,-0.9999999999999999,Co-regulation
ELANE,EMILIN1,1.0000000000000002,Co-regulation
EMILIN2,ELANE,0.9999999999999997,Co-regulation
ELANE,F13A1,0.9999999999999999,Co-regulation
F2,ELANE,-0.9999999999999999,Co-regulation
ELANE,F9,0.9999999999999998,Co-regulation
ELANE,FBLN1,0.9999999999999998,Co-regulation
ELANE,FBLN5,0.9999999999999998,Co-regulation
ELANE,FBN1,0.9999999999999997,Co-regulation
FGA,ELANE,-0.9999999999999998,Co-regulation
FGB,ELANE,-0.9999999999999998,Co-regulation
FGG,ELANE,-1.0,Co-regulation
ELANE,FLG,0.9999999999999996,Co-regulation
ELANE,FN1,-1.0,Co-regulation
ELANE,GDF15,0.9999999999999997,Co-regulation
HPX,ELANE,-0.9999999999999999,Co-regulation
HRG,ELANE,-0.9999999999999999,Co-regulation
ELANE,HSPG2,0.9999999999999998,Co-regulation
IGFALS,ELANE,-1.0,Co-regulation
ELANE,IGFBP7,0.9999999999999998,Co-regulation
ITIH1,ELANE,0.9999999999999997,Co-regulation
