Gene_Symbol,Tissue,TSI,Zscore_Delta,Zscore_Young,Zscore_Old,Matrisome_Category_Simplified,Function_Category,Direction,Rank_within_Tissue
FSTL3,Intervertebral_disc_NP,0.2048155351910002,-0.2247633381099843,-0.1700706313896686,-0.4748096532049108,Secreted Factors,Signaling,Downregulated,62
HABP2,Intervertebral_disc_OAF,291.0248215999269,-0.7545889215034239,0.2133082451711539,-0.4275632142900926,ECM Regulators,Regulatory,Downregulated,1
GAS6,Intervertebral_disc_OAF,77.61217210186955,2.521323716493495,-2.4263404539655133,-0.6850141433061883,ECM Glycoproteins,Structural,Upregulated,2
INHBC,Intervertebral_disc_OAF,25.873526281768477,3.499158084057323,-2.816546246307267,-0.2713099714559885,Secreted Factors,Signaling,Upregulated,3
SPARCL1,Intervertebral_disc_OAF,18.826119637246716,2.188081094552323,-2.3445578954177626,-0.8891532589372858,ECM Glycoproteins,Structural,Upregulated,4
IGF2,Intervertebral_disc_OAF,17.10205272747596,-0.3618818405900688,-0.1300660144147071,-0.4916555148959911,Secreted Factors,Signaling,Downregulated,5
INHBA,Intervertebral_disc_OAF,13.623849209884591,0.3258112494628886,-0.212651315104421,0.0359180490163295,Secreted Factors,Signaling,Upregulated,6
TIMP2,Intervertebral_disc_OAF,13.407181393291209,-0.2547299958066276,0.1429790756675236,-0.0567949343495866,ECM Regulators,Regulatory,Downregulated,7
MMP3,Intervertebral_disc_OAF,11.957525767968843,-0.3184160672701632,0.5414455537232739,0.3763997872443595,ECM Regulators,Regulatory,Downregulated,8
TGM3,Intervertebral_disc_OAF,11.187006919236502,-3.6216998175206423,0.0373860954322151,-3.268788070792473,ECM Regulators,Regulatory,Downregulated,9
COMP,Intervertebral_disc_OAF,10.9978429928947,-0.3062645680864203,2.444875955437589,2.7352957272319833,ECM Glycoproteins,Structural,Downregulated,10
C1QTNF7,Intervertebral_disc_OAF,9.207012154549341,-2.8807729698246267,-0.4683659676415706,-3.2144425199922164,ECM-affiliated Proteins,Signaling,Downregulated,11
COL8A2,Intervertebral_disc_OAF,8.927387571934696,-2.0945471905489237,-0.7503854963467759,-2.842673924666218,Collagens,Structural,Downregulated,12
VWA5A,Intervertebral_disc_OAF,8.060302965267596,2.568367806109635,-2.6035942474163956,-0.8605877442334855,ECM Glycoproteins,Structural,Upregulated,13
S100A16,Intervertebral_disc_OAF,8.042042079260566,3.789596707469445,-3.412159725062878,-0.7401302766474828,Secreted Factors,Signaling,Upregulated,14
ISM2,Intervertebral_disc_OAF,8.024164303047478,-0.2398614144606721,-0.3032677185391257,-0.5936060827863646,Secreted Factors,Signaling,Downregulated,15
FGL2,Intervertebral_disc_OAF,7.732529612843256,3.399470077310741,-3.246471620660988,-0.8928419466177263,ECM Glycoproteins,Structural,Upregulated,16
THSD4,Intervertebral_disc_OAF,7.4189232676117784,2.815086058872841,-2.6870657810816465,-0.7377266801589372,ECM Glycoproteins,Structural,Upregulated,17
SPON2,Intervertebral_disc_OAF,7.279558414304979,-0.2525119659913036,0.0237790438744853,-0.2017912975714507,ECM Glycoproteins,Structural,Downregulated,18
COL5A3,Intervertebral_disc_OAF,7.1739760289367185,2.063047884185169,-1.923328585274044,-0.4840322270230809,Collagens,Structural,Upregulated,19
PAPLN,Intervertebral_disc_OAF,6.590084461435277,2.094413825861372,-2.660582692794532,-1.364684595908678,ECM Glycoproteins,Structural,Upregulated,20
IGFBP6,Intervertebral_disc_OAF,6.258812268441481,-0.5180448455755946,-6.82666187507957e-05,-0.4742449090443106,ECM Glycoproteins,Structural,Downregulated,21
MPI,Intervertebral_disc_OAF,6.251556419106307,3.04003832211519,-3.1380585171883353,-1.0881044138307323,ECM Regulators,Regulatory,Upregulated,22
MMRN2,Intervertebral_disc_OAF,5.7564424355766235,2.7541362622797605,-2.2836678859567723,-0.2959448522981577,ECM Glycoproteins,Structural,Upregulated,23
HCFC1,Intervertebral_disc_OAF,5.507076160523601,2.4546875640274948,-2.54407443327192,-0.8912236836353398,Secreted Factors,Signaling,Upregulated,24
MMP2,Intervertebral_disc_OAF,5.376303421675864,0.9313301389813908,-0.3723708959360312,0.3931377033857159,ECM Regulators,Regulatory,Upregulated,25
SERPINB2,Intervertebral_disc_OAF,5.264274235352198,-5.613064682064169,-0.5215014798570826,-5.780818494925635,ECM Regulators,Regulatory,Downregulated,26
TNFSF13,Intervertebral_disc_OAF,4.930771027301678,-5.219875780920151,-0.7172963883403846,-5.662439003280594,Secreted Factors,Signaling,Downregulated,27
EMILIN2,Intervertebral_disc_OAF,4.550661113522471,2.5229282377945146,-2.377977834260585,-0.6238929850743702,ECM Glycoproteins,Structural,Upregulated,28
ARG1,Intervertebral_disc_OAF,4.521301059382724,-3.124032938430987,-0.3135513888408207,-3.2461406414569365,ECM Glycoproteins,Structural,Downregulated,29
LOXL3,Intervertebral_disc_OAF,4.205216848073414,-0.6433266032166374,0.6331926259228133,0.1921776019222222,ECM Regulators,Regulatory,Downregulated,30
SEMA3D,Intervertebral_disc_OAF,4.0799854348922935,-0.192873280196652,-0.2400453342153097,-0.4726171268679097,ECM-affiliated Proteins,Signaling,Downregulated,31
SPARC,Intervertebral_disc_OAF,3.7998784636057366,-0.8633819785727305,0.8354670827669392,0.2402574643548056,ECM Glycoproteins,Structural,Downregulated,32
ADAM10,Intervertebral_disc_OAF,3.642936299533115,2.1440982743891004,-2.294536168702638,-0.8677112744206597,ECM Regulators,Regulatory,Upregulated,33
SERPINB9,Intervertebral_disc_OAF,3.338355572833472,-2.813953219361288,-0.3841672111751608,-3.0494287362162087,ECM Regulators,Regulatory,Downregulated,34
FGFBP2,Intervertebral_disc_OAF,3.302744901407516,-0.6562596936983214,1.1692474304250018,0.8415333879208328,Secreted Factors,Signaling,Downregulated,35
SRPX2,Intervertebral_disc_OAF,3.29676687189054,-0.5831765739216207,1.2169050713587932,0.967208563725783,ECM Glycoproteins,Structural,Downregulated,36
CTGF,Intervertebral_disc_OAF,3.152168675644644,-0.4088761992202726,0.4302525281304558,0.1564523191903994,ECM Glycoproteins,Structural,Downregulated,37
IGFBP2,Intervertebral_disc_OAF,3.0825195599239774,-0.2383143837010937,-0.2833370779731766,-0.5676067841355158,ECM Glycoproteins,Structural,Downregulated,38
KERA,Intervertebral_disc_OAF,2.723916254575426,-0.6780515036077639,0.2691887589254937,-0.2885839088793243,Proteoglycans,Structural,Downregulated,39
NOV,Intervertebral_disc_OAF,2.6963129886448556,-0.5038849640349877,0.0344495576837769,-0.4187087412671469,ECM Glycoproteins,Structural,Downregulated,40
SDC1,Intervertebral_disc_OAF,2.5003923923658897,-2.234170760810886,-0.9088273359668858,-3.1658988842854794,ECM-affiliated Proteins,Signaling,Downregulated,41
LOXL4,Intervertebral_disc_OAF,2.437295948936355,-0.3232591559894312,-0.2351239323350005,-0.5858876029733142,ECM Regulators,Regulatory,Downregulated,42
PRG3,Intervertebral_disc_OAF,2.3044968938151253,2.954983623634188,-2.933846250665074,-0.914069749269037,Proteoglycans,Structural,Upregulated,43
CHAD,Intervertebral_disc_OAF,2.2500043976231607,-0.7543618109271828,2.022505872014505,1.8041876637411325,Proteoglycans,Structural,Downregulated,44
HYAL1,Intervertebral_disc_OAF,2.169006734360967,0.2540314055991945,-0.5422617598657578,-0.4363370986818983,ECM Regulators,Regulatory,Upregulated,45
POSTN,Intervertebral_disc_OAF,2.066520214080325,1.184005684135708,-0.1531485832651762,0.894807160587327,ECM Glycoproteins,Structural,Upregulated,46
ELANE,Intervertebral_disc_OAF,2.061056784988188,-2.4790990458071347,-0.3519463304925524,-2.703197787106614,ECM Regulators,Regulatory,Downregulated,47
MEGF6,Intervertebral_disc_OAF,1.8407184255148916,2.676680207280124,-2.5344083392826446,-0.67611369690306,Secreted Factors,Signaling,Upregulated,48
PODN,Intervertebral_disc_OAF,1.8338258616540455,0.5254074680300249,-0.4749644953023209,-0.1049422244064359,Proteoglycans,Structural,Upregulated,49
LEPREL2,Intervertebral_disc_OAF,1.8193421228887692,2.639693696756193,-2.536559038453219,-0.7126198059469055,ECM Regulators,Regulatory,Upregulated,50
ITIH6,Intervertebral_disc_OAF,1.8168684604732255,0.136025695657947,-0.068085107464171,0.0405236802716832,ECM Regulators,Regulatory,Upregulated,51
COL10A1,Intervertebral_disc_OAF,1.7489557350950078,2.340642129879647,-1.700190744295044,0.0452746234659629,Collagens,Structural,Upregulated,52
PPBP,Intervertebral_disc_OAF,1.7255116507142012,-0.5952256468264023,-0.1527122771100441,-0.7331653996938768,Secreted Factors,Signaling,Downregulated,53
LPA,Intervertebral_disc_OAF,1.6806241253645737,3.132274843739127,-2.661642658928771,-0.416049316439474,ECM Regulators,Regulatory,Upregulated,54
FGL1,Intervertebral_disc_OAF,1.6728677758062815,4.056118343044467,-3.0400303229261225,-0.0371853946806632,ECM Glycoproteins,Structural,Upregulated,55
CAP2,Intervertebral_disc_OAF,1.648794864017641,2.4308080751084677,-2.3929882743183692,-0.7267240784110413,ECM Regulators,Regulatory,Upregulated,56
COL11A2,Intervertebral_disc_OAF,1.5732152896734957,-1.3210409115283674,1.488005837553241,0.626236983639112,Collagens,Structural,Downregulated,57
ANXA3,Intervertebral_disc_OAF,1.555902500695021,2.033555968574553,-2.1330354173610355,-0.769687374061078,ECM-affiliated Proteins,Signaling,Upregulated,58
HAPLN1,Intervertebral_disc_OAF,1.484582210139423,-0.5707873275865144,1.8087708144964456,1.7085812420280329,Proteoglycans,Structural,Downregulated,59
GDF10,Intervertebral_disc_OAF,1.4266646473981786,0.2948270834054088,-0.3181497780001149,-0.1225678053895983,Secreted Factors,Signaling,Upregulated,60
FAM20C,Intervertebral_disc_OAF,1.311241124009108,-0.2190306669500526,-0.2984506647205087,-0.5685983668453125,ECM Regulators,Regulatory,Downregulated,61
S100A12,Intervertebral_disc_OAF,1.3025724618218817,2.145173037458018,-2.2234251909079754,-0.7790161841948379,Secreted Factors,Signaling,Upregulated,62
FSTL1,Intervertebral_disc_OAF,1.2590017045075845,-0.3675694536767508,-0.1958969394979773,-0.5780600490621836,Secreted Factors,Signaling,Downregulated,63
MST1;MST1L,Intervertebral_disc_OAF,1.215332654294698,0.0791811790560612,-0.2789477065029412,-0.2715925725282804,Secreted Factors,Signaling,Upregulated,64
MME,Intervertebral_disc_OAF,1.1024105269023465,1.8153730668705412,-1.8752494018171333,-0.6514232874291422,ECM Regulators,Regulatory,Upregulated,65
CTSA,Intervertebral_disc_OAF,1.0171565354143492,0.1146491342646199,-0.4451601806709081,-0.444142837773411,ECM Regulators,Regulatory,Upregulated,66
CD209,Intervertebral_disc_OAF,0.257686582641976,-0.2619943545294226,0.0714350769799007,-0.1516893996770525,ECM-affiliated Proteins,Signaling,Downregulated,67
CTSS,Intervertebral_disc_OAF,0.22841865782488646,-0.5138860628866107,-0.0627494559107417,-0.54775212522073,ECM Regulators,Regulatory,Downregulated,68
CRISPLD2,Intervertebral_disc_OAF,0.1534893064670957,-0.2239664317544205,-0.3647575070034822,-0.6549017595751074,ECM Glycoproteins,Structural,Downregulated,69
REG1A;REG1B,Intervertebral_disc_OAF,0.07282884105344771,-0.165473935416094,-0.4145744614480895,-0.6628106232684382,ECM-affiliated Proteins,Signaling,Downregulated,70
CTSH,Intervertebral_disc_OAF,0.06570196331153429,-0.1382253936339486,-0.8106983544388926,-1.1264667657073149,ECM Regulators,Regulatory,Downregulated,71
REG3A,Intervertebral_disc_OAF,0.031819020365237205,-0.1532666926997602,-0.1507201777504754,-0.3261881249469316,ECM-affiliated Proteins,Signaling,Downregulated,72
BMPER,Intervertebral_disc_OAF,0.028515429729140895,-0.1382253936339486,-0.6624823032988921,-0.9436506446676672,ECM Glycoproteins,Structural,Downregulated,73
CLEC14A,Intervertebral_disc_OAF,0.024720578317705577,1.9043923188597187,-2.349383506508354,-1.15476256991405,ECM-affiliated Proteins,Signaling,Upregulated,74
ANGPTL3,Intervertebral_disc_OAF,0.0242895229543391,-0.1401299315018327,-0.45566573128868,-0.6902972959839803,Secreted Factors,Signaling,Downregulated,75
PDF,Kidney_Glomerular,56.42190235043568,1.5414997641953658,-0.8514983540217367,-0.3516146656195381,Secreted Factors,Signaling,Upregulated,1
PRELP,Kidney_Glomerular,26.095478224577906,2.596536473858281,0.4773721011145666,1.4091776531717284,Proteoglycans,Structural,Upregulated,2
TGM2,Kidney_Glomerular,10.378830615484405,1.2402748381915651,2.0094450118239746,2.53820927374324,ECM Regulators,Regulatory,Upregulated,3
GPC4,Kidney_Glomerular,8.912935809891383,1.896375029776845,-1.2885661725694129,-0.6849237922315071,ECM-affiliated Proteins,Signaling,Upregulated,4
FCN2,Kidney_Glomerular,8.90759519276465,3.557043991965834,0.3445001732750495,1.60646270485022,ECM-affiliated Proteins,Signaling,Upregulated,5
ANXA1,Kidney_Glomerular,7.810529073272757,-1.7714986507434844,0.2612215780414769,-0.3469397586917502,ECM-affiliated Proteins,Signaling,Downregulated,6
F13A1,Kidney_Glomerular,7.568876962704851,2.1886031758951563,-0.6143724098460502,0.1232837124455715,ECM Regulators,Regulatory,Upregulated,7
OGN,Kidney_Glomerular,6.5142642594338085,2.2016235494540672,0.4209284553847807,1.2117727362854007,Proteoglycans,Structural,Upregulated,8
EMILIN1,Kidney_Glomerular,5.469725769072385,0.9698905350030398,1.2147333732683725,1.6114735292680116,ECM Glycoproteins,Structural,Upregulated,9
LUM,Kidney_Glomerular,5.267925683138786,2.4099045749187624,0.9755957523597568,1.8654388723707291,Proteoglycans,Structural,Upregulated,10
VCAN,Kidney_Glomerular,4.187807271194044,2.0207243217245145,-0.37976330908991934,0.3101162836181651,Proteoglycans,Structural,Upregulated,11
COL6A3,Kidney_Glomerular,4.066873240580192,1.2978711952643578,1.1342483708950557,1.642076618318863,Collagens,Structural,Upregulated,12
MMP9,Kidney_Glomerular,4.043951994367267,-0.927782202760118,0.8812951791759758,0.5977529778730333,ECM Regulators,Regulatory,Downregulated,13
DPT,Kidney_Glomerular,3.945740514324257,1.382665470374553,0.4790119452609986,0.9857612113042368,ECM Glycoproteins,Structural,Upregulated,14
VWA1,Kidney_Glomerular,3.7255349372187196,1.0880152982804114,1.242389470396913,1.6817993967920246,ECM Glycoproteins,Structural,Upregulated,15
TNC,Kidney_Glomerular,3.408614827901648,1.6015207711324175,0.7742333160438484,1.3714986782791816,ECM Glycoproteins,Structural,Upregulated,16
BGN,Kidney_Glomerular,3.404081535943498,1.9189275941694652,1.069984115242565,1.7923060811104656,Proteoglycans,Structural,Upregulated,17
HTRA1,Kidney_Glomerular,3.00969175296243,1.5999491954029812,-0.3238962298599631,0.2212396186583177,ECM Regulators,Regulatory,Upregulated,18
COL14A1,Kidney_Glomerular,2.975449957875351,1.469677100283282,0.7757602986654926,1.326921853891933,Collagens,Structural,Upregulated,19
SBSPON,Kidney_Glomerular,2.624217421924443,-0.8924319660743558,2.2878566827685076,2.0827613121909163,ECM Glycoproteins,Structural,Downregulated,20
IGFBP7,Kidney_Glomerular,2.6238949888826975,0.8310259620218644,-1.1909153502214271,-0.9558028760449536,ECM Glycoproteins,Structural,Upregulated,21
COL6A2,Kidney_Glomerular,2.4015086461431245,1.0506046206561088,2.449511383837794,2.9325174600972232,Collagens,Structural,Upregulated,22
FN1,Kidney_Glomerular,2.345810209495775,1.2440517015334844,2.0481561275565277,2.5800614176336194,ECM Glycoproteins,Structural,Upregulated,23
HRNR,Kidney_Glomerular,2.169045059544218,-0.8506244111081628,0.7624453779420005,0.5003437329711108,Secreted Factors,Signaling,Downregulated,24
COL15A1,Kidney_Glomerular,2.064030106907859,1.2121423275969752,0.649327400565687,1.1043541594164792,Collagens,Structural,Upregulated,25
COL9A2,Kidney_Glomerular,1.955462997465237,0.5561151960558438,0.4107094821891198,0.6247683801629181,Collagens,Structural,Upregulated,26
EBI3,Kidney_Glomerular,1.8559487581595975,2.8432635230193206,-2.001073329279971,-1.099269196252522,Secreted Factors,Signaling,Upregulated,27
LAMB4,Kidney_Glomerular,1.8512174643834136,0.4630187889642471,0.4227981837067022,0.6048197890100685,ECM Glycoproteins,Structural,Upregulated,28
MFAP1,Kidney_Glomerular,1.8049698582898166,-0.5221921647789012,-0.3453827517442216,-0.5444924129672947,ECM Glycoproteins,Structural,Downregulated,29
ECM1,Kidney_Glomerular,1.6281186720209364,-0.7585404703315441,0.3045628717805338,0.053205006495277,ECM Glycoproteins,Structural,Downregulated,30
MUC1,Kidney_Glomerular,1.5453282550011083,1.034520178683892,-0.6499485246531292,-0.3181572031307714,ECM-affiliated Proteins,Signaling,Upregulated,31
TGM1,Kidney_Glomerular,1.5001507322162735,-0.8583798524728902,-0.1902966251380542,-0.4998647081741396,ECM Regulators,Regulatory,Downregulated,32
ADAM19,Kidney_Glomerular,1.245723059520493,1.3196821214054522,-1.3724071893028618,-0.9746776277109072,ECM Regulators,Regulatory,Upregulated,33
LAMA1,Kidney_Glomerular,1.1733486545048122,0.6271707897232356,-0.0845750505844707,0.1311061100268196,ECM Glycoproteins,Structural,Upregulated,34
COL4A3,Kidney_Glomerular,1.1190563019364335,-2.2106027595568367,1.5683331325782084,0.8677796070971613,Collagens,Structural,Downregulated,35
S100A7A,Kidney_Glomerular,0.8953009669854864,-1.01254325526073,-0.1416754825576975,-0.502952388011886,Secreted Factors,Signaling,Downregulated,36
KCP,Kidney_Glomerular,0.863938128164689,0.8864732440064955,-0.1754962255950022,0.1267297131631737,ECM Glycoproteins,Structural,Upregulated,37
SMAP2,Kidney_Glomerular,0.765847923577435,-0.9128747832878584,-0.1857873839751652,-0.5142293948825505,ECM Glycoproteins,Structural,Downregulated,38
NTN3,Kidney_Glomerular,0.5583266647498849,-0.69969876469028,0.1784948302513701,-0.0581763509219243,ECM Glycoproteins,Structural,Downregulated,39
PRSS2,Kidney_Glomerular,0.5084435424709834,-0.758987808999829,0.0078584245470177,-0.2575923081386164,ECM Regulators,Regulatory,Downregulated,40
ANGPTL6,Kidney_Glomerular,0.3521898591264907,0.5735904606756048,0.2224412717271666,0.4337775706282871,Secreted Factors,Signaling,Upregulated,41
EGF,Kidney_Glomerular,0.33732992034497233,-0.5245027877569286,1.4103441756573336,1.2928916912542912,Secreted Factors,Signaling,Downregulated,42
ADAMTS5,Kidney_Glomerular,0.1549219536911126,0.7495357319205284,0.0726882040686736,0.3386118134863015,ECM Regulators,Regulatory,Upregulated,43
CLEC5A,Kidney_Glomerular,0.14199951883038392,0.3510660157725085,-0.1440822093887985,-0.0278961061463256,ECM-affiliated Proteins,Signaling,Upregulated,44
INHBE,Kidney_Tubulointerstitial,14.391726434055734,-0.5692477828673704,-0.26387642301274,-0.5343043282749006,Secreted Factors,Signaling,Downregulated,1
COL4A6,Kidney_Tubulointerstitial,5.8173651678495295,-1.4891270331431636,-0.6768839740238444,-1.3833935012047816,Collagens,Structural,Downregulated,2
ANXA11,Kidney_Tubulointerstitial,4.8869960823503655,-1.091991898752765,-0.2370858962802607,-0.7374221949518851,ECM-affiliated Proteins,Signaling,Downregulated,3
FGF2,Kidney_Tubulointerstitial,4.348956108558154,0.8346701731801526,-0.9082947409474088,-0.6004645854742525,Secreted Factors,Signaling,Upregulated,4
LTBP4,Kidney_Tubulointerstitial,3.420423837395734,1.298802897612419,-0.8435297643845079,-0.3255055217421786,ECM Glycoproteins,Structural,Upregulated,5
SEMA3B,Kidney_Tubulointerstitial,3.2638883181233176,0.4324190810655485,-0.998402739158916,-0.8750686814380182,ECM-affiliated Proteins,Signaling,Upregulated,6
COL4A1,Kidney_Tubulointerstitial,3.051909977742512,-0.9438564490894064,3.4585564120822134,3.276951764471363,Collagens,Structural,Downregulated,7
TIMP1,Kidney_Tubulointerstitial,2.840106060262197,1.110153925217175,-1.1396581189046275,-0.7255432058539149,ECM Regulators,Regulatory,Upregulated,8
LGALS3,Kidney_Tubulointerstitial,2.8009987297266754,1.8411950971288888,-0.7762845363453624,-0.0132023857999402,ECM-affiliated Proteins,Signaling,Upregulated,9
ANXA6,Kidney_Tubulointerstitial,2.4265060618103633,-1.3235628849173855,-0.1104470381350737,-0.7047717342507849,ECM-affiliated Proteins,Signaling,Downregulated,10
SEMA3G,Kidney_Tubulointerstitial,2.323841872835085,-0.5534104130641658,0.8116817127884559,0.6219240064065513,ECM-affiliated Proteins,Signaling,Downregulated,11
ADAMTSL5,Kidney_Tubulointerstitial,2.2895109661424646,-0.705273400229726,-1.2418948920972532,-1.6395957823563183,ECM Regulators,Regulatory,Downregulated,12
S100A11,Kidney_Tubulointerstitial,2.225517973219479,0.6689004610349857,-0.3825103223610065,-0.1121659322000354,Secreted Factors,Signaling,Upregulated,13
COL22A1,Kidney_Tubulointerstitial,2.2243990171202985,-0.594015977028477,1.9973613405259336,1.8707921591219616,Collagens,Structural,Downregulated,14
ANXA5,Kidney_Tubulointerstitial,2.1164426921847013,-1.4639525417569286,0.0368894504037942,-0.609583866272404,ECM-affiliated Proteins,Signaling,Downregulated,15
SERPINH1,Kidney_Tubulointerstitial,2.008938445229215,-1.2561747646828476,-0.5785100377197919,-1.175010996534257,ECM Regulators,Regulatory,Downregulated,16
NTN4,Kidney_Tubulointerstitial,1.9640599230663924,0.5928284520753863,-0.5559109203646889,-0.3311644274077701,ECM Glycoproteins,Structural,Upregulated,17
ANXA2,Kidney_Tubulointerstitial,1.9630036938640207,0.4915343428644222,-0.4242789470820712,-0.2354246109412901,ECM-affiliated Proteins,Signaling,Upregulated,18
TINAG,Kidney_Tubulointerstitial,1.908552020937916,-1.1568447815374112,2.783598887958363,2.461354342447169,ECM Glycoproteins,Structural,Downregulated,19
HSPG2,Kidney_Tubulointerstitial,1.336607217385844,-0.6432169559131036,3.4853300066023736,3.4388381672132184,Proteoglycans,Structural,Downregulated,20
PRG2,Kidney_Tubulointerstitial,1.2986981454489595,0.454939324750624,0.1508104486157104,0.3628209089256939,Proteoglycans,Structural,Upregulated,21
COL4A4,Kidney_Tubulointerstitial,1.1510781190474275,-0.5522165786935603,2.3412365449520713,2.2567448311279503,Collagens,Structural,Downregulated,22
CSTA,Kidney_Tubulointerstitial,1.0332642729364627,-0.6474323493831369,0.0764921752359841,-0.2052896608745411,ECM Regulators,Regulatory,Downregulated,23
GDF15,Kidney_Tubulointerstitial,0.7802293054332763,1.9948427448785175,-1.413729130858198,-0.626181132909897,Secreted Factors,Signaling,Upregulated,24
MMP13,Kidney_Tubulointerstitial,0.3629275679975369,1.0831761078106603,-0.8069089401622724,-0.3819687278235135,ECM Regulators,Regulatory,Upregulated,25
LGALS2,Kidney_Tubulointerstitial,0.23205934957862717,-1.0124282061770271,0.0482969895744809,-0.3972254570427352,ECM-affiliated Proteins,Signaling,Downregulated,26
CLEC18B,Kidney_Tubulointerstitial,0.034596175037632515,-0.4024431389670401,0.1717401723424503,0.0050890711647757,ECM-affiliated Proteins,Signaling,Downregulated,27
SERPINI2,Kidney_Tubulointerstitial,0.014645352175032378,-0.563444512059592,-1.1194917063641117,-1.445935428196807,ECM Regulators,Regulatory,Downregulated,28
CILP2,Lung,91.01849694370387,-6.998662750587459,-0.2796995721472968,-3.614553060407872,ECM Glycoproteins,Structural,Downregulated,1
F13B,Lung,30.222467687579417,6.775994369178031,-4.558878870614958,-0.8703666585152277,ECM Regulators,Regulatory,Upregulated,2
LTBP2,Lung,15.099455314217595,-0.8674063333795893,-0.3093284705102334,-0.6964999884187119,ECM Glycoproteins,Structural,Downregulated,3
ADAMTSL4,Lung,9.139255252005547,-5.624072040463722,-1.1030147030748554,-3.6992727745057272,ECM Regulators,Regulatory,Downregulated,4
FMOD,Lung,8.468669353457146,-6.330935460589047,-0.5503020382328105,-3.538684118644982,Proteoglycans,Structural,Downregulated,5
FREM1,Lung,4.810893763584392,-2.1489945630225167,0.1755494196225075,-0.8733307029583576,ECM-affiliated Proteins,Signaling,Downregulated,6
COL6A4,Lung,3.180059882105231,-3.300227770654444,-0.4140725508378651,-1.9597646620697455,Collagens,Structural,Downregulated,7
MFAP5,Lung,3.0454220768550004,-1.2530560015896337,-0.1815140717921667,-0.7660815740735634,ECM Glycoproteins,Structural,Downregulated,8
MFGE8,Lung,2.5341249037522804,1.0099457599641113,0.3649497143594762,0.8152885127606639,ECM Glycoproteins,Structural,Upregulated,9
CILP,Lung,2.3209174334479528,-5.559483474927751,-0.9722285312392062,-3.549914665275843,ECM Glycoproteins,Structural,Downregulated,10
SEMA3C,Lung,2.3123414107600246,0.3697407824122884,0.044055012409768,0.2174488521036027,ECM-affiliated Proteins,Signaling,Upregulated,11
LOX,Lung,1.6729497976987677,-0.7757171877897789,-0.2004099761145427,-0.5539113769946188,ECM Regulators,Regulatory,Downregulated,12
PCOLCE2,Lung,1.3715729458128645,0.4100860548497356,-0.6519850272047617,-0.3929539033492041,ECM Glycoproteins,Structural,Upregulated,13
BMP6,Lung,1.2095263482421978,0.1377071141186963,-1.0969056268440849,-0.9263448679394172,Secreted Factors,Signaling,Upregulated,14
SERPINA3N,Lung,0.5536527503320652,0.5969749366046757,0.1744382813235618,0.4445615928588798,ECM Regulators,Regulatory,Upregulated,15
CRELD2,Lung,0.5369466284324261,0.6751720220663747,-1.2793133714734457,-0.8332423007729249,ECM Glycoproteins,Structural,Upregulated,16
PLAT,Lung,0.4359206452324301,0.5741460388663787,-0.4965072167871203,-0.1734782382073423,ECM Regulators,Regulatory,Upregulated,17
ADAMTSL3,Lung,0.2712228292474977,0.4094482228814463,-1.112974172047977,-0.8103656761704444,ECM Regulators,Regulatory,Upregulated,18
SERPINB1A,Lung,0.19457971578845157,0.2527966914685755,0.6744512439870307,0.7316660924376677,ECM Regulators,Regulatory,Upregulated,19
NDNF,Lung,0.1642278411703952,-0.2984423858003583,0.050950477475966,-0.0972425407775158,ECM Glycoproteins,Structural,Downregulated,20
CRELD1,Lung,0.16285855152682702,0.2155267292954549,-1.1700951270123987,-0.9551901130724596,ECM Glycoproteins,Structural,Upregulated,21
SFTPB,Lung,0.05151807963433652,-0.1897434732682851,0.5290042600479458,0.3875114784982657,ECM-affiliated Proteins,Signaling,Downregulated,22
HTRA4,Lung,0.01613006468809361,-0.1543554583220422,-1.1028450469649913,-1.07199744528709,ECM Regulators,Regulatory,Downregulated,23
TNFSF10,Lung,0.0046735355384939226,0.1428989291724425,-1.037219442372988,-0.8698468472092418,Secreted Factors,Signaling,Upregulated,24
MBL1,Lung,0.0019643634192892945,-0.112552545515475,-0.636767675101439,-0.6302101018198047,ECM-affiliated Proteins,Signaling,Downregulated,25
SFRP4,Ovary,17.885191337624576,0.7932919018571672,0.5176242065383322,0.6829703298298716,Secreted Factors,Signaling,Upregulated,1
CTSL,Ovary,17.486554792601545,1.2751896917183416,-0.0041916004040648,0.250001289053664,ECM Regulators,Regulatory,Upregulated,2
PLOD2,Ovary,13.942260135827324,-1.1955052433017703,-0.9713545035880612,-1.2231864334495828,ECM Regulators,Regulatory,Downregulated,3
MBL2,Ovary,8.889794588722717,1.954201648259119,0.0546123875464671,0.4450040111649143,ECM-affiliated Proteins,Signaling,Upregulated,4
SFRP1,Ovary,8.83879594937031,0.9600208052311536,-1.4684320905094597,-1.2973813947388864,Secreted Factors,Signaling,Upregulated,5
EFEMP1,Ovary,5.691668445949273,1.9623386555063052,0.5025074796424348,0.900731920415442,ECM Glycoproteins,Structural,Upregulated,6
CTSF,Ovary,5.366958971371621,0.986523511194558,-0.6604564922443503,-0.4729183581727505,ECM Regulators,Regulatory,Upregulated,7
FLG2,Ovary,4.798503750870406,-2.7059823767383464,-2.104355098588317,-2.6730603220755627,Secreted Factors,Signaling,Downregulated,8
ANXA7,Ovary,4.393523815177621,-0.8626002796197605,1.5229179454736577,1.372046727498802,ECM-affiliated Proteins,Signaling,Downregulated,9
MATN2,Ovary,3.4218966018872115,1.0882385714070166,-0.7911182785381852,-0.5851116356193894,ECM Glycoproteins,Structural,Upregulated,10
