Gene_Symbol,Protein_Name,Matrisome_Category,Matrisome_Division,N_Tissues,N_Measurements,Direction_Consistency,Predominant_Direction,N_Upregulated,N_Downregulated,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Median_Zscore_Delta,Std_Zscore_Delta,N_Strong_Effects,Strong_Effect_Rate,T_Statistic,P_Value,Universality_Score
LOXL2,Lysyl oxidase homolog 2,ECM Regulators,Matrisome-associated,5,5,0.8,DOWN,1,4,-0.1881963824626362,0.2416793392511317,-0.2615558759147075,0.2274285920024983,0,0.0,-1.8503386078272048,0.1379353513574302,0.5248161577712742
EMILIN1,EMILIN-1,ECM Glycoproteins,Core matrisome,10,10,0.7,DOWN,3,7,-0.1122686847787389,0.1847416777601796,-0.0973586196024316,0.2194693242270177,1,0.1,-1.617650918016481,0.1401921253626446,0.5769063309387832
WISP2,WNT1-inducible-signaling pathway protein 2,ECM Glycoproteins,Core matrisome,5,5,0.8,UP,4,1,0.2974546749132226,0.4208526751854723,0.3403108014621711,0.3763086854339417,2,0.4,1.767508694528459,0.151880291393345,0.5399445033575253
C1QC,Complement C1q subcomponent subunit C,ECM-affiliated Proteins,Matrisome-associated,6,6,0.6666666666666666,UP,4,2,0.1299329110005991,0.2338686092703056,0.2434443419780186,0.2369101814001077,0,0.0,1.3434177073564235,0.2368835646956161,0.4818925009290838
PPBP,Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63),Secreted Factors,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.2072415456586685,0.2072415456586685,-0.121264392662642,0.1841976514383264,0,0.0,-1.9487375855066469,0.1906617709908466,0.5355329768382857
S100B,Protein S100-B,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,0.0453805373201942,0.0966970330467256,-0.0148910144414288,0.1471674781273534,0,0.0,0.5340948782538307,0.6466941267114924,0.3332720544329622
VWF,von Willebrand factor;von Willebrand antigen 2,ECM Glycoproteins,Core matrisome,7,7,0.5714285714285714,UP,4,3,0.0800919956885579,0.4810981405453435,0.0868865065386179,0.595737355299691,3,0.4285714285714285,0.3556995389221173,0.7342371011439615,0.3962203770190193
SERPINA7,Thyroxine-binding globulin,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.3637666045159409,0.6766329230228404,0.7230651898134843,0.7237230865564152,2,0.6666666666666666,0.8705846929885241,0.4757718049805959,0.4254501077767531
SERPIND1,Heparin cofactor 2,ECM Regulators,Matrisome-associated,8,8,0.875,UP,7,1,0.5630406636622745,0.6899240129295641,0.360340624200881,0.8264130913922784,5,0.625,1.9270259656154731,0.0953387881090884,0.6536011142593741
MGP,Matrix Gla protein,ECM Glycoproteins,Core matrisome,5,5,0.6,DOWN,2,3,0.0064122725289885,0.4617954799429277,-0.2190044697280564,0.5890386080762449,1,0.2,0.0243418293274539,0.9817458812686344,0.3180656658582129
COL4A2,Collagen alpha-2(IV) chain;Canstatin,Collagens,Core matrisome,9,9,0.5555555555555556,DOWN,4,5,-0.0069643507528001,0.2265082073099546,-0.0017271963730299,0.3762058657705022,2,0.2222222222222222,-0.0555362214132667,0.9570732182669488,0.356726373156037
MBL2,Mannose-binding protein C,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.0902223266833491,0.2813851250433281,0.1681494886818825,0.3446744428601868,0,0.0,0.4533833506652737,0.6947142889129181,0.3421368311923374
MIF,Macrophage migration inhibitory factor,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,0.0238630220714882,0.2655082098296165,-0.1550925239011604,0.3561988238265822,0,0.0,0.1160362243926942,0.9182248007469828,0.2958470373041533
MDK,Midkine,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.0661636822953618,0.2518809211752649,0.0838102449214917,0.336263712200616,0,0.0,0.3408005538315179,0.7657241195180654,0.3249844446845016
CPN2,Carboxypeptidase N subunit 2,ECM Regulators,Matrisome-associated,5,5,0.6,UP,3,2,0.1728678793575904,0.5784260661365895,0.1097144598914635,0.6970085554828092,3,0.6,0.5545761616972557,0.6087304779255829,0.4043318051461895
LAMA2,Laminin subunit alpha-2,ECM Glycoproteins,Core matrisome,8,8,0.75,DOWN,2,6,-0.1771640672337508,0.2487210804616264,-0.1759000699545806,0.2536248737781977,1,0.125,-1.9757354467232624,0.088737878329116,0.5733010029685747
IGFBP6,Insulin-like growth factor-binding protein 6,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,UP,2,1,-0.0518069657017472,0.1433734449211466,0.043232417206136,0.210225898536765,0,0.0,-0.426837499118653,0.7110542831819424,0.3250676643263144
SERPINB6,Serpin B6,ECM Regulators,Matrisome-associated,6,6,0.5,DOWN,3,3,-0.0903844509993841,0.4429245248645613,-0.1316977676476135,0.6217915906150624,2,0.3333333333333333,-0.3560610805480344,0.736325586972156,0.3529096880332014
SRPX,Sushi repeat-containing protein SRPX,ECM Glycoproteins,Core matrisome,5,5,0.6,DOWN,2,3,0.0792709907366214,0.5361617598429127,-0.0415698524862173,0.8263422565164152,2,0.4,0.2145059417366495,0.84064433378918,0.3537226033441024
SFRP1,Secreted frizzled-related protein 1,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.2804180376536905,0.29207656774654,0.1705556131236068,0.3654398645577505,1,0.3333333333333333,1.329078558965478,0.3151671895708584,0.4191153953310705
CTSZ,Cathepsin Z,ECM Regulators,Matrisome-associated,6,6,0.6666666666666666,UP,4,2,0.2313155131259849,0.2644666779202005,0.1743416865583929,0.2872232094765902,2,0.3333333333333333,1.9726991345207017,0.1055589654192243,0.5112172276493516
FBLN5,Fibulin-5,ECM Glycoproteins,Core matrisome,9,9,0.6666666666666666,DOWN,3,6,-0.1682216949110908,0.2998071926292228,-0.0612322130680322,0.410605895543671,1,0.1111111111111111,-1.2290741321798622,0.2539668959781073,0.5380108694790655
F9,Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain,ECM Regulators,Matrisome-associated,5,6,0.6666666666666666,UP,4,2,-0.021059231865888,0.2191667856839834,0.042634081439595,0.2980006474572315,0,0.0,-0.1731015448675787,0.8693609510305114,0.3362797824799431
F10,Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,ECM Regulators,Matrisome-associated,6,7,0.7142857142857143,UP,5,2,0.1531829555418488,0.1832034545201974,0.0975274331124691,0.2228435300977383,1,0.1428571428571428,1.8186931668145776,0.118835277133621,0.5147213572521863
COL4A1,Collagen alpha-1(IV) chain;Arresten,Collagens,Core matrisome,8,8,0.5,DOWN,4,4,0.054614949820691,0.148973550660579,0.0063792372989251,0.1890182401262116,0,0.0,0.8172460254965269,0.440712247288058,0.4179313761966815
C1QA,Complement C1q subcomponent subunit A,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.1174171882929,0.1928998632095912,-0.1698583962713789,0.2094047290945365,0,0.0,-0.9711936147983128,0.4338980198208794,0.3854515588273715
LRG1,Leucine-rich alpha-2-glycoprotein,ECM Glycoproteins,Core matrisome,4,4,1.0,UP,4,0,0.6621244494612865,0.6621244494612865,0.5844942906940915,0.6310172512051807,2,0.5,2.0985938124407664,0.1267347709965129,0.6114537260409437
CSTB,Cystatin-B,ECM Regulators,Matrisome-associated,7,7,0.7142857142857143,UP,5,2,0.3811600452898974,0.4594346370677569,0.1864207562850883,0.7025801971165931,1,0.1428571428571428,1.435358829767631,0.2011945171290328,0.5435196863313894
S100A8,"Protein S100-A8;Protein S100-A8, N-terminally processed",Secreted Factors,Matrisome-associated,7,7,0.5714285714285714,DOWN,3,4,0.0134706789944063,0.3401651028477528,-0.003006080084934,0.4487005102529533,2,0.2857142857142857,0.0794295210190174,0.939273920365958,0.3411197094048609
CTSG,Cathepsin G,ECM Regulators,Matrisome-associated,6,6,0.6666666666666666,UP,4,2,0.153440322472031,0.2648495761224889,0.184484379004206,0.2834843011351339,0,0.0,1.325824726517816,0.2422377875490619,0.4839197530436129
PRG2,Bone marrow proteoglycan;Eosinophil granule major basic protein,Proteoglycans,Core matrisome,5,5,0.6,UP,3,2,0.0353761115388547,0.16757738077801,0.028038776712902,0.2357390393235158,0,0.0,0.3355549017570083,0.7540679603357281,0.3341794401283025
MMP9,Matrix metalloproteinase-9;67 kDa matrix metalloproteinase-9;82 kDa matrix metalloproteinase-9,ECM Regulators,Matrisome-associated,5,5,0.8,UP,4,1,0.0413977012142553,0.1381908459053633,0.0614056829145706,0.1706980832278173,0,0.0,0.5422912330172872,0.6164167245100445,0.4187710338061745
DSP,Desmoplakin,ECM Glycoproteins,Core matrisome,4,4,0.75,DOWN,1,3,-0.2166400898539064,0.2711012219889213,-0.193763787171525,0.2935091418219331,1,0.25,-1.4762067614598402,0.236373356879547,0.4754236861171003
SDC2,Syndecan-2,ECM-affiliated Proteins,Matrisome-associated,4,4,0.75,UP,3,1,0.1095054074508096,0.2661962879811748,0.2036809383916787,0.3019730948598384,0,0.0,0.7252659876975919,0.5207424386241407,0.4180593763674069
FBN2,Fibrillin-2,ECM Glycoproteins,Core matrisome,5,5,0.6,DOWN,2,3,-0.0926368065943337,0.1995092009565538,-0.063755676751794,0.2490229925307221,0,0.0,-0.831819562757346,0.4522861882908865,0.3977289765551252
LMAN1,Protein ERGIC-53,ECM-affiliated Proteins,Matrisome-associated,7,7,0.5714285714285714,UP,4,3,-0.0128875396586924,0.2851329599030877,0.057083154491081,0.3461375612580143,0,0.0,-0.098507728616502,0.9247376940325048,0.338523740377085
CTSC,Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,ECM Regulators,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.0013548985162491,0.1177610788613164,-0.0507010752617103,0.1654945786781812,0,0.0,-0.0163739323314491,0.987964154367777,0.3097715123066938
MFAP2,Microfibrillar-associated protein 2,ECM Glycoproteins,Core matrisome,5,5,0.6,DOWN,2,3,-0.0583579784214862,0.1945678749167266,-0.0937974349247843,0.2713448999325609,0,0.0,-0.4809097455391317,0.6557026445492509,0.3565515526994696
MFAP4,Microfibril-associated glycoprotein 4,ECM Glycoproteins,Core matrisome,7,7,0.7142857142857143,UP,5,2,0.0103044366195926,0.5615475325677342,0.1061117852974882,0.8753761743426396,2,0.2857142857142857,0.0311442982972917,0.9761646080771024,0.3987369576917731
LTBP1,Latent-transforming growth factor beta-binding protein 1,ECM Glycoproteins,Core matrisome,6,6,0.6666666666666666,UP,4,2,0.1555147412150797,0.1795858794637332,0.0590432387322526,0.2472662540888123,1,0.1666666666666666,1.540573196539372,0.1840506059157766,0.4870308197043944
ADIPOQ,Adiponectin,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,UP,2,1,0.2022229730899604,0.3669482781674194,0.2318609230583237,0.4352494292309243,1,0.3333333333333333,0.804735033124219,0.5054310498193602,0.3885497943234581
COL28A1,Collagen alpha-1(XXVIII) chain,Collagens,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.1146388882790393,0.5830427141750847,-0.3667431113271421,0.7248548117238147,2,0.6666666666666666,-0.2739312422446388,0.8098359116451068,0.3492782655590754
ADAMTSL4,ADAMTS-like protein 4,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.28436006551304,0.5771855015729347,0.5275445593602643,0.6377814787819664,2,0.6666666666666666,0.7722489559477723,0.5207367060981076,0.4065123854082602
PODN,Podocan,Proteoglycans,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,0.147232865437609,0.5147524733063175,-0.0776996360360785,0.7587120046705926,1,0.3333333333333333,0.3361154191735893,0.7687714780324161,0.3506621281947367
SBSPON,Somatomedin-B and thrombospondin type-1 domain-containing protein,ECM Glycoproteins,Core matrisome,4,4,0.5,DOWN,2,2,-0.1502406008285046,0.2471132783259422,-0.1430620858109284,0.3072583838554386,1,0.25,-0.9779430519896964,0.4002236420005313,0.3652548347266056
C1QTNF5,Complement C1q tumor necrosis factor-related protein 5,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.0958173793117354,0.1543595304510746,0.0843607124083962,0.189618694675704,0,0.0,0.8752331593667982,0.4737464021298916,0.3736278490897173
TINAGL1,Tubulointerstitial nephritis antigen-like,ECM Glycoproteins,Core matrisome,7,7,0.7142857142857143,UP,5,2,0.1743733761231775,0.2725895332324312,0.222534155806038,0.288287594888958,1,0.1428571428571428,1.6003067654380243,0.1606483301393167,0.5329444133457999
COL6A5,Collagen alpha-5(VI) chain,Collagens,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.4962835851124441,0.5628319853428078,-0.1693451088376552,0.8106302483757731,1,0.3333333333333333,-1.060395150686159,0.400095960831588,0.4292051828385513
MFAP5,Microfibrillar-associated protein 5,ECM Glycoproteins,Core matrisome,4,4,1.0,DOWN,0,4,-0.569865987470334,0.569865987470334,-0.671785848968309,0.2972823369132458,3,0.75,-3.833836839331862,0.0312792967565814,0.6213189746898348
ADAMTSL5,,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,0.0937334906814868,0.277939505024847,-0.0378200046596038,0.4139844788733553,1,0.3333333333333333,0.3921672828724215,0.7327798773082483,0.3341791515114232
INHBE,Inhibin beta E chain,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.1712134067029725,0.2631876680073201,-0.0872425193285653,0.3586109985064949,1,0.3333333333333333,-0.8269415064834698,0.4952258491403379,0.3802147734432526
SERPINB9,Leukocyte elastase inhibitor,ECM Regulators,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.2787538979244384,0.2787538979244384,-0.0614412055028369,0.4163707880385512,1,0.3333333333333333,-1.159581622638456,0.3659444426845374,0.5076276777261246
SERPINB8,Serpin B8,ECM Regulators,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.2775671291899195,0.2775671291899195,-0.2441203412075778,0.2201615712146315,1,0.3333333333333333,-2.183670690646055,0.160649083010202,0.5485680727875397
ADAM10,Disintegrin and metalloproteinase domain-containing protein 10,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,-0.1941579721970166,0.2166732631825522,0.0145218085678489,0.3655473418483676,1,0.3333333333333333,-0.919966948300981,0.4547082855099554,0.3836668456868524
ANXA3,Annexin A3;Annexin,ECM-affiliated Proteins,Matrisome-associated,4,4,1.0,DOWN,0,4,-0.2879142455236088,0.2879142455236088,-0.3163582350021064,0.1915874020978473,0,0.0,-3.005565526449025,0.0574138926834416,0.5878968813097902
ANXA2,Annexin A2;Annexin,ECM-affiliated Proteins,Matrisome-associated,7,7,0.5714285714285714,DOWN,3,4,-0.1428060675451586,0.2934234149132017,-0.0455499128892538,0.4519980291183758,1,0.1428571428571428,-0.8359092652960007,0.4352242844839513,0.4372554677878072
FGF2,Fibroblast growth factor 2;Fibroblast growth factor,Secreted Factors,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.0844574870695669,0.0967943418420184,-0.0205738842860421,0.1593664372069131,0,0.0,-1.059915607699904,0.3669617874498294,0.4318753119883536
SDC1,Syndecan-1;Syndecan,ECM-affiliated Proteins,Matrisome-associated,4,4,0.75,UP,3,1,-0.0004975816954502,0.2570875155703704,0.1070226435470716,0.3556695361114264,1,0.25,-0.0027980000811446,0.9979431791861496,0.3217083510139247
LAMA1,Laminin subunit alpha-1,ECM Glycoproteins,Core matrisome,4,4,0.5,DOWN,2,2,-0.0709680382178409,0.1272357525066041,-0.0758212573276522,0.1567964120341853,0,0.0,-0.9052252828638486,0.4320754013745791,0.3468967302698622
GPC4,Glypican-4;Secreted glypican-4,ECM-affiliated Proteins,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.0877823817311105,0.109742727613026,-0.0955524375787773,0.1171819161991207,0,0.0,-1.498224036240316,0.231010590435092,0.4603603899684018
PLXNA1,Plexin-A1,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.1436130498330068,0.1496613824812667,-0.0711962180518367,0.1990328566907572,0,0.0,-1.249769023449083,0.3378025312184365,0.4003468084750275
LOXL1,Lysyl oxidase homolog 1,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.4028448716124342,0.5221929419845618,0.3291419960928012,0.622002059778692,1,0.3333333333333333,1.121777290334948,0.3785510018483078,0.4294502702993828
MUC1,Mucin-1;Mucin-1 subunit alpha;Mucin-1 subunit beta,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.0823370657631677,0.1936279689055039,0.0708825587717599,0.2551935501226043,0,0.0,0.5588385019113158,0.6324942098332139,0.3458051313944958
COL10A1,Collagen alpha-1(X) chain,Collagens,Core matrisome,3,3,1.0,UP,3,0,0.3232540629500712,0.3232540629500712,0.3836629859923973,0.1907465782884604,0,0.0,2.935268699477706,0.0991106524630004,0.5654444522729952
NTN4,Netrin-4,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,UP,2,1,-0.0131745994517854,0.0997793996538198,0.0204237970775014,0.1424603456459935,0,0.0,-0.160178437840981,0.8874563269090603,0.2854278510541581
S100A16,Protein S100-A16,Secreted Factors,Matrisome-associated,6,6,0.8333333333333334,DOWN,1,5,-0.1019552993057438,0.1734580257495072,-0.1289157333890771,0.189069579684902,0,0.0,-1.3208812347708994,0.2437623773176842,0.5244756800525904
LAMA3,Laminin subunit alpha-3,ECM Glycoproteins,Core matrisome,5,6,0.5,DOWN,3,3,-0.1681422425787238,0.1844999218329667,-0.0646785372626419,0.2514280321365827,1,0.1666666666666666,-1.6380937917909235,0.1623279995278991,0.4242196863953639
SEMA3G,Semaphorin-3G,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.7082004131811113,0.7414335083170234,-0.1287185194309239,1.1617725398515784,1,0.3333333333333333,-1.0558341288800517,0.4017515123046469,0.4467342248413611
HCFC1,Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,Secreted Factors,Matrisome-associated,4,4,1.0,DOWN,0,4,-0.3190820272577853,0.3190820272577853,-0.3154884913314822,0.3002299943238469,2,0.5,-2.1255839409143342,0.1235267992186145,0.5777910781761733
COL4A5,,Collagens,Core matrisome,3,5,0.8,UP,4,1,0.2509778903706022,0.3887834925347925,0.1591140417746762,0.5458025622955636,1,0.2,1.028217275781591,0.3619568386128501,0.4594281580014974
FREM1,FRAS1-related extracellular matrix protein 1,ECM-affiliated Proteins,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.7657477475944328,0.7657477475944328,-0.7794405823450198,0.5629902535476237,2,0.6666666666666666,-2.35583830493931,0.1426211865922544,0.6009917139115806
FRAS1,Extracellular matrix protein FRAS1,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.3449398062785562,0.4226882443309638,-0.5665823788039376,0.3998292707848825,2,0.6666666666666666,-1.4942709643408505,0.2737048599088098,0.4404690289219226
COL6A6,Collagen alpha-6(VI) chain,Collagens,Core matrisome,7,7,0.5714285714285714,DOWN,3,4,-0.1103171120127565,0.3214655834080416,-0.0865980550384117,0.3822986272965653,1,0.1428571428571428,-0.763465058204859,0.4741262572532898,0.4322792900834235
PLXNB1,Plexin-B1,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,-0.1127174275963573,0.1845545767395103,0.0060397246491951,0.2924901003043624,0,0.0,-0.6674834850553926,0.573171260203043,0.3567623821039306
EMILIN2,EMILIN-2,ECM Glycoproteins,Core matrisome,5,5,1.0,DOWN,0,5,-0.4760414041465489,0.4760414041465489,-0.5153795286968417,0.2177191151390956,3,0.6,-4.889147832040721,0.0081070163135454,0.6342180312695929
NPNT,Nephronectin,ECM Glycoproteins,Core matrisome,3,5,0.6,DOWN,2,3,0.0136486972485712,0.3111066703608414,-0.1381466753978415,0.3765564242030085,1,0.2,0.0810487164485766,0.9392965070445862,0.2761925420977551
MFAP1,Microfibrillar-associated protein 1,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.1631303052685294,0.1753466455938606,-0.2256990522491157,0.15964741715567,0,0.0,-1.7698374456243364,0.2187746591727989,0.4267209091954145
PAPLN,Papilin,ECM Glycoproteins,Core matrisome,4,8,0.625,UP,5,3,-0.031520252808091,0.2619986201574776,0.0202653649862175,0.4356247546489237,2,0.25,-0.2046548940799093,0.8436651965859644,0.3155550579926724
COL4A6,,Collagens,Core matrisome,4,6,0.6666666666666666,UP,4,2,0.1973587758673894,0.3994243488644088,0.2114423885628646,0.4477134181741297,2,0.3333333333333333,1.079771741278021,0.329553275935509,0.4446200149934567
ELN,Elastin,ECM Glycoproteins,Core matrisome,5,7,0.5714285714285714,DOWN,3,4,0.7379807368042802,0.8185439568236912,-0.037857270424509,1.0475616001525236,3,0.4285714285714285,1.8638650955285625,0.1116241027186365,0.5191934406848603
NGLY1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,ECM Regulators,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.238777699689852,0.238777699689852,-0.1265942732564774,0.25531351959193,1,0.3333333333333333,-1.6198715533680628,0.2466922689086162,0.5274804926578502
LGALS8,Galectin-8;Galectin,ECM-affiliated Proteins,Matrisome-associated,4,4,0.75,DOWN,1,3,-0.1247067891602612,0.249114286469969,-0.0623035861957418,0.3631710296752048,1,0.25,-0.686766173346979,0.5415534256833051,0.4121889788044535
TGM1,Protein-glutamine gamma-glutamyltransferase K,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.0137909191201512,0.151827684733245,-0.0910794024245031,0.1941072837257696,0,0.0,-0.1230586103761127,0.9133119914887124,0.2854615466461702
COL4A4,Collagen alpha-4(IV) chain,Collagens,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.0152436318362225,0.1765612935828412,-0.0336760101822348,0.2485171349113457,0,0.0,-0.1062411444652728,0.9250872573161112,0.2855798543656501
COL4A3,Collagen alpha-3(IV) chain;Tumstatin,Collagens,Core matrisome,3,5,0.8,DOWN,1,4,-0.1658313832768124,0.3373358901327656,-0.1554529284227658,0.4174904620142525,1,0.2,-0.8881885445256366,0.4246230659405843,0.4417501522957479
PLOD3,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",ECM Regulators,Matrisome-associated,3,3,1.0,DOWN,0,3,-0.1588391589801909,0.1588391589801909,-0.1056755774045593,0.1422911280784956,0,0.0,-1.9334831152187584,0.1928642128178343,0.5302522498050404
TINAG,Tubulointerstitial nephritis antigen-like,ECM Glycoproteins,Core matrisome,3,3,1.0,DOWN,0,3,-0.2656911794091727,0.2656911794091727,-0.1962506484150686,0.1269395913157407,0,0.0,-3.625272596907444,0.0683765257893053,0.5658349892536444
ADAM17,Disintegrin and metalloproteinase domain-containing protein 17,ECM Regulators,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.1226216844558735,0.2385769997307113,-0.0437554808270662,0.3428595672817309,0,0.0,-0.619457666796655,0.5987793274119786,0.3570430109612637
LAMC3,Laminin subunit gamma-3 (Fragment);Laminin subunit gamma-3,ECM Glycoproteins,Core matrisome,3,3,0.6666666666666666,DOWN,1,2,-0.042304687324483,0.1017623092414905,-0.0812307795689455,0.11699025546874,0,0.0,-0.6263245391741072,0.5950576467361565,0.344105878047506
PLXNB2,Plexin-B2,ECM-affiliated Proteins,Matrisome-associated,3,3,0.6666666666666666,UP,2,1,0.0218666581051608,0.2037541205330619,0.0606055059131795,0.2773648624566915,0,0.0,0.1365499670521178,0.9038915599143356,0.2925382765410272
FLG2,Filaggrin-2,Secreted Factors,Matrisome-associated,3,3,0.6666666666666666,DOWN,1,2,-0.1942204019735374,0.2071266133148323,-0.034961338276775,0.3240281651365064,1,0.3333333333333333,-1.0381801345660775,0.4082323126425046,0.3920073752735705
Angptl7,,Secreted Factors,Matrisome-associated,3,3,1.0,UP,3,0,1.35690839052571,1.35690839052571,1.5254442344366297,0.4782716788244451,3,1.0,4.914015145918185,0.0390052117156121,0.6808309731800368
Hp,,Non-ECM,Non-ECM,4,4,1.0,UP,4,0,1.7847414333738034,1.7847414333738034,1.785414090527297,0.3491688511646724,4,1.0,10.222798668441918,0.0019952602968052,0.748663326572137
Col14a1,,Collagens,Core matrisome,6,6,1.0,DOWN,0,6,-1.2327393796361323,1.2327393796361323,-1.3392077356452572,0.3286937803093157,6,1.0,-9.18661272842474,0.0002563970600401,0.7291050114927817
Sparc,,ECM Glycoproteins,Core matrisome,7,7,1.0,DOWN,0,7,-0.4571788541111742,0.4571788541111742,-0.372772861411129,0.473594633603047,2,0.2857142857142857,-2.554044042799442,0.0432542794953298,0.6605964412767573
Ppt1,,Non-ECM,Non-ECM,4,4,1.0,UP,4,0,0.7948489901554837,0.7948489901554837,0.7463830956500811,0.3708793106979916,3,0.75,4.286294582782657,0.0233376872121543,0.6454055968672352
Col12a1,,Collagens,Core matrisome,7,7,0.5714285714285714,UP,4,3,0.0918976873628082,0.3851980524026896,0.0456633852151801,0.6080603570336635,2,0.2857142857142857,0.3998590337480151,0.7031066443054694,0.3928564595724523
Fth1,,Non-ECM,Non-ECM,4,4,1.0,UP,4,0,0.8362570170983721,0.8362570170983721,0.7559911714504166,0.2223799916250004,4,1.0,7.520973546114283,0.0048716574959211,0.6532396055047707
Ctsf,,ECM Regulators,Matrisome-associated,6,6,0.8333333333333334,UP,5,1,0.8758853187594022,0.8783514984346997,0.9077602544871204,0.8123403136929691,4,0.6666666666666666,2.641100125145863,0.0459153542301303,0.6345344319386204
Col2a1,,Collagens,Core matrisome,5,5,0.6,UP,3,2,0.036387649255169,0.827259794589542,0.3313776507411627,1.0164686440118555,4,0.8,0.0800469918627697,0.9400447625970938,0.3629523210571825
Tfrc,,Non-ECM,Non-ECM,4,4,1.0,DOWN,0,4,-0.9583067021298592,0.9583067021298592,-0.9644090807397716,0.2013525443549512,4,1.0,-9.518694737132533,0.0024589323414837,0.6659271190388069
Aspn,,Proteoglycans,Core matrisome,6,6,0.8333333333333334,UP,5,1,0.554664456686997,0.620603110465994,0.5213557158147581,0.6389141855494491,3,0.5,2.1264904240196283,0.0867890164595437,0.6005848606958671
Myoc,,Non-ECM,Non-ECM,4,4,1.0,UP,4,0,1.019469008625633,1.019469008625633,1.1204769872368812,0.3572022735303931,4,1.0,5.708076819051322,0.0106655347923094,0.6704020291982191
Comp,,ECM Glycoproteins,Core matrisome,4,4,1.0,UP,4,0,0.7606552753374543,0.7606552753374543,0.8195442767422715,0.4530299392443715,3,0.75,3.3580794973779633,0.0437956035220473,0.6378946421234536
Epx,,Non-ECM,Non-ECM,4,4,1.0,DOWN,0,4,-0.9999403578689718,0.9999403578689718,-0.8139435324656463,0.5083836769146611,4,1.0,-3.93380198175334,0.0292562346523949,0.6647310241505359
Pcolce,,ECM Glycoproteins,Core matrisome,6,6,1.0,DOWN,0,6,-1.0826789831978638,1.0826789831978638,-1.2340583095071929,0.8070504721673321,4,0.6666666666666666,-3.286053543774182,0.0218082725597347,0.7097885967490158
