Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome Category,Matrisome Division,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence,Zscore_Young,Zscore_Old,Zscore_Delta
Q5F2A0,"Tumor necrosis factor ligand superfamily member 12;Tumor necrosis factor ligand superfamily member 12, membrane form;Tumor necrosis factor ligand superfamily member 12, secreted form",Tnfsf12,Tnfsf12,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,24.6974425,24.5697025,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.4640223496196725,-1.5636814004199586,-0.09965905080028614
Q5FW85,Extracellular matrix protein 2,Ecm2,Ecm2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,25.025343333333335,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.35919627407218,,
Q5NCU4,SPARC,Sparc,Sparc,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,28.619205,28.4090775,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.2102805767635834,-0.3401899164211932,-0.12990933965760978
Q5SUT2,EMI domain-containing protein 1,Emid1,Emid1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.815624999999997,29.923495000000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.17220095593516557,0.14240866133396354,-0.02979229460120203
Q60675,Laminin subunit alpha-2,Lama2,Lama2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,33.84989,32.70207,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.4619084671042577,1.0278556026074428,-0.4340528644968149
Q60715,Prolyl 4-hydroxylase subunit alpha-1,P4ha1,P4ha1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.8800175,27.56339,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.446590207120613,-0.6096846790776689,-0.1630944719570559
Q60847,Collagen alpha-1(XII) chain,Col12a1,Col12a1,Collagens,Core matrisome,Lung,Lung,Mus musculus,32.2630025,32.653150000000004,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.9545990245836637,1.0122662935669835,0.05766726898331975
Q60854,Serpin B6,Serpinb6;Serpinb6a,Serpinb6a,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,32.6809875,32.8104575,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.0882239585074427,1.062395386614453,-0.025828571892989594
Q61001,Laminin subunit alpha-5,Lama5,Lama5,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,36.9174175,37.268717499999994,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,2.442561264445964,2.4831066074387618,0.04054534299279755
Q61087,Laminin subunit beta-3,Lamb3,Lamb3,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,36.1006075,35.87883000000001,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,2.1814366253362327,2.0401919351375883,-0.14124469019864438
Q61191,Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,Hcfc1,Hcfc1,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,30.617405,30.7314725,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.4285206791821905,0.39988639938054865,-0.02863427980164185
Q61247,Alpha-2-antiplasmin,Serpinf2,Serpinf2,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,28.244825,29.088434999999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.32996550029525196,-0.12369944184116674,0.20626605845408522
Q61292,Laminin subunit beta-2,Lamb2,Lamb2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,37.065235,37.3316375,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,2.489816796750421,2.50315728864943,0.013340491899008988
Q61398,Procollagen C-endopeptidase enhancer 1,Pcolce,Pcolce,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,27.261345,26.878085,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6443725962804134,-0.8280704401564313,-0.18369784387601784
Q61508,Extracellular matrix protein 1,Ecm1,Ecm1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.7014,29.638495,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.13568455444362096,0.0515878707262077,-0.08409668371741326
Q61554,Fibrillin-1,Fbn1,Fbn1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,33.324405,33.064825,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.2939170358257737,1.1434545355790782,-0.1504625002466955
Q61703,Inter-alpha-trypsin inhibitor heavy chain H2,Itih2,Itih2,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,28.4917175,28.704765,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.25103684496365714,-0.24596334616564783,0.005073498798009307
Q61789,Laminin subunit alpha-3,Lama3,Lama3,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,36.882385,36.69263,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,2.431361782412674,2.299525126002817,-0.13183665640985698
Q61838,Alpha-2-macroglobulin;Alpha-2-macroglobulin 165 kDa subunit;Alpha-2-macroglobulin 35 kDa subunit,A2m,A2m,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,32.232085,33.12235,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.9447150601002766,1.1617859951570113,0.2170709350567347
Q62000,Mimecan,Ogn,Ogn,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,33.1250725,33.1685875,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.2301927583005965,1.176520473422718,-0.05367228487787856
Q62009,Periostin,Postn,Postn,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,36.0441425,35.995225,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,2.163385422795456,2.077283464691233,-0.08610195810422283
Q62059,Versican core protein,Vcan,Vcan,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,27.1885475,27.500882500000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6676451087564982,-0.6296039091440331,0.038041199612465104
Q62181,Semaphorin-3C,Sema3c,Sema3c,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,29.2250175,29.8687625,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.01660937975244918,0.12496708616926439,0.14157646592171358
Q62356,Follistatin-related protein 1,Fstl1,Fstl1,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.446882499999997,25.4255475,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.2244351144800476,-1.290949752919278,-0.06651463843923033
Q62426,Cystatin-B,Cstb,Cstb,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,30.237567500000004,30.1802825,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.3070910564941208,0.22423899034515168,-0.08285206614896909
Q63870,Collagen alpha-1(VII) chain,Col7a1,Col7a1,Collagens,Core matrisome,Lung,Lung,Mus musculus,29.144135,29.55401,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.042466572517955575,0.024665083026222067,0.06713165554417765
Q63ZW6,,Col4a5,Col4a5,Collagens,Core matrisome,Lung,Lung,Mus musculus,31.1652775,31.87026,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.603669133340007,0.7627831751146833,0.15911404177467625
Q640N1,Adipocyte enhancer-binding protein 1,Aebp1,Aebp1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.5598225,26.7742,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.8686411650293968,-0.861175415006559,0.0074657500228377804
Q66K08,Cartilage intermediate layer protein 1;Cartilage intermediate layer protein 1 C1;Cartilage intermediate layer protein 1 C2,Cilp,Cilp,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,25.735693333333337,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.1321056564357663,,
Q684R7,FRAS1-related extracellular matrix protein 1,Frem1,Frem1,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,29.6764925,25.72964,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.1277219169286224,-1.1940447660144056,-1.321766682943028
Q6NVD0,FRAS1-related extracellular matrix protein 2,Frem2,Frem2,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,29.479625,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.06478567117999641,,
Q6NZE9,Protein Wnt;Protein Wnt-9a,Wnt9a,Wnt9a,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,,26.644675,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,,-0.9024510743169784,
Q6P8P8,Pulmonary surfactant-associated protein C,Sftpc,Sftpc,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,30.22795,30.037787499999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.30401645381217635,0.17883018838847678,-0.12518626542369957
Q6P8R3,C-X-C motif chemokine;Platelet factor 4,Pf4,Pf4,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,31.3376625,31.99586,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.6587786091213169,0.8028080568702418,0.1440294477489249
Q6S9I0,,Kng2,Kng2,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.176137500000003,26.86894,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9913007886344173,-0.8309846721918976,0.16031611644251964
Q6ZQD8,Semaphorin-3E,Sema3e,Sema3e,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,28.24901,28.5341875,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.32862760456102474,-0.3003211826915916,0.028306421869433163
Q7TQ62,Podocan,Podn,Podn,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,27.5389275,27.4891825,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.5556327055644849,-0.6333323416005634,-0.07769963603607855
Q80T14,Extracellular matrix protein FRAS1,Fras1,Fras1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,27.453705,25.86955,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.5828773457580786,-1.1494597245620162,-0.5665823788039376
Q80T21,ADAMTS-like protein 4,Adamtsl4,Adamtsl4,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,25.28665,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.2756595776185367,,
Q80YX1,Tenascin,Tnc,Tnc,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.229575,26.0349225,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.974217442565655,-1.0967605624750656,-0.12254311990941058
Q8BJD1,Inter-alpha-trypsin inhibitor heavy chain H5,Itih5,Itih5,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.8113375,26.67827,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.7882347503115498,-0.8917453744556882,-0.10351062414413847
Q8BLI0,ADAMTS-like protein 1,Adamtsl1,Adamtsl1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.6684375,27.753517499999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.5142298676816217,-0.5490968549854731,-0.034866987303851404
Q8BLX7,Collagen alpha-1(XVI) chain,Col16a1,Col16a1,Collagens,Core matrisome,Lung,Lung,Mus musculus,,28.9143825,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,,-0.1791646546736442,
Q8BPB5,EGF-containing fibulin-like extracellular matrix protein 1,Efemp1,Efemp1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.8393225,29.9493475,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.17977677054970756,0.15064706305040768,-0.029129707499299884
Q8BRW2,Adiponectin,Adipoq,Adipoq,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.2336925,29.661015,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.3058522641476126,0.05876430653142399,-0.24708795761618857
Q8BRW3,Bone morphogenetic protein 6,Bmp6,Bmp6,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.307625,25.52847,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.2689541145300256,-1.2581514974058516,0.010802617124173963
Q8BVD7,Complement C1q tumor necrosis factor-related protein 7,C1qtnf7,C1qtnf7,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,27.524700000000003,28.04074,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.5601810715283356,-0.4575678215456976,0.10261324998263804
Q8BWM3,Stefin-2,Stfa2l1;Stfa2,Stfa2l1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,25.610885000000003,26.514246666666665,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.1720054262715347,-0.9440145983555229,0.22799082791601177
Q8BWY2,C-type lectin domain family 1 member A,Clec1a,Clec1a,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,27.131195,27.39731,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6859800347056664,-0.6626092997939343,0.023370734911732027
Q8BXS2,Tumor necrosis factor ligand superfamily member 13,Tnfsfm13;Tnfsf13,Tnfsf12,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,27.097657499999997,26.4957975,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.696701582659467,-0.9498937839791051,-0.25319220131963804
Q8BZQ2,Cysteine-rich secretory protein LCCL domain-containing 2,Crispld2,Crispld2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,27.151485,26.9928975,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.6794935581351833,-0.7914832049927362,-0.11198964685755286
Q8C119,Protein NDNF,Ndnf,Ndnf,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.2486925,28.67462,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.009040758125726786,-0.2555696364564216,-0.2465288783306948
Q8C230,Neutrophil collagenase,Mmp8,Mmp8,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.37187,26.4589425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9287273891601879,-0.9616383462171708,-0.03291095705698288
Q8C6K9,Collagen alpha-6(VI) chain,Col6a6,Col6a6,Collagens,Core matrisome,Lung,Lung,Mus musculus,28.239545,26.49326,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.33165345476997576,-0.9507024076849545,-0.6190489529149787
Q8CAZ9,Prolargin,Prelp,Prelp,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,33.6002625,33.885954999999996,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.3821054641422894,1.405123573444851,0.02301810930256165
Q8CG19,Latent-transforming growth factor beta-binding protein 1,Ltbp1,Ltbp1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,31.906217499999997,31.979075,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.8405390175260047,0.7974591903076066,-0.04307982721839809
Q8CJ69,BMP-binding endothelial regulator protein,Bmper,Bmper,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.7927125,26.56262,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.7941889457834695,-0.9285994952759936,-0.13441054949252407
Q8CJH3,Plexin-B1,Plxnb1,Plxnb1,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,30.1651,30.386530000000004,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.2839240411727046,0.28996376582189975,0.006039724649195166
Q8K0E8,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,Fgb,Fgb,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,33.7978125,34.1564975,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.4452598971880741,1.4913372006132681,0.046077303425194005
Q8K482,EMILIN-2,Emilin2,Emilin2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.221325,25.9077575,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.9768548714324115,-1.1372841619053646,-0.16042929047295318
Q8K4Q8,Collectin-12,Colec12,Colec12,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,28.086145,28.052257500000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.3806936472742709,-0.4538975462621006,-0.0732038989878297
Q8R054,Sushi repeat-containing protein SRPX2,Srpx2,Srpx2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,25.404925,25.405985,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.2378484383196753,-1.297183723853538,-0.05933528553386269
Q8R2Z0,Adipolin;Adipolin fCTRP12;Adipolin gCTRP12,Fam132a,Fam132a,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.2101475,25.519963333333333,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.3001165354220556,-1.2608623121149858,0.039254223307069847
Q8R2Z5,von Willebrand factor A domain-containing protein 1,Vwa1,Vwa1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,27.7699825,27.748475000000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.4817671144361936,-0.5507037456403472,-0.06893663120415361
Q8R3P6,von Willebrand factor A domain-containing protein 9,Vwa9,Vwa9,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.8143125,26.803420000000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.7872836774777803,-0.8518638939484581,-0.0645802164706778
Q8R4W6,Procollagen C-endopeptidase enhancer 2,Pcolce2,Pcolce2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.835222499999997,27.5525,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.7805989941318567,-0.6131549892872072,0.1674440048446495
Q8VCC9,Spondin-1,Spon1;mKIAA0762,Spon1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.1170175,29.668952499999996,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.05113572128089674,0.0612937452172092,0.11242946649810594
Q8VCM7,Fibrinogen gamma chain,Fgg,Fgg,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,33.63647,34.0119675,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.393680579983876,1.4452799063447102,0.051599326360834086
Q8VED9,Galectin-related protein,Lgalsl,Lgalsl,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,25.5762225,25.874355,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.1830866236162563,-1.1479285178993133,0.035158105716943
Q8VEK8,Matrix Gla protein,Mgp,Mgp,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.56945,27.5308425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.8655633654639788,-0.6200565726997948,0.24550679276418408
Q8VHY0,Chondroitin sulfate proteoglycan 4,Cspg4,Cspg4,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,28.0734125,27.88668,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.3847640791586311,-0.5066620355844021,-0.12189795642577106
Q91V88,Nephronectin,Npnt,Npnt,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,32.5972,32.3739425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.061438071092491,0.9232913956946496,-0.13814667539784153
Q91WP0,Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain,Masp2,Masp2,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,,,
Q91WQ0,Corticosteroid-binding globulin,Serpina6,Serpina6,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.38505,27.2329675,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.604825549254704,-0.7149802323569341,-0.11015468310223009
Q91X72,Hemopexin,Hpx,Hpx,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,30.807705,32.3673675,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.4893573717087038,0.9211961441218572,0.43183877241315344
Q91XL1,Leucine-rich HEV glycoprotein,Lrg1,Lrg1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,,26.4701675,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,,-0.9580612817449883,
Q920C1,Chordin-like protein 1,Chrdl1,Chrdl1,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,27.092585,27.7056575,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.698323201802087,-0.5643483744187602,0.13397482738332678
Q925I7,"Platelet-derived growth factor D;Platelet-derived growth factor D, latent form;Platelet-derived growth factor D, receptor-binding form",Pdgfd,Pdgfd,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.01389,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.362857771278716,,
Q99K41,EMILIN-1,Emilin1,Emilin1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,33.524294999999995,33.43888,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.3578195396046737,1.2626544332309502,-0.09516510637372355
Q99KC8,von Willebrand factor A domain-containing protein 5A,Vwa5a,Vwa5a,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,31.4215175,31.6663425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.6855860754997238,0.697800899434835,0.012214823935111196
Q9CQU1,Microfibrillar-associated protein 1,Mfap1,Mfap1b,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,28.62548,28.880537500000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.20827453238311153,-0.18995002189511467,0.018324510487996853
Q9CYA0,Cysteine-rich with EGF-like domain protein 2,Creld2,Creld2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,24.68134333333333,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-1.469169065607236,,
Q9D0F3,Protein ERGIC-53,Lman1,Lman1,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,29.9330425,29.594985,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.20973796247605944,0.037722563360091214,-0.17201539911596822
Q9D154,Leukocyte elastase inhibitor A,Serpinb1a,Serpinb1a,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,31.389429999999997,31.820035,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,0.6753280756497779,0.7467780024540719,0.07144992680429396
Q9D1H9,Microfibril-associated glycoprotein 4,Mfap4,Mfap4,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,34.25403,34.5634125,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,1.5911073158570972,1.621008576087494,0.029901260230396742
Q9D2D1,Carboxypeptidase;Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain,Ctsa,Ctsa,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,28.129535,28.13756,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.36682236987686895,-0.426714246294319,-0.05989187641745003
Q9D3M4,Protein S100;Protein S100-A1,S100a1;S100A1,S100a1,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,29.08665,29.516342499999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1,-0.06084385717316659,0.01266160186756228,0.07350545904072887
