Gene_Symbol,Attention_Score,Gradient_Importance,PageRank_Score,Combined_Score,Delta_Z_Mean,Matrisome_Category
ANXA7,0.999999962747097,0.09348191,0.0018225160486073926,0.5094539994599633,-0.1370832254835627,ECM-affiliated Proteins
ADAM10,0.9999999795109034,0.09127191,0.0018199477887999376,0.5089187930339601,0.07646071541779985,ECM Regulators
Ecm1,1.0000000223517418,0.06415146,0.0018203913567464377,0.5067204924386063,-0.08010159470742954,ECM Glycoproteins
COL1A2,0.9999999273568392,0.14335465,0.00181226147252737,0.50633213843804,-0.22704622490734858,Collagens
AMBP,1.0000000093132257,0.10290914,0.001809816529133777,0.5054155745592982,0.3470897458167328,ECM Regulators
PLXNB2,0.9999999795109034,0.12126659,0.001808969077731352,0.502350059613443,-0.14786718731413867,ECM-affiliated Proteins
LGALS1,0.9999999031424522,0.13227767,0.001819921809481591,0.5019736283838226,0.019148945091344398,ECM-affiliated Proteins
C1QA,1.0000000167638063,0.125651,0.0018001982572690546,0.5013237394982551,0.17433595556126705,ECM-affiliated Proteins
SFRP1,1.0000000186264515,0.15192576,0.001791073537855028,0.5010873726036617,0.06661323248242869,Secreted Factors
Vwf,0.9999999273568392,0.15851246,0.0018060840489550157,0.49892834592913254,-0.052306931940368735,ECM Glycoproteins
S100a13,0.9999999925494194,0.09609479,0.0018142090228786254,0.498329394974428,-0.0143184970854904,Secreted Factors
LAMC1,1.0000000204890966,0.09779481,0.0018080705608540181,0.49698791458047636,-0.17511328186806502,ECM Glycoproteins
Vwa5a,0.9999999925494194,0.09538217,0.0018141172434937894,0.49619705448105167,-0.055451953323322214,ECM Glycoproteins
TIMP3,0.9999999646097422,0.1718932,0.0017935614004020027,0.49295317757781376,0.6674000698918643,ECM Regulators
NGLY1,0.9999999441206455,0.10699272,0.0018188717948640094,0.49171832208644295,-0.017730107145603333,ECM Regulators
Cap2,1.0000000186264515,0.0935261,0.0018090038529517765,0.4915176655825742,-0.05023488680819623,ECM Regulators
Col18a1,0.9999999850988388,0.109947704,0.0018099127203867614,0.4910318328550017,0.06174422849638965,Collagens
Col3a1,0.9999999776482582,0.106763504,0.001812384287721224,0.4909173748980618,-0.23665752513301175,Collagens
S100a10,1.000000011175871,0.1001305,0.00180811591353446,0.49070892942662975,0.019755672979813316,Secreted Factors
ADAMTSL2,0.999999962747097,0.089246884,0.0018208044400648245,0.4892134066829379,-0.004656660873242634,ECM Regulators
Aebp1,0.999999962747097,0.08292845,0.001821783763765968,0.4819438177909204,0.025510052450771783,ECM Glycoproteins
MST1;MST1L,1.0000000521540642,0.13056578,0.0017885529251751105,0.48046398462867584,0.007367503431815618,Secreted Factors
ELN,0.9999999441206455,0.14323342,0.0018047476411176815,0.4782052430233641,0.4846615255355869,ECM Glycoproteins
Ngly1,1.0000000074505806,0.09352611,0.0018090038550003967,0.4775856238995508,-0.034787865401295436,ECM Regulators
Ctsa,1.000000026077032,0.08440994,0.001808305564462244,0.4766155954200833,0.0190453863515083,ECM Regulators
ARG1,0.9999999348074198,0.13981172,0.0018073148075665533,0.47587705328279983,-0.31949476040680996,ECM Glycoproteins
LAMA4,0.9999999925494194,0.10105221,0.0018085411431194014,0.47223609069445577,-0.11776310097697675,ECM Glycoproteins
Serpinb8,0.9999999590218067,0.10266531,0.0018130680436235828,0.46329727245926633,0.010388232995613297,ECM Regulators
SERPINB1,0.9999999962747097,0.10057648,0.0018063291050204292,0.46149847292984925,0.06940982505934302,ECM Regulators
Fbln2,0.9999999925494194,0.07647045,0.0018145874189783473,0.458466683679048,-0.11657761955208848,ECM Glycoproteins
Lama3,0.9999999850988388,0.10915674,0.0018047443989745791,0.4557846136636898,-0.021654463537087856,ECM Glycoproteins
COL28A1,0.9999999776482582,0.11791792,0.0018021010511707816,0.4482345006017554,-0.06838642731588304,Collagens
MDK,1.0000000707805157,0.116313756,0.0017846431732506396,0.4475770051279117,-0.020184144292990203,Secreted Factors
C1QB,0.9999999552965164,0.11052881,0.001808159897316489,0.44375722550924546,0.005314362328879352,ECM-affiliated Proteins
SEMA3D,1.0000000223517418,0.13056578,0.0017885529241580484,0.4433117916830425,-0.01439478298743987,ECM-affiliated Proteins
S100a9,1.0,0.08116206,0.0018090982649764341,0.44224811443257755,0.058225286937737965,Secreted Factors
HGFAC,1.0000000186264515,0.13056578,0.0017885529107147012,0.4386676811447541,0.002863137082630124,Secreted Factors
THBS1,0.9999999515712261,0.086372174,0.0018157591285111103,0.43633897666868854,-0.3273520976725274,ECM Glycoproteins
ISM2,0.9999999180436134,0.089246884,0.0018208044436410712,0.4334851503746058,-0.016157516481619907,Secreted Factors
Serpinb6,0.9999999925494194,0.092879795,0.001805142393406642,0.43255553712541034,0.017509555451215145,ECM Regulators
SEMA3C,0.9999999944120646,0.11836987,0.0017962232237641455,0.4319610487808285,-0.0055965244810039895,ECM-affiliated Proteins
SERPINB9,0.9999998994171619,0.081480905,0.0018263589790349646,0.42956630867564405,-0.20656324100725448,ECM Regulators
FAM20C,1.000000011175871,0.13056578,0.0017885529107147012,0.42937963455848793,-0.014735263275774764,ECM Regulators
MBL2,1.0000000223517418,0.11590035,0.0017908783107262597,0.42677827230704574,0.07950169037163424,ECM-affiliated Proteins
S100A9,0.9999999292194843,0.15307146,0.0017954781421017,0.420686617369026,0.21707981092591985,Secreted Factors
OMD,0.9999999441206455,0.10714829,0.001807303747141052,0.41697903229020367,-0.012370931594196456,Proteoglycans
F10,0.9999999571591616,0.11641914,0.001801341590611365,0.4145315837143552,0.2192384721687879,ECM Regulators
SERPINA7,0.9999999981373549,0.11380038,0.0017934173704130796,0.40854176587786367,0.13063833665066718,ECM Regulators
GDF10,1.0000000651925802,0.12793912,0.001775765887588752,0.40806806421712083,-0.005083522852477468,Secreted Factors
SMOC1,1.000000063329935,0.12793912,0.0017757659139629625,0.40574622373492836,-0.020375229232896155,ECM Glycoproteins
PLXDC2,0.9999999459832907,0.13081631,0.001797214582961028,0.4048623397858427,0.1442407834014484,ECM-affiliated Proteins
SPON2,0.9999999813735485,0.13056576,0.0017885529341947794,0.39222757079302245,-0.012205150796348652,ECM Glycoproteins
CTSF,1.000000024214387,0.11631376,0.0017846431814137842,0.38952678680945607,0.03503469170241579,ECM Regulators
CCL21,0.9999999720603228,0.12319278,0.0017922030789366205,0.3884070727806242,-0.028514924086609182,Secreted Factors
F13B,0.9999999813735485,0.11150539,0.0017928285782573075,0.3788735212430834,0.4293197627582051,ECM Regulators
SCUBE3,1.0000000391155481,0.12793912,0.001775765895077641,0.37555994976687207,-0.018263062893114905,Secreted Factors
HTRA3,1.0000000391155481,0.12793912,0.001775765887588752,0.3755599011651895,0.019576676747556303,ECM Regulators
LMAN1,0.9999999944120646,0.104303196,0.0017911717525515075,0.36884406759328475,0.3430100862204048,ECM-affiliated Proteins
GDF5,1.0000000298023224,0.12793912,0.001775765887588752,0.3639498429323568,-0.007937846605153771,Secreted Factors
KAL1,1.0000000279396772,0.12793912,0.001775765887588752,0.3616278312857903,-0.08204852520701407,ECM Glycoproteins
INHBA,1.0000000279396772,0.12793912,0.001775765887588752,0.3616278312857903,0.0020598042577947904,Secreted Factors
MMP3,1.0000000204890966,0.12793912,0.0017757659151620558,0.3523399636458207,-0.0011750392656866902,ECM Regulators
C1QTNF5,0.9999999776482582,0.12185183,0.0017859472238597007,0.351881957166216,0.1726119418343119,ECM-affiliated Proteins
ANGPTL4,1.000000013038516,0.12793912,0.001775765840805275,0.3430514344960349,0.035664431654161305,Secreted Factors
ITIH6,1.0000000074505806,0.12793912,0.001775765893713284,0.33608574292078425,-0.006323552787712857,ECM Regulators
SFRP4,0.9999999795109034,0.116313756,0.0017846431643999527,0.333798377006621,0.03504488060525188,Secreted Factors
VEGFA,1.0000000055879354,0.12793912,0.0017757659139629625,0.333763862691366,-0.053302423620946345,Secreted Factors
LEFTY2;LEFTY1,1.0000000018626451,0.12793912,0.0017757658857179707,0.32911965609278987,-0.004991776515095018,Secreted Factors
S100A6,0.9999999720603228,0.11136101,0.0017864321928281115,0.32544060800223273,0.225026840080349,Secreted Factors
HYAL1,0.9999999850988388,0.12793912,0.001775765887588752,0.30822156341476015,0.00036023528665989475,ECM Regulators
SEMA3E,0.9999999459832907,0.1221173,0.0017851819451201768,0.30801369635173853,-0.010547568714652691,ECM-affiliated Proteins
CPAMD8,0.999999949708581,0.12793912,0.0017757658411457768,0.2641030407225756,-0.016795946714396076,ECM Regulators
