Protein_ID,Protein_Name,Gene_Symbol,Canonical_Gene_Symbol,Matrisome Category,Matrisome Division,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Method,Study_ID,Match_Level,Match_Confidence
Q7TQ62,Podocan,Podn,Podn,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,27.5389275,27.4891825,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q80T14,Extracellular matrix protein FRAS1,Fras1,Fras1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,27.453705,25.86955,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q80T21,ADAMTS-like protein 4,Adamtsl4,Adamtsl4,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,25.286649999999998,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q80YX1,Tenascin,Tnc,Tnc,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.229575,26.0349225,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BJD1,Inter-alpha-trypsin inhibitor heavy chain H5,Itih5,Itih5,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.8113375,26.67827,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BLI0,ADAMTS-like protein 1,Adamtsl1,Adamtsl1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.6684375,27.753517499999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BLX7,Collagen alpha-1(XVI) chain,Col16a1,Col16a1,Collagens,Core matrisome,Lung,Lung,Mus musculus,,28.914382500000002,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BPB5,EGF-containing fibulin-like extracellular matrix protein 1,Efemp1,Efemp1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.8393225,29.9493475,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BRW2,Adiponectin,Adipoq,Adipoq,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.2336925,29.661015,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BRW3,Bone morphogenetic protein 6,Bmp6,Bmp6,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.307624999999998,25.52847,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BVD7,Complement C1q tumor necrosis factor-related protein 7,C1qtnf7,C1qtnf7,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,27.524700000000003,28.04074,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BWM3,Stefin-2,Stfa2l1;Stfa2,Stfa2l1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,25.610885000000003,26.514246666666665,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BWY2,C-type lectin domain family 1 member A,Clec1a,Clec1a,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,27.131194999999998,27.39731,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BXS2,Tumor necrosis factor ligand superfamily member 13,Tnfsfm13;Tnfsf13,Tnfsf12,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,27.097657499999997,26.495797500000002,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8BZQ2,Cysteine-rich secretory protein LCCL domain-containing 2,Crispld2,Crispld2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,27.151485,26.992897499999998,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8C119,Protein NDNF,Ndnf,Ndnf,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.2486925,28.67462,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8C230,Neutrophil collagenase,Mmp8,Mmp8,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.37187,26.4589425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8C6K9,Collagen alpha-6(VI) chain,Col6a6,Col6a6,Collagens,Core matrisome,Lung,Lung,Mus musculus,28.239545,26.49326,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8CAZ9,Prolargin,Prelp,Prelp,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,33.6002625,33.885954999999996,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8CG19,Latent-transforming growth factor beta-binding protein 1,Ltbp1,Ltbp1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,31.906217499999997,31.979075,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8CJ69,BMP-binding endothelial regulator protein,Bmper,Bmper,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.7927125,26.56262,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8CJH3,Plexin-B1,Plxnb1,Plxnb1,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,30.1651,30.386530000000004,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8K0E8,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,Fgb,Fgb,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,33.7978125,34.1564975,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8K482,EMILIN-2,Emilin2,Emilin2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.221325,25.907757500000002,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8K4Q8,Collectin-12,Colec12,Colec12,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,28.086145000000002,28.052257500000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8R054,Sushi repeat-containing protein SRPX2,Srpx2,Srpx2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,25.404925,25.405985,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8R2Z0,Adipolin;Adipolin fCTRP12;Adipolin gCTRP12,Fam132a,Fam132a,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.2101475,25.519963333333333,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8R2Z5,von Willebrand factor A domain-containing protein 1,Vwa1,Vwa1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,27.7699825,27.748475000000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8R3P6,von Willebrand factor A domain-containing protein 9,Vwa9,Vwa9,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.8143125,26.803420000000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8R4W6,Procollagen C-endopeptidase enhancer 2,Pcolce2,Pcolce2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.835222499999997,27.552500000000002,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8VCC9,Spondin-1,Spon1;mKIAA0762,Spon1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.1170175,29.668952499999996,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8VCM7,Fibrinogen gamma chain,Fgg,Fgg,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,33.63647,34.0119675,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8VED9,Galectin-related protein,Lgalsl,Lgalsl,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,25.5762225,25.874355,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8VEK8,Matrix Gla protein,Mgp,Mgp,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,26.56945,27.530842500000002,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q8VHY0,Chondroitin sulfate proteoglycan 4,Cspg4,Cspg4,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,28.0734125,27.886680000000002,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q91V88,Nephronectin,Npnt,Npnt,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,32.5972,32.3739425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q91WP0,Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain,Masp2,Masp2,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q91WQ0,Corticosteroid-binding globulin,Serpina6,Serpina6,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.38505,27.2329675,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q91X72,Hemopexin,Hpx,Hpx,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,30.807705,32.3673675,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q91XL1,Leucine-rich HEV glycoprotein,Lrg1,Lrg1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,,26.470167500000002,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q920C1,Chordin-like protein 1,Chrdl1,Chrdl1,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,27.092585,27.7056575,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q925I7,"Platelet-derived growth factor D;Platelet-derived growth factor D, latent form;Platelet-derived growth factor D, receptor-binding form",Pdgfd,Pdgfd,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.01389,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q99K41,EMILIN-1,Emilin1,Emilin1,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,33.524294999999995,33.43888,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q99KC8,von Willebrand factor A domain-containing protein 5A,Vwa5a,Vwa5a,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,31.4215175,31.6663425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9CQU1,Microfibrillar-associated protein 1,Mfap1,Mfap1b,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,28.62548,28.880537500000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9CYA0,Cysteine-rich with EGF-like domain protein 2,Creld2,Creld2,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,24.68134333333333,,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9D0F3,Protein ERGIC-53,Lman1,Lman1,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,29.9330425,29.594985,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9D154,Leukocyte elastase inhibitor A,Serpinb1a,Serpinb1a,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,31.389429999999997,31.820035,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9D1H9,Microfibril-associated glycoprotein 4,Mfap4,Mfap4,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,34.25403,34.5634125,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9D2D1,Carboxypeptidase;Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain,Ctsa,Ctsa,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,28.129535,28.13756,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9D3M4,Protein S100;Protein S100-A1,S100a1;S100A1,S100a1,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,29.08665,29.516342499999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9D8U4,Complement C1q tumor necrosis factor-related protein 2,C1qtnf2,C1qtnf2,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,27.2556475,27.205905,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9DC11,Plexin domain-containing protein 2,Plxdc2,Plxdc2,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,30.425289999999997,30.9634425,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9EPX2,Papilin,Papln,Papln,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,29.797365,30.230179999999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9ESQ1,,Col4a6,Col4a6,Collagens,Core matrisome,Lung,Lung,Mus musculus,29.418057500000003,30.507640000000002,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9ESZ9,Elastin,Eln,Eln,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.38666,30.460577500000003,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9JHI0,Matrix metalloproteinase-19,Mmp19,Mmp19,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,25.901283333333335,25.973262499999997,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9JHQ0,Annexin A9,Anxa9,Anxa9,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,29.136985,29.00631,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9JI78,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Ngly1,Ngly1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.67141,26.4654575,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9JL15,Galectin-8;Galectin,Lgals8,Lgals8,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,27.25094,27.262927499999996,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9JLF6,Protein-glutamine gamma-glutamyltransferase K,Tgm1,Tgm1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.0310825,25.934530000000002,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9JM58,Cytokine receptor-like factor 1,Crlf1,Crlf1,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,24.626416666666668,25.77994,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9QUP5,Hyaluronan and proteoglycan link protein 1,Hapln1,Hapln1,Proteoglycans,Core matrisome,Lung,Lung,Mus musculus,27.143225,26.26337,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9QUR8,Semaphorin-7A,Sema7a,Sema7a,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,26.480675,27.893195,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9QXT5,Epidermal growth factor-like protein 7,Egfl7,Egfl7,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,28.5570825,28.89776,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9QZR9,Collagen alpha-4(IV) chain,Col4a4,Col4a4,Collagens,Core matrisome,Lung,Lung,Mus musculus,29.8317325,30.7924775,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9QZS0,Collagen alpha-3(IV) chain;Tumstatin,Col4a3,Col4a3,Collagens,Core matrisome,Lung,Lung,Mus musculus,31.071939999999998,32.62279,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9QZZ6,Dermatopontin,Dpt,Dpt,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.513407500000003,30.18016,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9R045,Angiopoietin-related protein 2,Angptl2,Angptl2,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,25.7086525,26.9546475,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9R0E1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",Plod3,Plod3,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,26.10457,26.134700000000002,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9R118,Serine protease HTRA1,Htra1,Htra1,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,29.467927500000002,30.444995,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9WUR0,,Tinag,Tinag,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,30.763460000000002,29.67434,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9WVH9,Fibulin-5,Fbln5,Fbln5,ECM Glycoproteins,Core matrisome,Lung,Lung,Mus musculus,32.2179725,31.985279999999996,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9WVL7,C-X-C motif chemokine 15,Cxcl15,Cxcl15,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,26.221175,25.74383,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9Z0F8,Disintegrin and metalloproteinase domain-containing protein 17,Adam17,Adam17,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.3971275,27.4534475,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9Z175,Lysyl oxidase homolog 3,Loxl3,Loxl3,ECM Regulators,Matrisome-associated,Lung,Lung,Mus musculus,27.7834675,27.6517225,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
Q9Z2L7,Cytokine receptor-like factor 3,Crlf3,Crlf3,Secreted Factors,Matrisome-associated,Lung,Lung,Mus musculus,26.447297499999998,26.588905,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
S4R239,Pulmonary surfactant-associated protein B,Sftpb,Sftpb,ECM-affiliated Proteins,Matrisome-associated,Lung,Lung,Mus musculus,30.890050000000002,30.51409,Label-free LC-MS/MS (MaxQuant LFQ),Angelidis_2019,Gene_Symbol_or_UniProt,1
