Protein,N_Studies,N_Tissues,Matrisome_Category,Matrisome_Division,Shannon_Entropy,Variance_Entropy_CV,Predictability_Score,Aging_Direction,Entropy_Transition,Mean_Zscore_Delta,N_Observations
F13b,4,5,ECM Regulators,Matrisome-associated,2.56915276096164,0.2701322902710927,0.75,decrease,0.1837330690393375,-0.1274783367934548,5
Vwf,4,5,ECM Glycoproteins,Core matrisome,2.8536771851949605,0.2864835488074708,0.6,decrease,0.0007018384527139321,0.07037326428272483,5
Serpina1b,5,9,ECM Regulators,Matrisome-associated,3.6742914106194595,0.2686946442926541,0.7777777777777778,increase,0.0024296246516107844,0.1382530395832279,9
Bgn,6,10,Proteoglycans,Core matrisome,0.9900540857825025,3.1864696759911353,0.7272727272727273,increase,1.9653906617289607e-05,0.13789025893583065,11
Serpinb9b,2,3,ECM Regulators,Matrisome-associated,2.302664711027071,0.007674765527232278,1.0,increase,0.001138585276646412,0.08335670605724775,3
Thbs1,4,4,ECM Glycoproteins,Core matrisome,0.8216082669113014,1.987061804419829,0.75,increase,9.90317380222816e-05,0.3902979874342554,4
S100a16,3,4,Secreted Factors,Matrisome-associated,0.9483699099202376,1.8114113252727824,0.75,decrease,0.0011260976513578491,-0.0070990098857849505,4
Chad,2,4,Proteoglycans,Core matrisome,2.218776251972316,0.3451604369664385,0.75,decrease,0.030709453011779464,-0.3912074917372481,4
Igfbp7,4,5,ECM Glycoproteins,Core matrisome,0.9869056867241451,2.023471870026967,1.0,decrease,7.448264316289865e-05,-0.1411200709965112,5
Postn,5,8,ECM Glycoproteins,Core matrisome,0.9629344342763801,2.924203673945152,0.6666666666666666,decrease,0.0037120468217657354,-0.2931370628254711,9
Col5a2,5,8,Collagens,Core matrisome,0.9963175132931831,2.6546883805460024,0.625,increase,8.14403921896023e-05,-0.016586717467053202,8
Ctss,4,5,ECM Regulators,Matrisome-associated,3.035581056533344,0.2871788099544341,1.0,increase,0.01281230431032454,0.2634879546289103,5
Plod1,3,3,ECM Regulators,Matrisome-associated,0.9763540781953135,1.4502184091243155,1.0,decrease,0.00035462214498727107,-0.19877750739666653,3
Mmp2,3,3,ECM Regulators,Matrisome-associated,1.757864121574043,0.3171408403034919,0.6666666666666666,decrease,0.00737229571380521,-0.02154012049846966,3
Slit3,2,2,ECM Glycoproteins,Core matrisome,1.6265008987885088,0.09020950350397171,1.0,decrease,0.0015463114169610992,-0.0870360918548148,2
Pxdn,5,7,ECM Glycoproteins,Core matrisome,0.9992974003595748,2.4569711389400135,1.0,decrease,0.0003781570762768638,-0.3760570618204606,7
Lama3,4,5,ECM Glycoproteins,Core matrisome,1.0079403991526725,2.233699821789337,0.5,mixed,0.00025522306167102826,-0.0564340608693234,6
S100b,2,3,Secreted Factors,Matrisome-associated,2.248611528409873,0.12101202431454347,0.6666666666666666,increase,0.004732623672142652,0.022261024015905333,3
Plg,5,8,ECM Regulators,Matrisome-associated,0.9998362622096033,2.6466991802961086,0.5,mixed,1.6036837255928305e-05,0.0285395569753484,8
F13a1,5,9,ECM Regulators,Matrisome-associated,1.0020181331905023,2.850604750489024,0.6666666666666666,decrease,0.0039055536947478764,-0.11065898226188921,9
Wnt4,2,2,Secreted Factors,Matrisome-associated,0.8674988055736692,1.163185830833505,1.0,increase,0.0016904326320812402,0.18369325241211873,2
Serpine2,5,9,ECM Regulators,Matrisome-associated,0.883983778995288,3.098721361649585,0.6666666666666666,increase,0.021643703005315817,0.15593328115821117,9
Prg2,2,3,Proteoglycans,Core matrisome,3.9479466647822092,0.15241316224512427,0.5555555555555556,decrease,0.004754164322783028,0.022570309868989422,9
Ctsz,5,9,ECM Regulators,Matrisome-associated,1.0032530905401946,2.826717307478952,0.5555555555555556,decrease,5.012305115403848e-06,-0.018615527669182824,9
Sparc,5,9,ECM Glycoproteins,Core matrisome,1.0012097094864758,2.8372381561343456,1.0,decrease,0.0006170700697110121,-0.38159562049404555,9
Lama2,6,10,ECM Glycoproteins,Core matrisome,0.9948588430922364,3.0140664660494734,0.5,mixed,0.00012620745573732606,-0.022670758865966346,10
P4ha1,3,4,ECM Regulators,Matrisome-associated,2.727112833399939,0.20689245229410846,1.0,decrease,0.0033069458132432006,-0.14481574281060322,4
Col12a1,5,9,Collagens,Core matrisome,0.9962810237810912,2.8369099826670885,0.6666666666666666,increase,1.0304533178295827e-05,0.0849178949052843,9
Serpinb6a,6,10,ECM Regulators,Matrisome-associated,0.9998981002714025,3.00062559748546,0.7,increase,2.4008040542256026e-06,0.2667496967034667,10
Lama5,6,10,ECM Glycoproteins,Core matrisome,1.0006013110703535,3.001482525790589,0.8,increase,4.135011027939228e-05,0.07651863119575038,10
Hcfc1,5,6,Secreted Factors,Matrisome-associated,0.9933907506882783,2.248975327611516,0.8333333333333334,decrease,2.7509062716646326e-05,-0.06855385798189242,6
Serpinf2,5,8,ECM Regulators,Matrisome-associated,1.0208220142205984,2.627402853327269,0.625,increase,0.0007641939293474564,0.09574955551388681,8
Lamb2,6,10,ECM Glycoproteins,Core matrisome,0.9995290130252261,3.001887676520376,0.9,increase,1.0888315072232757e-05,0.140951961234512,10
Pcolce,5,8,ECM Glycoproteins,Core matrisome,0.9927043874891592,2.6646755211216537,0.875,decrease,0.0006113164782135527,-0.8249345752651844,8
Ecm1,5,8,ECM Glycoproteins,Core matrisome,1.0005369937391246,2.645940138389141,0.625,decrease,1.931247942366099e-05,-0.06626705430977728,8
Fbn1,5,8,ECM Glycoproteins,Core matrisome,0.9992935635229779,2.647416601105513,0.625,decrease,4.536809941946274e-06,-0.1323381002311389,8
Itih2,5,6,ECM Regulators,Matrisome-associated,1.001170765722091,2.2368588328780974,0.6666666666666666,increase,0.00015669533036666294,0.061182154521559645,6
A2m,2,3,ECM Regulators,Matrisome-associated,2.1092146224389525,0.08712511657960952,1.0,increase,0.005030388237611191,0.150456705868355,3
Ogn,5,8,Proteoglycans,Core matrisome,0.9603133849643809,2.72844187185906,0.5,mixed,0.0003815616906850394,0.012824694567946458,8
Vcan,5,6,Proteoglycans,Core matrisome,0.9635008031608978,2.3030241833927794,0.6666666666666666,increase,9.855797945412803e-05,-0.002673110899252563,6
Sema3c,2,4,ECM-affiliated Proteins,Matrisome-associated,2.2492027929636587,0.38248970666600113,1.0,increase,0.010428399029831448,0.48412940958823797,4
Fstl1,2,3,Secreted Factors,Matrisome-associated,2.469513743444906,0.0323057238799857,1.0,decrease,0.0031492831132658335,-0.07485238822889223,3
Cstb,5,9,ECM Regulators,Matrisome-associated,0.9835984580815295,2.8744209764423645,0.5555555555555556,increase,0.0011752511903884155,0.19831588875001813,9
Col4a5,2,2,Collagens,Core matrisome,1.5369748700922559,0.11888131948338627,1.0,increase,0.007301567647379478,0.09213243199151175,2
Aebp1,4,6,ECM Glycoproteins,Core matrisome,0.9860829890234236,2.263989936354727,0.8333333333333334,increase,5.977863998296584e-05,0.14787392529900728,6
Cilp,2,2,ECM Glycoproteins,Core matrisome,0.8881906269748976,0.26857533938133327,,insufficient_data,,0.7916067829414317,2
Podn,2,3,Proteoglycans,Core matrisome,1.8152697080311768,0.37822412695919766,1.0,decrease,0.003751396654683381,-0.0900297749020446,3
Adamtsl4,3,3,ECM Regulators,Matrisome-associated,1.6527735431184187,0.28685301218262177,1.0,decrease,0.2269900595477049,-0.1127822879683673,3
Tnc,4,8,ECM Glycoproteins,Core matrisome,1.071637640632676,2.9136006203833427,0.6666666666666666,decrease,0.02287348722241589,-0.1875164477187975,9
Itih5,6,9,ECM Regulators,Matrisome-associated,0.9851937557003705,2.8629380498774863,0.5555555555555556,decrease,0.00020611937077230635,-0.03519755996726234,9
Adamtsl1,2,2,ECM Regulators,Matrisome-associated,1.3747389344712067,0.29286077885080375,0.5,mixed,0.002416327968192522,0.005038156971372852,2
Efemp1,5,7,ECM Glycoproteins,Core matrisome,0.8623195063171135,2.7007712657706278,0.8571428571428571,decrease,0.00010316247949981872,-0.21666865866730342,7
Adipoq,3,6,ECM Glycoproteins,Core matrisome,2.9502664687905233,0.29641071650484235,1.0,decrease,0.00620941120215629,-0.16606423838464235,6
Clec1a,2,2,ECM-affiliated Proteins,Matrisome-associated,1.3888319115883683,0.29061889502555704,1.0,increase,0.0020900384615001877,0.048947723343975846,2
Col6a6,5,8,Collagens,Core matrisome,0.9980594897364458,2.652589322413524,0.625,decrease,0.0002079653762248057,-0.018708596002950523,8
Prelp,6,10,Proteoglycans,Core matrisome,0.9969725268749061,3.0073429758978913,0.7,increase,1.2869608933652188e-05,0.003439948658107339,10
Ltbp1,5,6,ECM Glycoproteins,Core matrisome,1.0022541871341626,2.234909207625522,0.6666666666666666,decrease,1.6688556526034404e-05,-0.07047235731183844,6
Plxnb1,4,5,ECM-affiliated Proteins,Matrisome-associated,0.9939404075416073,2.023434570466031,0.6,increase,0.0010713597371432293,0.032533249142842634,5
Fgb,6,10,ECM Glycoproteins,Core matrisome,0.9695642268534906,3.069490186692831,0.6,increase,4.742186999839859e-05,-0.015533122048256198,10
Emilin2,4,4,ECM Glycoproteins,Core matrisome,2.4989200360888297,0.26973332828465785,1.0,decrease,0.00016069227685533427,-0.21334547619451272,4
Colec12,4,4,ECM-affiliated Proteins,Matrisome-associated,0.9960136865894286,1.7417205123468849,0.75,decrease,0.0002046907491770611,-0.05392852023573415,4
Srpx2,2,2,ECM Glycoproteins,Core matrisome,1.495622043756313,0.1929598887442235,0.5,mixed,0.008115809921717898,0.0198693315320559,2
Vwa1,6,10,ECM Glycoproteins,Core matrisome,1.0085000696345863,3.008340363602635,0.6,increase,0.0023114669674169086,0.016115859332997598,10
Vwa9,2,2,ECM Glycoproteins,Core matrisome,0.8340629037521535,1.193203329976154,1.0,decrease,0.010160596602200589,-0.2790746666675375,2
Pcolce2,2,2,ECM Glycoproteins,Core matrisome,1.4508363318072235,0.24231552310853252,1.0,increase,0.0016871844863626806,0.25004956679272483,2
Spon1,4,5,ECM Glycoproteins,Core matrisome,0.9978086880450447,2.024618216025526,0.6,decrease,0.0028756265259053393,-0.016252213570134018,5
Fgg,6,10,ECM Glycoproteins,Core matrisome,0.9746582746118176,3.058151596234376,0.5,mixed,5.44571947198591e-05,0.023295446578446857,10
Lgalsl,3,4,ECM-affiliated Proteins,Matrisome-associated,2.6892198031097934,0.23173584867477226,0.5,mixed,0.001677034594532778,-0.022599648028272426,4
Mgp,2,2,ECM Glycoproteins,Core matrisome,1.3527774412172922,0.34557576583731986,1.0,increase,0.011016286853298363,0.14633013047034,2
Cspg4,4,5,ECM-affiliated Proteins,Matrisome-associated,2.8919722882849106,0.23378951969255088,1.0,decrease,0.0014843441594647733,-0.16006273955020517,5
Npnt,2,2,ECM Glycoproteins,Core matrisome,1.3559753230350102,0.30872793879261856,0.5,mixed,0.01367399123087959,0.0352407272595094,2
Masp2,2,2,ECM Regulators,Matrisome-associated,0.9803360816582273,0.012260971890005258,,insufficient_data,,0.199603328380402,2
Serpina6,3,5,ECM Regulators,Matrisome-associated,2.8683620735790702,0.2422772872080752,0.6,decrease,0.009552584952185805,0.03136021015611905,5
Hpx,4,7,ECM-affiliated Proteins,Matrisome-associated,3.1384323233432925,0.314966084655617,1.0,increase,0.016475573784143382,0.25471393542323534,7
Chrdl1,2,3,Secreted Factors,Matrisome-associated,3.10194417499043,0.0762613848507285,0.6,decrease,0.0017812060766851379,-0.05648622605462768,5
Emilin1,5,6,ECM Glycoproteins,Core matrisome,1.0000156048149742,2.2363427175159316,1.0,decrease,2.2740255993802805e-06,-0.1479362523957137,6
Vwa5a,5,6,ECM Glycoproteins,Core matrisome,0.9966865434790222,2.242646802604719,0.6666666666666666,decrease,1.5094856541608692e-05,-0.100845167935787,6
Creld2,3,4,ECM Glycoproteins,Core matrisome,2.485255432122904,0.2192847576856679,1.0,decrease,0.03175441148445626,-0.06926867178344306,4
Lman1,4,5,ECM-affiliated Proteins,Matrisome-associated,0.9970718929957089,2.005212041126128,0.8,decrease,4.0580594480310594e-06,-0.07955798722231665,5
Serpinb1a,6,10,ECM Regulators,Matrisome-associated,1.0008164322425022,2.9996430034105943,0.6,decrease,2.429237490719771e-06,-0.01967099163318209,10
Mfap4,4,4,ECM Glycoproteins,Core matrisome,0.9523375226310151,1.8267439671747372,0.5,mixed,0.00963561685179215,-0.021715075969663378,4
Ctsa,3,4,ECM Regulators,Matrisome-associated,2.731420226014028,0.18881005249312138,0.5,mixed,0.003202319447675739,0.0068401859992725,4
S100a1,3,4,Secreted Factors,Matrisome-associated,2.698219197056262,0.24122943606591474,1.0,increase,0.001911191722700406,0.06664291970185453,4
Plxdc2,4,5,ECM-affiliated Proteins,Matrisome-associated,1.018320146888782,1.9920546701205408,0.6,decrease,0.000118169988418515,-0.022827464873917902,5
Papln,4,5,ECM Glycoproteins,Core matrisome,2.637539442263968,0.36876266195226776,0.8,increase,0.0016123245269384356,0.14999218593013172,5
Eln,4,6,ECM Glycoproteins,Core matrisome,3.0901731475773615,0.3413618638235739,0.8333333333333334,decrease,0.024715716051669834,-0.6035438442270636,6
Ngly1,5,6,ECM Regulators,Matrisome-associated,1.0092283569282552,2.2318923952262497,0.8333333333333334,decrease,0.00036272026955375125,-0.06922043427862576,6
Lgals8,3,3,ECM-affiliated Proteins,Matrisome-associated,1.952719554768477,0.24496732935440488,1.0,decrease,9.761606393540734e-05,-0.1354048799510473,3
Tgm1,2,2,ECM Regulators,Matrisome-associated,1.4519180183390379,0.2047129048106174,1.0,decrease,0.0035518508136362925,-0.10632911182155845,2
Hapln1,2,3,Proteoglycans,Core matrisome,2.357087078177529,0.08180028317053098,0.6666666666666666,increase,0.019346352242595732,-0.07104890543588908,3
Sema7a,3,4,ECM-affiliated Proteins,Matrisome-associated,2.701008061674664,0.2530415540296753,0.75,decrease,0.0033416114973453537,0.03167808743578568,4
Egfl7,2,2,Secreted Factors,Matrisome-associated,1.426321107447291,0.23679783470669183,1.0,increase,0.003163914811438434,0.07710040009769405,2
Col4a4,2,2,Collagens,Core matrisome,1.3872306919959552,0.29968491120553276,1.0,increase,0.00029142573416435225,0.3092273610429659,2
Col4a3,3,3,Collagens,Core matrisome,1.7935997536557624,0.34442161509093633,1.0,increase,0.005211067295020799,0.5503172926340834,3
Dpt,5,8,ECM Glycoproteins,Core matrisome,0.9752681767733333,2.697288357659661,0.625,increase,6.564610476189614e-05,0.041549320627626764,8
Angptl2,4,4,Secreted Factors,Matrisome-associated,2.614303123900174,0.269671582504903,1.0,increase,0.0013251286078841407,0.6060683479185923,4
Plod3,3,3,ECM Regulators,Matrisome-associated,0.9955959280378375,1.422406619273004,1.0,decrease,0.00011682962426129428,-0.10197764416604373,3
Htra1,5,6,ECM Regulators,Matrisome-associated,0.9875610096305646,2.2633551495817166,0.8333333333333334,increase,0.00036092847244706405,0.21231720904722895,6
Fbln5,6,9,ECM Glycoproteins,Core matrisome,0.8767534633143939,3.0976113521170783,1.0,decrease,0.009049646190502969,-0.4971408719424292,9
Adam17,4,4,ECM Regulators,Matrisome-associated,0.9826179336507201,1.7808610483153815,0.75,decrease,0.00867620850866957,0.0015334487871206497,4
Crlf3,3,4,Secreted Factors,Matrisome-associated,2.7207344186502316,0.21270925997825688,0.5,mixed,0.000514333733097172,-0.0036938410060611757,4
Matn2,4,5,ECM Glycoproteins,Core matrisome,0.954357466463936,2.079687086082032,0.8,decrease,0.0008431826158745714,-0.12204752564099544,5
Adam9,4,5,ECM Regulators,Matrisome-associated,1.0032163862693497,2.0011493834383174,0.6,decrease,0.0001838620763803256,-0.00660413158550594,5
P3h1,2,2,ECM Regulators,Matrisome-associated,0.9554037116528286,1.0593179562488602,1.0,decrease,0.00027712987572281467,-0.2177785951956807,2
Clec10a,2,2,ECM-affiliated Proteins,Matrisome-associated,0.9878171847760956,1.0166810600330007,1.0,increase,0.0001042507754532851,0.2048128948537423,2
Efemp2,2,2,ECM Glycoproteins,Core matrisome,0.999912086950584,1.000138163264021,1.0,decrease,2.9532862171333107e-06,-0.061533287768850496,2
Fcna,2,2,ECM-affiliated Proteins,Matrisome-associated,0.7791792892942656,1.257051928388404,0.5,mixed,0.0001297729726885688,0.23268200006754586,2
Serpina3k,4,5,ECM Regulators,Matrisome-associated,0.9905593043472467,2.017937633105238,0.6,decrease,0.0001427528321444882,0.09448571483936176,5
C1qb,4,5,ECM-affiliated Proteins,Matrisome-associated,0.997423640079281,2.014602028731299,0.8,increase,0.0008646791691910849,0.05284605950847114,5
Col2a1,3,6,Collagens,Core matrisome,0.9942954546872391,2.2476727733137625,0.6666666666666666,increase,0.0003249942122329763,0.040566572268517086,6
Mbl2,4,6,ECM-affiliated Proteins,Matrisome-associated,0.8633697392181744,2.470040185745306,0.5,mixed,0.00019503507771645445,-0.0696732666800559,6
Col11a1,2,3,Collagens,Core matrisome,0.9241632033878692,1.51987782199916,1.0,decrease,0.00010423240194623595,-0.3473611556005225,3
Fbn2,3,6,ECM Glycoproteins,Core matrisome,0.943794732174735,2.3377495133599386,0.8333333333333334,decrease,0.00020626278044666435,-0.9096908665526114,6
Gas6,2,2,ECM Glycoproteins,Core matrisome,0.9659663036919216,1.0454587280168022,1.0,increase,0.00044695944181805114,0.09339743331375736,2
Sfrp1,2,2,Secreted Factors,Matrisome-associated,0.96204360414592,1.0505415222702492,1.0,increase,0.0005578348571234626,0.14062458045705759,2
Gpc1,5,9,ECM-affiliated Proteins,Matrisome-associated,0.9471290648479412,2.9514416949061504,0.6666666666666666,decrease,0.002887293076796915,0.04320813142432293,9
Ctsf,5,7,ECM Regulators,Matrisome-associated,0.9626649563238677,2.52584482211927,0.8571428571428571,increase,0.0008569877735831177,0.7774724633378417,7
Thbs4,4,8,ECM Glycoproteins,Core matrisome,0.8950189767867189,2.854026486805756,0.5,mixed,0.0009335246619834869,0.029260606884920486,8
Cd109,2,2,ECM Regulators,Matrisome-associated,1.4466128984798714,0.2966617093633231,0.5,mixed,0.019723989868966507,-0.16248874846004804,2
Hmcn2,3,5,ECM Glycoproteins,Core matrisome,2.775944044999909,0.2968902954003108,0.8,decrease,0.002860993022902214,-0.08012854947900963,5
Cpn2,2,3,ECM Regulators,Matrisome-associated,2.26304626458482,0.12477752787501292,0.6666666666666666,increase,0.007412924475378668,0.057874444410764704,3
Serpina10,2,2,ECM Regulators,Matrisome-associated,1.8212861334497,0.07269893263836927,1.0,increase,0.016437866281921815,0.15885805522263724,2
C1qtnf9,2,4,ECM-affiliated Proteins,Matrisome-associated,2.936115463054403,0.034401210996062435,0.75,increase,0.013952835473753554,-0.031685862512156215,4
Pzp,3,6,ECM Regulators,Matrisome-associated,3.496248144857002,0.05121862882008198,0.6666666666666666,increase,0.005211250129980548,0.05871402075621071,6
Lgi1,2,3,ECM Glycoproteins,Core matrisome,2.1532634379363995,0.32417066273860934,0.6666666666666666,decrease,0.001818621155161626,0.007096767801054764,3
Smoc2,2,4,ECM Glycoproteins,Core matrisome,2.8273123868187984,0.0871076370663036,0.75,increase,0.05794418881681431,0.8698545566693375,4
C1qa,2,3,ECM-affiliated Proteins,Matrisome-associated,2.18499235522937,0.2962394651990084,0.6666666666666666,increase,0.01698718780013564,-0.045138229914773544,3
Fgf13,4,4,Secreted Factors,Matrisome-associated,2.6610301780928047,0.1835877648543781,0.5,mixed,0.00681493336555733,-0.02260432288155147,4
Dspp,3,4,ECM Glycoproteins,Core matrisome,2.4231882978351473,0.23194606227099937,1.0,decrease,0.004365156284892285,-0.0826863000449821,4
Igf2,2,3,Secreted Factors,Matrisome-associated,2.1766693702905,0.2439853492039843,1.0,decrease,0.0002392202671469834,-0.06561966040390814,3
Plxnd1,3,4,ECM-affiliated Proteins,Matrisome-associated,2.4351411678097654,0.2914497086868954,1.0,decrease,0.0014530590313667213,-0.10369477808367118,4
Agt,2,3,ECM Regulators,Matrisome-associated,2.247045548689186,0.20550768367045427,0.6666666666666666,decrease,0.009870878999981264,0.05938670335507806,3
Sema4b,2,3,ECM-affiliated Proteins,Matrisome-associated,2.196557568120295,0.2528201126657677,0.6666666666666666,decrease,0.003123645045010004,-0.0251513861525811,3
Egln1,3,4,ECM Regulators,Matrisome-associated,2.5565107878475546,0.23692895716751228,0.75,decrease,0.0027007784987834182,-0.09491260247231065,4
Sema3b,2,2,ECM-affiliated Proteins,Matrisome-associated,1.811168171938041,0.06758081781615753,0.5,mixed,0.005402030436950353,-0.09664547267262641,2
Fgl2,2,2,ECM Glycoproteins,Core matrisome,1.8975684736212899,0.03869991571923908,1.0,decrease,0.010600894347944666,-0.34539704519844355,2
LOXL1,2,2,ECM Regulators,Matrisome-associated,1.7273768203122695,0.20650980957855253,1.0,increase,0.04110616065564107,0.6937783601977471,2
S100A7,3,3,Secreted Factors,Matrisome-associated,1.4279050935232571,1.1241648668696014,1.0,increase,0.05084842716186033,0.41961148294373474,3
SERPINB3,2,2,ECM Regulators,Matrisome-associated,1.2531889121851645,0.3262187552620925,,insufficient_data,,-0.1945196784051608,2
CSTA,2,3,ECM Regulators,Matrisome-associated,1.814331077827564,0.9411296474767643,0.6666666666666666,decrease,0.1385872183522605,-0.12579785570194255,3
GDF15,2,3,Secreted Factors,Matrisome-associated,2.70260514719737,0.8558534901860738,0.8,decrease,0.20559438538530816,-0.2718203172343402,5
NGLY1,2,2,ECM Regulators,Matrisome-associated,1.2164905579565264,0.4110957542646823,,insufficient_data,,-0.5309756441069664,2
LGALS8,2,3,ECM-affiliated Proteins,Matrisome-associated,1.9762180826767968,0.739123394139905,0.6666666666666666,decrease,0.04716462118072173,-0.14703107142145014,3
SERPINB12,3,4,ECM Regulators,Matrisome-associated,1.9687979306809096,0.9168061497482419,0.6666666666666666,increase,0.3271147570381876,-0.04525429625045479,4
COL21A1,3,4,Collagens,Core matrisome,1.9923342419778112,1.01161624135251,0.75,decrease,0.004093698777268395,-0.5664816898463472,4
LAMB4,2,3,ECM Glycoproteins,Core matrisome,1.95400974383252,0.5793618123912461,0.5,mixed,0.4654111077347537,-0.09978580871234846,3
GPC4,2,3,ECM-affiliated Proteins,Matrisome-associated,1.8081893967329807,0.7160586902507172,0.5,mixed,0.9086317627599292,-0.06158339248611884,3
TGM1,2,3,ECM Regulators,Matrisome-associated,1.8572461437731753,0.7148150922673994,0.5,mixed,0.1575070141529371,0.024853322532024658,3
COL4A5,2,3,Collagens,Core matrisome,2.5360887568070223,0.9125408377224252,0.75,increase,0.14524002258462965,0.27394385251958375,5
MFAP5,2,3,ECM Glycoproteins,Core matrisome,1.741103423387597,1.0163537698237082,1.0,decrease,0.08431232894368124,-0.49310269876150215,3
COL4A6,2,3,Collagens,Core matrisome,2.2805403859902413,1.2216767251067828,0.6,increase,0.04897275422989722,0.1801396184523861,5
LAMA3,2,3,ECM Glycoproteins,Core matrisome,1.9980569996223043,0.7102165251796946,0.6666666666666666,decrease,0.005587260768043167,-0.30427703125248445,3
FREM1,2,3,ECM-affiliated Proteins,Matrisome-associated,1.9932678178526853,0.5121434549487514,1.0,decrease,0.5889107416952601,-0.48773827992013535,3
FREM2,2,3,ECM-affiliated Proteins,Matrisome-associated,1.8407547437179594,0.7263907670815173,0.5,mixed,0.42728827852591356,0.26849254297191794,3
FRAS1,2,3,ECM Glycoproteins,Core matrisome,1.9183287400665754,0.6349229661336163,0.5,mixed,0.6766618758148745,-0.23411852001586553,3
LAMC3,2,3,ECM Glycoproteins,Core matrisome,1.95623026888355,0.5723051958272647,0.5,mixed,0.6812775367705115,0.003977826653282848,3
