Gene_Symbol,Compartment_A,Compartment_B,Delta_z_A,Delta_z_B,Antagonism_Magnitude,Tissue,Matrisome_Category,Mechanical_Stress_A,Mechanical_Stress_B,Protein_Type
Col2a1,Ovary,Skeletal_muscle_TA,0.3602364715804355,-1.9666161931577677,2.3268526647382033,Ovary,Collagens,0.5,0.0,Other
C1QA,IAF,OAF,2.1377028287495814,-0.1883321041902641,2.3260349329398453,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,0.0,Other
Col3a1,Skeletal_muscle_EDL,Hippocampus,-1.491077791980398,0.8321255015710417,2.3232032935514395,Skeletal_muscle_EDL,Collagens,0.5,0.0,Other
SERPINC1,IAF,Skin dermis,1.9579460060595808,-0.3635935646025029,2.321539570662084,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
S100A16,Glomerular,Tubulointerstitial,-1.208066958042798,1.1132166447527378,2.321283602795536,Kidney_Glomerular,Secreted Factors,0.5,0.5,Other
C1qc,Lung,Cortex,-1.1774964587455443,1.1335613248229104,2.3110577835684545,Lung,ECM-affiliated Proteins,0.5,1.0,Other
Col1a1,Ovary,Skeletal_muscle_TA,0.5309890121124021,-1.7752984428959928,2.3062874550083947,Ovary,Collagens,0.5,0.0,Other
Serpinf1,Lung,Skeletal_muscle_TA,0.1257337049762613,-2.1796514719773796,2.305385176953641,Lung,ECM Regulators,0.5,0.0,Other
COL28A1,NP,IAF,0.8961650074272642,-1.4048648088927915,2.3010298163200558,Intervertebral_disc_NP,Collagens,1.0,0.0,Other
MGP,Skin dermis,Glomerular,-1.68221846421031,0.6186945579559645,2.3009130221662746,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
COL3A1,Glomerular,Cortex,0.3517716901780267,-1.9449897164965837,2.2967614066746105,Kidney_Glomerular,Collagens,0.5,1.0,Structural
VWF,NP,Glomerular,2.231218530792388,-0.0625686997436978,2.293787230536086,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
COL14A1,IAF,Glomerular,-0.8237069835662247,1.469677100283282,2.2933840838495065,Intervertebral_disc_IAF,Collagens,0.0,0.5,Structural
Thbs4,Ovary,Cortex,-1.859107095856084,0.4212186607443023,2.2803257566003863,Ovary,ECM Glycoproteins,0.5,1.0,Other
BGN,IAF,Glomerular,-0.3585910613591652,1.9189275941694652,2.27751865552863,Intervertebral_disc_IAF,Proteoglycans,0.0,0.5,Structural
CXCL12,Skin dermis,Glomerular,-0.2938507061358776,1.9831110267423744,2.276961732878252,Skin dermis,Secreted Factors,0.5,0.5,Other
Tinagl1,Ovary,Cortex,-0.4296052899131098,1.8469973456997597,2.2766026356128695,Ovary,ECM Glycoproteins,0.5,1.0,Other
SERPINF1,IAF,Cortex,1.3283747708681823,-0.9458271201343676,2.27420189100255,Intervertebral_disc_IAF,ECM Regulators,0.0,1.0,Regulatory
CXCL12,OAF,Tubulointerstitial,-0.0699834913271913,2.2020176924599193,2.272001183787111,Intervertebral_disc_OAF,Secreted Factors,0.0,0.5,Other
FRAS1,Skin dermis,Tubulointerstitial,1.3058998208282415,-0.9656640524880152,2.2715638733162566,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
COL14A1,NP,Glomerular,-0.797966846759206,1.469677100283282,2.267643947042488,Intervertebral_disc_NP,Collagens,1.0,0.5,Structural
BGN,Skin dermis,Glomerular,-0.3451077045438048,1.9189275941694652,2.26403529871327,Skin dermis,Proteoglycans,0.5,0.5,Structural
SERPINB6,NP,OAF,2.0731015209571733,-0.1823196703594638,2.255421191316637,Intervertebral_disc_NP,ECM Regulators,1.0,0.0,Other
FGB,IAF,Cortex,1.5495284187395115,-0.704855650239366,2.2543840689788777,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,1.0,Other
Col1a2,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_TA,0.3440345391881427,-1.9078132273284791,2.251847766516622,Skeletal_muscle_Gastrocnemius,Collagens,0.5,0.0,Other
Col6a1,Skeletal_muscle_EDL,Cortex,-0.4779290312514246,1.7714998943518396,2.2494289256032642,Skeletal_muscle_EDL,Collagens,0.5,1.0,Other
FREM2,Skin dermis,Glomerular,1.223460114225024,-1.025573797527363,2.249033911752387,Skin dermis,ECM-affiliated Proteins,0.5,0.5,Other
C1qa,Skeletal_muscle_TA,Hippocampus,-0.9907381695958716,1.256171467840571,2.246909637436443,Skeletal_muscle_TA,ECM-affiliated Proteins,0.0,0.0,Other
HPX,NP,Skin dermis,1.881145304469379,-0.3635684588701168,2.244713763339496,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,0.5,Other
AGT,NP,Glomerular,0.3194268923293748,-1.9241231604737616,2.2435500528031365,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
SNED1,OAF,Skin dermis,-0.0975703352903351,2.142551097943453,2.240121433233788,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
OGN,NP,Glomerular,-0.0372510506938079,2.2016235494540672,2.238874600147875,Intervertebral_disc_NP,Proteoglycans,1.0,0.5,Structural
MGP,Skin dermis,Tubulointerstitial,-1.68221846421031,0.5505896282999257,2.232808092510236,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
LGALS3,Skin dermis,Tubulointerstitial,-0.3904084217380176,1.8411950971288888,2.2316035188669066,Skin dermis,ECM-affiliated Proteins,0.5,0.5,Other
MASP2,Glomerular,Tubulointerstitial,1.7361762983941664,-0.4891587214324921,2.2253350198266584,Kidney_Glomerular,ECM Regulators,0.5,0.5,Other
S100A6,Skin dermis,Cortex,1.7662945914216934,-0.4560173347520247,2.222311926173718,Skin dermis,Secreted Factors,0.5,1.0,Other
CSTB,Tubulointerstitial,Cortex,-0.1021995290706605,2.1187871255412887,2.220986654611949,Kidney_Tubulointerstitial,ECM Regulators,0.5,1.0,Other
Itih1,Ovary,Skeletal_muscle_EDL,-0.1562588402948845,2.0638644832339925,2.220123323528877,Ovary,ECM Regulators,0.5,0.5,Other
ITIH1,Tubulointerstitial,Cortex,-1.5957091510334651,0.6209557709029162,2.216664921936381,Kidney_Tubulointerstitial,ECM Regulators,0.5,1.0,Other
SLIT3,OAF,Skin dermis,-0.135665735597469,2.075593273578013,2.2112590091754822,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Other
ITIH2,NP,Skin dermis,1.800170745672455,-0.4109006223024836,2.2110713679749385,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
SERPINA5,OAF,Skin dermis,-0.508628758355743,1.6980380639609522,2.206666822316695,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
Cst3,Ovary,Skeletal_muscle_Gastrocnemius,1.9327283990999984,-0.266008329925659,2.1987367290256574,Ovary,ECM Regulators,0.5,0.5,Other
LAMC3,Skin dermis,Tubulointerstitial,1.633694209005056,-0.5619204326763018,2.195614641681358,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
Mfap5,Lung,Skeletal_muscle_Soleus,-1.2530560015896337,0.942291006156713,2.1953470077463466,Lung,ECM Glycoproteins,0.5,1.0,Other
S100B,IAF,Skin dermis,-0.1151245405111825,2.076261501147726,2.191386041658909,Intervertebral_disc_IAF,Secreted Factors,0.0,0.5,Other
SERPINA5,NP,Skin dermis,-0.4927977713895392,1.6980380639609522,2.1908358353504913,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
FGB,Tubulointerstitial,Cortex,1.4822642935237351,-0.704855650239366,2.187119943763101,Kidney_Tubulointerstitial,ECM Glycoproteins,0.5,1.0,Other
F2,Glomerular,Tubulointerstitial,1.4353041167660954,-0.7512171224286393,2.1865212391947346,Kidney_Glomerular,ECM Regulators,0.5,0.5,Regulatory
Serpinf2,Skeletal_muscle_Soleus,Skeletal_muscle_TA,-0.4769528276100148,1.709162494944536,2.186115322554551,Skeletal_muscle_Soleus,ECM Regulators,1.0,0.0,Other
SPON1,NP,Skin dermis,-0.1281786940287483,2.0569590813710783,2.1851377753998267,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
Mfge8,Ovary,Skeletal_muscle_Soleus,-0.4280024580530251,1.7564268455085763,2.1844293035616014,Ovary,ECM Glycoproteins,0.5,1.0,Other
ANXA4,NP,Cortex,-0.8635041935065859,1.3198777097724466,2.1833819032790327,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,1.0,Other
Cst3,Ovary,Skeletal_muscle_Soleus,1.9327283990999984,-0.2490912284406592,2.1818196275406576,Ovary,ECM Regulators,0.5,1.0,Other
Col3a1,Skeletal_muscle_TA,Hippocampus,-1.3484124771811576,0.8321255015710417,2.1805379787521995,Skeletal_muscle_TA,Collagens,0.0,0.0,Other
FGB,Glomerular,Cortex,1.4738101855731935,-0.704855650239366,2.1786658358125597,Kidney_Glomerular,ECM Glycoproteins,0.5,1.0,Other
S100B,OAF,Skin dermis,-0.1003354180461919,2.076261501147726,2.176596919193918,Intervertebral_disc_OAF,Secreted Factors,0.0,0.5,Other
Tinagl1,Skeletal_muscle_Soleus,Cortex,-0.3270078567867498,1.8469973456997597,2.1740052024865095,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,1.0,Other
ITIH1,NP,Skin dermis,1.7868778973648425,-0.3864665471704187,2.173344444535261,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
ANGPTL5,IAF,Skin dermis,-0.0186025262546253,2.1536122322888067,2.172214758543432,Intervertebral_disc_IAF,Secreted Factors,0.0,0.5,Other
S100A6,IAF,Skin dermis,-0.4045771548828552,1.7662945914216934,2.170871746304549,Intervertebral_disc_IAF,Secreted Factors,0.0,0.5,Other
Lama5,Skeletal_muscle_Soleus,Cortex,-0.3779740990687356,1.7915301256630565,2.169504224731792,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,1.0,Other
HPX,IAF,Skin dermis,1.8052578978604787,-0.3635684588701168,2.1688263567305954,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,0.5,Other
MMP12,OAF,Skin dermis,1.8153730668705412,-0.3520730185045678,2.167446085375109,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
LAMA2,NP,Tubulointerstitial,1.6374362781567042,-0.523263401374682,2.160699679531386,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Structural
FGA,IAF,Skin dermis,1.7903377008931536,-0.3674177270575179,2.1577554279506717,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
Lama5,Skeletal_muscle_TA,Cortex,-0.3647493576017508,1.7915301256630565,2.1562794832648073,Skeletal_muscle_TA,ECM Glycoproteins,0.0,1.0,Other
PLG,NP,Skin dermis,1.7986222428673904,-0.3564031244134669,2.1550253672808575,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Regulatory
S100B,NP,Skin dermis,-0.077626759423019,2.076261501147726,2.1538882605707452,Intervertebral_disc_NP,Secreted Factors,1.0,0.5,Other
PLG,NP,Cortex,1.7986222428673904,-0.3547709704489309,2.1533932133163214,Intervertebral_disc_NP,ECM Regulators,1.0,1.0,Regulatory
MMP12,Glomerular,Tubulointerstitial,-1.7464738371031294,0.400924080619393,2.1473979177225226,Kidney_Glomerular,ECM Regulators,0.5,0.5,Other
COL14A1,OAF,Glomerular,-0.6743538867980915,1.469677100283282,2.1440309870813734,Intervertebral_disc_OAF,Collagens,0.0,0.5,Structural
Cst3,Ovary,Cortex,1.9327283990999984,-0.2103955458183249,2.1431239449183233,Ovary,ECM Regulators,0.5,1.0,Other
ITIH1,NP,Glomerular,1.7868778973648425,-0.3561296168317336,2.143007514196576,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
S100A9,Glomerular,Cortex,0.965477811052652,-1.1766868531300605,2.1421646641827126,Kidney_Glomerular,Secreted Factors,0.5,1.0,Other
SERPINA5,IAF,Skin dermis,-0.4436583938291637,1.6980380639609522,2.141696457790116,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
Col6a1,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_TA,0.2194430664077727,-1.9211471471602124,2.140590213567985,Skeletal_muscle_Gastrocnemius,Collagens,0.5,0.0,Other
Serpinf1,Lung,Skeletal_muscle_Soleus,0.1257337049762613,-2.013346462598859,2.1390801675751203,Lung,ECM Regulators,0.5,1.0,Other
C1qc,Skeletal_muscle_Soleus,Cortex,-1.004693517445366,1.1335613248229104,2.1382548422682763,Skeletal_muscle_Soleus,ECM-affiliated Proteins,1.0,1.0,Other
Itih1,Lung,Skeletal_muscle_EDL,-0.0643114162604901,2.0638644832339925,2.1281758994944826,Lung,ECM Regulators,0.5,0.5,Other
SERPINA4,IAF,Tubulointerstitial,1.0370938176336888,-1.089228185195032,2.126322002828721,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
COL8A2,OAF,Glomerular,-2.0945471905489237,0.0287525301884074,2.123299720737331,Intervertebral_disc_OAF,Collagens,0.0,0.5,Other
FGB,NP,Skin dermis,1.7826627329596063,-0.3396592394419053,2.1223219724015117,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
Col6a1,Ovary,Skeletal_muscle_TA,0.1937310072989929,-1.9211471471602124,2.1148781544592055,Ovary,Collagens,0.5,0.0,Other
SDC1,Skin dermis,Tubulointerstitial,-0.3520730185045678,1.761344636149787,2.113417654654355,Skin dermis,ECM-affiliated Proteins,0.5,0.5,Other
Postn,Ovary,Skeletal_muscle_Gastrocnemius,1.0823779445353172,-1.0245689631363772,2.1069469076716945,Ovary,ECM Glycoproteins,0.5,0.5,Other
COL15A1,NP,Glomerular,-0.8930250569589642,1.2121423275969752,2.1051673845559393,Intervertebral_disc_NP,Collagens,1.0,0.5,Structural
SERPINA4,NP,Skin dermis,1.7501331395914492,-0.352780553258823,2.1029136928502723,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
Serpinb6a,Skeletal_muscle_EDL,Hippocampus,1.4952906903131686,-0.600394324727031,2.0956850150401998,Skeletal_muscle_EDL,ECM Regulators,0.5,0.0,Other
COL6A6,IAF,Skin dermis,1.727567682681637,-0.3665807423121262,2.0941484249937634,Intervertebral_disc_IAF,Collagens,0.0,0.5,Other
ANXA4,Glomerular,Cortex,-0.772350558349151,1.3198777097724466,2.0922282681215973,Kidney_Glomerular,ECM-affiliated Proteins,0.5,1.0,Other
ITIH1,OAF,Tubulointerstitial,0.496141719473137,-1.5957091510334651,2.091850870506602,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
ELN,Skin dermis,Glomerular,-0.2431643751326125,1.8451841753040406,2.088348550436653,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
SERPINA4,IAF,Glomerular,1.0370938176336888,-1.0431407401084116,2.0802345577421004,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
SERPINF1,NP,Cortex,1.1338878736384987,-0.9458271201343676,2.0797149937728663,Intervertebral_disc_NP,ECM Regulators,1.0,1.0,Regulatory
Cst3,Ovary,Hippocampus,1.9327283990999984,-0.1456644891474526,2.078392888247451,Ovary,ECM Regulators,0.5,0.0,Other
Chrdl1,Lung,Hippocampus,0.3529116202209064,-1.7200688268509006,2.072980447071807,Lung,Secreted Factors,0.5,0.0,Other
Thbs4,Ovary,Hippocampus,-1.859107095856084,0.210773664635518,2.069880760491602,Ovary,ECM Glycoproteins,0.5,0.0,Other
SERPING1,Skin dermis,Cortex,-0.3765636969794189,1.6894077704904458,2.065971467469865,Skin dermis,ECM Regulators,0.5,1.0,Other
F2,IAF,Skin dermis,1.6525285429711936,-0.4107919419263541,2.0633204848975475,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Regulatory
ELN,NP,Skin dermis,1.8199531010365289,-0.2431643751326125,2.0631174761691415,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Other
CXCL12,OAF,Glomerular,-0.0699834913271913,1.9831110267423744,2.0530945180695657,Intervertebral_disc_OAF,Secreted Factors,0.0,0.5,Other
Hmcn2,Skeletal_muscle_Soleus,Cortex,1.2500438738696598,-0.7998524079279402,2.0498962817976,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,1.0,Other
SLPI,OAF,Tubulointerstitial,1.2841183479962457,-0.7518068134434108,2.0359251614396565,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
FREM2,Skin dermis,Tubulointerstitial,1.223460114225024,-0.8117124531746933,2.0351725673997176,Skin dermis,ECM-affiliated Proteins,0.5,0.5,Other
Hmcn2,Skeletal_muscle_Soleus,Skeletal_muscle_TA,1.2500438738696598,-0.7827090588731711,2.032752932742831,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,0.0,Other
LGALS3,IAF,Tubulointerstitial,-0.190554425179323,1.8411950971288888,2.031749522308212,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,0.5,Other
LAMA2,NP,OAF,1.6374362781567042,-0.3937726564926287,2.031208934649333,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.0,Structural
Fmod,Skeletal_muscle_EDL,Hippocampus,-0.5780332041665831,1.4527235922205133,2.0307567963870965,Skeletal_muscle_EDL,Proteoglycans,0.5,0.0,Other
Matn2,Ovary,Cortex,1.0882385714070166,-0.938445260017588,2.0266838314246045,Ovary,ECM Glycoproteins,0.5,1.0,Other
Serpine2,Skeletal_muscle_Gastrocnemius,Hippocampus,1.589763279128376,-0.4348454571458084,2.0246087362741845,Skeletal_muscle_Gastrocnemius,ECM Regulators,0.5,0.0,Other
S100A6,NP,Skin dermis,-0.2517094938104731,1.7662945914216934,2.0180040852321666,Intervertebral_disc_NP,Secreted Factors,1.0,0.5,Other
LAMA2,NP,Glomerular,1.6374362781567042,-0.3786269872447085,2.016063265401413,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Structural
C1qc,Lung,Hippocampus,-1.1774964587455443,0.8295263595766748,2.007022818322219,Lung,ECM-affiliated Proteins,0.5,0.0,Other
FGG,IAF,Skin dermis,1.6570632992743417,-0.3496386581232498,2.0067019573975915,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
LTBP4,IAF,Tubulointerstitial,-0.7073702973084858,1.298802897612419,2.0061731949209047,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
LAMA2,NP,Skin dermis,1.6374362781567042,-0.3669544295900427,2.004390707746747,Intervertebral_disc_NP,ECM Glycoproteins,1.0,0.5,Structural
F2,NP,Skin dermis,1.5911155106808246,-0.4107919419263541,2.0019074526071785,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Regulatory
CST3,NP,Glomerular,-0.2856809235196908,1.7131222697948385,1.9988031933145294,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
LGALS3,OAF,Tubulointerstitial,-0.1558862447842584,1.8411950971288888,1.9970813419131472,Intervertebral_disc_OAF,ECM-affiliated Proteins,0.0,0.5,Other
Col15a1,Ovary,Skeletal_muscle_Gastrocnemius,0.3710222586390303,-1.625395188791733,1.9964174474307634,Ovary,Collagens,0.5,0.5,Other
SERPIND1,OAF,Tubulointerstitial,0.896936283700567,-1.0948863088126666,1.9918225925132336,Intervertebral_disc_OAF,ECM Regulators,0.0,0.5,Other
CSTB,Skin dermis,Glomerular,0.6031133801568979,-1.388199875983249,1.9913132561401468,Skin dermis,ECM Regulators,0.5,0.5,Other
Tinagl1,Skeletal_muscle_EDL,Cortex,-0.1392980098949495,1.8469973456997597,1.9862953555947092,Skeletal_muscle_EDL,ECM Glycoproteins,0.5,1.0,Other
Cst3,Lung,Ovary,-0.0521281398252575,1.9327283990999984,1.984856538925256,Lung,ECM Regulators,0.5,0.5,Other
Gpc1,Ovary,Hippocampus,1.2282147842588815,-0.7563127838941258,1.9845275681530072,Ovary,ECM-affiliated Proteins,0.5,0.0,Other
Mbl2,Ovary,Skeletal_muscle_Soleus,1.954201648259119,-0.0295387663024024,1.9837404145615214,Ovary,ECM-affiliated Proteins,0.5,1.0,Other
Col5a2,Lung,Skeletal_muscle_Soleus,-0.183743737721372,1.7998069627267284,1.9835507004481003,Lung,Collagens,0.5,1.0,Other
COL6A3,Glomerular,Cortex,1.2978711952643578,-0.6738568630607543,1.971728058325112,Kidney_Glomerular,Collagens,0.5,1.0,Structural
TNC,Skin dermis,Glomerular,-0.3688205779723711,1.6015207711324175,1.9703413491047885,Skin dermis,ECM Glycoproteins,0.5,0.5,Structural
SERPING1,IAF,Cortex,-0.278505059934075,1.6894077704904458,1.9679128304245208,Intervertebral_disc_IAF,ECM Regulators,0.0,1.0,Other
TIMP3,Skin dermis,Tubulointerstitial,-0.2785105960416357,1.6742176399584254,1.952728236000061,Skin dermis,ECM Regulators,0.5,0.5,Regulatory
Col6a1,Lung,Skeletal_muscle_TA,0.02320735987929,-1.9211471471602124,1.9443545070395023,Lung,Collagens,0.5,0.0,Other
COL12A1,Tubulointerstitial,Cortex,0.8367086415261706,-1.107092014761189,1.9438006562873595,Kidney_Tubulointerstitial,Collagens,0.5,1.0,Structural
Itih5,Cortex,Hippocampus,1.1591349657632295,-0.7820368796671923,1.9411718454304219,Brain_Cortex,ECM Regulators,1.0,0.0,Other
C1QA,NP,Skin dermis,1.5802802015909472,-0.3604287915964481,1.9407089931873953,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,0.5,Other
COL6A3,NP,Glomerular,-0.6426236936259198,1.2978711952643578,1.9404948888902775,Intervertebral_disc_NP,Collagens,1.0,0.5,Structural
Itih2,Ovary,Cortex,-0.2674761747215021,1.67249547051853,1.939971645240032,Ovary,ECM Regulators,0.5,1.0,Other
COL12A1,Glomerular,Cortex,0.8324942039810048,-1.107092014761189,1.9395862187421937,Kidney_Glomerular,Collagens,0.5,1.0,Structural
TNC,OAF,Glomerular,-0.3372506841826714,1.6015207711324175,1.938771455315089,Intervertebral_disc_OAF,ECM Glycoproteins,0.0,0.5,Structural
AGT,IAF,Glomerular,0.0135175405180935,-1.9241231604737616,1.937640700991855,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
LGALS3,NP,Cortex,-0.7753976942369272,1.1616075977186584,1.9370052919555856,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,1.0,Other
SERPIND1,IAF,Skin dermis,1.564726237659977,-0.3722782758676664,1.9370045135276435,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
SLPI,IAF,OAF,-0.6410317384001013,1.2841183479962457,1.9251500863963469,Intervertebral_disc_IAF,ECM Regulators,0.0,0.0,Other
Itih5,Skeletal_muscle_TA,Cortex,-0.7604451079762162,1.1591349657632295,1.9195800737394457,Skeletal_muscle_TA,ECM Regulators,0.0,1.0,Other
COL6A3,IAF,Glomerular,-0.6181239612381484,1.2978711952643578,1.9159951565025062,Intervertebral_disc_IAF,Collagens,0.0,0.5,Structural
S100A16,Tubulointerstitial,Cortex,1.1132166447527378,-0.8011669011945406,1.9143835459472784,Kidney_Tubulointerstitial,Secreted Factors,0.5,1.0,Other
F2,IAF,Skeletal_muscle_Soleus,1.6525285429711936,-0.2615993686230078,1.9141279115942014,Intervertebral_disc_IAF,ECM Regulators,0.0,1.0,Regulatory
LTBP1,Glomerular,Tubulointerstitial,1.62853066408346,-0.2825993756818494,1.9111300397653095,Kidney_Glomerular,ECM Glycoproteins,0.5,0.5,Other
F10,NP,Skin dermis,1.5844557267373018,-0.3258707325407973,1.910326459278099,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Regulatory
HPX,NP,Cortex,1.881145304469379,-0.0283054317155657,1.9094507361849449,Intervertebral_disc_NP,ECM-affiliated Proteins,1.0,1.0,Other
Postn,Skeletal_muscle_Soleus,Skeletal_muscle_Gastrocnemius,0.883120469587075,-1.0245689631363772,1.9076894327234521,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,0.5,Other
Gpc1,Ovary,Cortex,1.2282147842588815,-0.6794327739871618,1.9076475582460435,Ovary,ECM-affiliated Proteins,0.5,1.0,Other
Anxa5,Ovary,Hippocampus,-1.2578118504713311,0.6449408601917235,1.9027527106630546,Ovary,ECM-affiliated Proteins,0.5,0.0,Other
Anxa1,Skeletal_muscle_Soleus,Cortex,-1.303453724405975,0.5982629133286932,1.9017166377346681,Skeletal_muscle_Soleus,ECM-affiliated Proteins,1.0,1.0,Other
COL4A5,Skin dermis,Tubulointerstitial,1.469818742682114,-0.4317878950877738,1.901606637769888,Skin dermis,Collagens,0.5,0.5,Other
ANXA1,Glomerular,Tubulointerstitial,-1.7714986507434844,0.1251937200400098,1.8966923707834942,Kidney_Glomerular,ECM-affiliated Proteins,0.5,0.5,Other
COL6A3,OAF,Glomerular,-0.5971323514040348,1.2978711952643578,1.8950035466683925,Intervertebral_disc_OAF,Collagens,0.0,0.5,Structural
HTRA1,Skin dermis,Glomerular,-0.2937261502336133,1.5999491954029812,1.8936753456365945,Skin dermis,ECM Regulators,0.5,0.5,Other
FRAS1,Skin dermis,Glomerular,1.3058998208282415,-0.585800685200778,1.8917005060290195,Skin dermis,ECM Glycoproteins,0.5,0.5,Other
KNG1,NP,Skin dermis,1.5396765279520044,-0.3500342590952313,1.8897107870472356,Intervertebral_disc_NP,ECM Regulators,1.0,0.5,Other
SLPI,NP,OAF,-0.6055810053840927,1.2841183479962457,1.8896993533803383,Intervertebral_disc_NP,ECM Regulators,1.0,0.0,Other
FGB,IAF,Skin dermis,1.5495284187395115,-0.3396592394419053,1.8891876581814169,Intervertebral_disc_IAF,ECM Glycoproteins,0.0,0.5,Other
F10,NP,OAF,1.5844557267373018,-0.3034731236953034,1.8879288504326053,Intervertebral_disc_NP,ECM Regulators,1.0,0.0,Regulatory
Nid2,Skeletal_muscle_Soleus,Cortex,-1.0107064678727211,0.8746925198193186,1.8853989876920396,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,1.0,Other
KNG1,Skin dermis,Glomerular,-0.3500342590952313,1.532802464828173,1.8828367239234043,Skin dermis,ECM Regulators,0.5,0.5,Other
Fbn1,Skeletal_muscle_Soleus,Skeletal_muscle_TA,0.5258266035105543,-1.3536547670208692,1.8794813705314235,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,0.0,Other
Serpinb1a,Skeletal_muscle_TA,Cortex,-0.6142386926208658,1.2615593753115502,1.875798067932416,Skeletal_muscle_TA,ECM Regulators,0.0,1.0,Other
TIMP1,Glomerular,Tubulointerstitial,-0.760394320848638,1.110153925217175,1.870548246065813,Kidney_Glomerular,ECM Regulators,0.5,0.5,Regulatory
Ctsl,Ovary,Skeletal_muscle_EDL,1.2751896917183416,-0.5931861329672765,1.8683758246856181,Ovary,ECM Regulators,0.5,0.5,Other
Thbs4,Skeletal_muscle_Soleus,Skeletal_muscle_TA,1.43697710767502,-0.42614871002244,1.8631258176974599,Skeletal_muscle_Soleus,ECM Glycoproteins,1.0,0.0,Other
CST3,IAF,Glomerular,-0.1490102829058693,1.7131222697948385,1.8621325527007078,Intervertebral_disc_IAF,ECM Regulators,0.0,0.5,Other
COL15A1,IAF,Glomerular,-0.6494635137197519,1.2121423275969752,1.861605841316727,Intervertebral_disc_IAF,Collagens,0.0,0.5,Structural
Cstb,Skeletal_muscle_Soleus,Hippocampus,1.5666379910159625,-0.2931516843655621,1.8597896753815246,Skeletal_muscle_Soleus,ECM Regulators,1.0,0.0,Other
ANXA4,IAF,Cortex,-0.5390651610396782,1.3198777097724466,1.8589428708121247,Intervertebral_disc_IAF,ECM-affiliated Proteins,0.0,1.0,Other
F2,NP,Skeletal_muscle_Soleus,1.5911155106808246,-0.2615993686230078,1.8527148793038324,Intervertebral_disc_NP,ECM Regulators,1.0,1.0,Regulatory
Dpt,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_TA,1.0561297406153012,-0.7950656670666336,1.8511954076819348,Skeletal_muscle_Gastrocnemius,ECM Glycoproteins,0.5,0.0,Other
