Protein_ID,Protein_Name,Gene_Symbol,Tissue,Species,Age,Age_Unit,Abundance,Abundance_Unit,Method,Study_ID,Sample_ID,Parsing_Notes,Canonical_Gene_Symbol,Matrisome Category,Matrisome Division,Match_Level,Match_Confidence
P14543,Nidogen-1,NID1,Skin dermis,Homo sapiens,14,years,12.1195496686943,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",NID1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P14543,Nidogen-1,NID1,Skin dermis,Homo sapiens,14,years,12.2543907187637,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",NID1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P14543,Nidogen-1,NID1,Skin dermis,Homo sapiens,14,years,11.7547777580844,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",NID1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P14543,Nidogen-1,NID1,Skin dermis,Homo sapiens,65,years,10.7437127715213,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",NID1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P14543,Nidogen-1,NID1,Skin dermis,Homo sapiens,65,years,10.9267729770795,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",NID1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P14543,Nidogen-1,NID1,Skin dermis,Homo sapiens,65,years,13.1458356097909,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",NID1,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14314,Fibroleukin,FGL2,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FGL2,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14314,Fibroleukin,FGL2,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FGL2,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14314,Fibroleukin,FGL2,Skin dermis,Homo sapiens,14,years,9.32556930265904,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FGL2,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14314,Fibroleukin,FGL2,Skin dermis,Homo sapiens,14,years,9.93312711876071,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FGL2,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14314,Fibroleukin,FGL2,Skin dermis,Homo sapiens,14,years,9.42370356819582,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FGL2,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14314,Fibroleukin,FGL2,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FGL2,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14314,Fibroleukin,FGL2,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FGL2,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
Q14314,Fibroleukin,FGL2,Skin dermis,Homo sapiens,65,years,7.43029046813661,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",FGL2,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95460,Matrilin-4,MATN4,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",MATN4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95460,Matrilin-4,MATN4,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",MATN4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95460,Matrilin-4,MATN4,Skin dermis,Homo sapiens,14,years,6.34904547449102,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",MATN4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95460,Matrilin-4,MATN4,Skin dermis,Homo sapiens,14,years,4.90649098923715,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",MATN4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95460,Matrilin-4,MATN4,Skin dermis,Homo sapiens,14,years,6.68591930139428,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",MATN4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95460,Matrilin-4,MATN4,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",MATN4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95460,Matrilin-4,MATN4,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",MATN4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
O95460,Matrilin-4,MATN4,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",MATN4,ECM Glycoproteins,Core matrisome,Gene_Symbol_or_UniProt,1
P04271,Protein S100-B,S100B,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100B,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
P04271,Protein S100-B,S100B,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100B,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
P04271,Protein S100-B,S100B,Skin dermis,Homo sapiens,14,years,11.3965821860879,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100B,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
P04271,Protein S100-B,S100B,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100B,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
P04271,Protein S100-B,S100B,Skin dermis,Homo sapiens,14,years,10.1385446398413,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100B,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
P04271,Protein S100-B,S100B,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100B,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
P04271,Protein S100-B,S100B,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100B,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
P04271,Protein S100-B,S100B,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100B,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
P08519,Apolipoprotein(a),LPA,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LPA,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P08519,Apolipoprotein(a),LPA,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LPA,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P08519,Apolipoprotein(a),LPA,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LPA,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P08519,Apolipoprotein(a),LPA,Skin dermis,Homo sapiens,14,years,3.82398571420568,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LPA,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P08519,Apolipoprotein(a),LPA,Skin dermis,Homo sapiens,14,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LPA,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P08519,Apolipoprotein(a),LPA,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LPA,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P08519,Apolipoprotein(a),LPA,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LPA,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
P08519,Apolipoprotein(a),LPA,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",LPA,ECM Regulators,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q86XS5,Angiopoietin-related protein 5,ANGPTL5,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",ANGPTL5,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q86XS5,Angiopoietin-related protein 5,ANGPTL5,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",ANGPTL5,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q86XS5,Angiopoietin-related protein 5,ANGPTL5,Skin dermis,Homo sapiens,14,years,7.07895094470289,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",ANGPTL5,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q86XS5,Angiopoietin-related protein 5,ANGPTL5,Skin dermis,Homo sapiens,14,years,7.10556307668356,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",ANGPTL5,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q86XS5,Angiopoietin-related protein 5,ANGPTL5,Skin dermis,Homo sapiens,14,years,6.12115802839665,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",ANGPTL5,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q86XS5,Angiopoietin-related protein 5,ANGPTL5,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_1,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",ANGPTL5,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q86XS5,Angiopoietin-related protein 5,ANGPTL5,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_2,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",ANGPTL5,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q86XS5,Angiopoietin-related protein 5,ANGPTL5,Skin dermis,Homo sapiens,65,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Elderly_3,"Age=65yr (midpoint of Elderly group, >60yr); Column 'Elderly-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",ANGPTL5,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q99584,Protein S100-A13,S100A13,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_1,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100A13,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q99584,Protein S100-A13,S100A13,Skin dermis,Homo sapiens,2,years,0.0,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Toddler_2,"Age=2yr (midpoint of Toddler group, range varies); Column 'Toddler-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100A13,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q99584,Protein S100-A13,S100A13,Skin dermis,Homo sapiens,14,years,12.4195694674441,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_1,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample1' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100A13,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q99584,Protein S100-A13,S100A13,Skin dermis,Homo sapiens,14,years,12.4330489528312,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_2,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample2' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100A13,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
Q99584,Protein S100-A13,S100A13,Skin dermis,Homo sapiens,14,years,11.6029886667225,log2_normalized_intensity,Label-free LC-MS/MS,LiDermis_2021,Dermis_Teenager_3,"Age=14yr (midpoint of Teenager group, range varies); Column 'Teenager-Sample3' in Table 2 sheet 'Table S2'; Abundance: log2-normalized intensity (FOT fraction of total); Method: LC-MS/MS on decellularized dermal scaffold; Adult group (40yr, n=2) excluded as middle-aged (30<40<55); Retained 57.1% samples",S100A13,Secreted Factors,Matrisome-associated,Gene_Symbol_or_UniProt,1
